Mean,Median,Std,Years,Month,grid,Date
18.353333333333335,19.55,3.6693260992978685,1998.0,6.0,1998.4166666666667,1998-06
21.119354838709675,21.0,3.100582671567685,1998.0,7.0,1998.5,1998-07
20.03548387096775,20.3,3.5951400887954996,1998.0,8.0,1998.5833333333333,1998-08
14.916666666666664,14.3,3.401833515086801,1998.0,9.0,1998.6666666666667,1998-09
11.277419354838708,11.7,2.005610410393696,1998.0,10.0,1998.75,1998-10
3.37,3.3499999999999996,3.974153564184975,1998.0,11.0,1998.8333333333333,1998-11
1.4419354838709681,1.3,2.9838201681232266,1998.0,12.0,1998.9166666666667,1998-12
2.6225806451612903,2.2,2.8567708667210674,1999.0,1.0,1999.0,1999-01
1.7464285714285714,2.45,3.3363855073969275,1999.0,2.0,1999.0833333333333,1999-02
7.119354838709679,7.2,2.554658405715424,1999.0,3.0,1999.1666666666667,1999-03
9.736666666666663,9.9,2.991537873832573,1999.0,4.0,1999.25,1999-04
16.67419354838709,16.5,2.7650157012134646,1999.0,5.0,1999.3333333333333,1999-05
17.08,17.200000000000003,2.1852799078978578,1999.0,6.0,1999.4166666666667,1999-06
20.964516129032255,21.0,1.9227668236332027,1999.0,7.0,1999.5,1999-07
19.91290322580645,20.5,2.0982122446635167,1999.0,8.0,1999.5833333333333,1999-08
18.203333333333333,18.35,1.8269030386541258,1999.0,9.0,1999.6666666666667,1999-09
11.36774193548387,11.5,1.937246688262183,1999.0,10.0,1999.75,1999-10
4.446666666666666,4.3,4.455584123889648,1999.0,11.0,1999.8333333333333,1999-11
3.509677419354839,3.7,3.4170508569729816,1999.0,12.0,1999.9166666666667,1999-12
1.32258064516129,1.9,3.1055552029032696,2000.0,1.0,2000.0,2000-01
4.9241379310344815,4.6,2.489213182113949,2000.0,2.0,2000.0833333333333,2000-02
7.129032258064514,7.3,2.1980587720967333,2000.0,3.0,2000.1666666666667,2000-03
10.78333333333333,10.55,2.800256556390717,2000.0,4.0,2000.25,2000-04
16.53225806451613,16.7,2.076597713693273,2000.0,5.0,2000.3333333333333,2000-05
19.85,20.2,2.6338316129770414,2000.0,6.0,2000.4166666666667,2000-06
18.51612903225806,18.7,3.272317911836965,2000.0,7.0,2000.5,2000-07
20.716129032258067,21.3,2.7228779840692527,2000.0,8.0,2000.5833333333333,2000-08
16.826666666666668,16.55,2.2366744608185964,2000.0,9.0,2000.6666666666667,2000-09
12.154838709677415,12.1,1.5125780882712405,2000.0,10.0,2000.75,2000-10
7.313333333333334,7.4,2.1594592767209324,2000.0,11.0,2000.8333333333333,2000-11
5.3193548387096765,5.2,2.783692913480066,2000.0,12.0,2000.9166666666667,2000-12
3.3580645161290326,3.8,2.6699281130832455,2001.0,1.0,2001.0,2001-01
4.700000000000002,4.800000000000001,3.5267233769857502,2001.0,2.0,2001.0833333333333,2001-02
8.79032258064516,8.7,3.1870942710364125,2001.0,3.0,2001.1666666666667,2001-03
8.406666666666668,8.2,3.0636842068888606,2001.0,4.0,2001.25,2001-04
16.30645161290322,16.5,3.282472186616968,2001.0,5.0,2001.3333333333333,2001-05
17.09,16.6,3.324968239412739,2001.0,6.0,2001.4166666666667,2001-06
20.070967741935487,20.6,2.845721179641123,2001.0,7.0,2001.5,2001-07
20.151612903225814,20.5,2.2522390293131167,2001.0,8.0,2001.5833333333333,2001-08
12.76666666666667,12.75,2.1088211011799007,2001.0,9.0,2001.6666666666667,2001-09
14.05161290322581,13.5,2.3224801352206708,2001.0,10.0,2001.75,2001-10
4.260000000000002,3.3,2.6395663175657456,2001.0,11.0,2001.8333333333333,2001-11
1.5161290322580643,1.5,4.5412991367517686,2001.0,12.0,2001.9166666666667,2001-12
1.4774193548387096,-0.2,4.168269799122841,2002.0,1.0,2002.0,2002-01
6.260714285714284,6.7,2.510177695600864,2002.0,2.0,2002.0833333333333,2002-02
7.567741935483871,7.5,3.1080955687552665,2002.0,3.0,2002.1666666666667,2002-03
10.270000000000001,10.7,2.6371549455609453,2002.0,4.0,2002.25,2002-04
13.316129032258065,12.8,3.3654218927393087,2002.0,5.0,2002.3333333333333,2002-05
20.40333333333333,20.700000000000003,4.327178210377731,2002.0,6.0,2002.4166666666667,2002-06
19.725806451612904,19.3,2.139621110062166,2002.0,7.0,2002.5,2002-07
18.354838709677416,18.2,1.87240286079633,2002.0,8.0,2002.5833333333333,2002-08
14.736666666666673,15.8,3.4782559376526754,2002.0,9.0,2002.6666666666667,2002-09
11.393548387096775,11.3,2.5818514653727296,2002.0,10.0,2002.75,2002-10
7.779999999999999,8.0,2.0655466004476124,2002.0,11.0,2002.8333333333333,2002-11
5.638709677419355,5.4,2.1447109236996393,2002.0,12.0,2002.9166666666667,2002-12
