EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 05-10-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 SS   : sunshine in 0.1 Hours
23-27 Q_SS : Quality code for SS (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station SWITZERLAND, GENEVE OBSERVATOIRE (STAID: 241).
Blended and updated with sources: 105113 105118 906700 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   SS, Q_SS
105113,19050915,    0,    0
105113,19050916,    0,    0
105113,19050917,   32,    0
105113,19050918,    0,    0
105113,19050919,   16,    0
105113,19050920,    0,    0
105113,19050921,    0,    0
105113,19050922,   48,    0
105113,19050923,   21,    0
105113,19050924,   28,    0
105113,19050925,   57,    0
105113,19050926,   24,    0
105113,19050927,   41,    0
105113,19050928,    0,    0
105113,19050929,   20,    0
105113,19050930,   79,    0
105113,19051001,    0,    0
105113,19051002,    0,    0
105113,19051003,   28,    0
105113,19051004,    0,    0
105113,19051005,   14,    0
105113,19051006,   13,    0
105113,19051007,   90,    0
105113,19051008,   72,    0
105113,19051009,   71,    0
105113,19051010,   47,    0
105113,19051011,   35,    0
105113,19051012,   37,    0
105113,19051013,   68,    0
105113,19051014,    0,    0
105113,19051015,   91,    0
105113,19051016,   60,    0
105113,19051017,   51,    0
105113,19051018,   76,    0
105113,19051019,   49,    0
105113,19051020,    0,    0
105113,19051021,   11,    0
105113,19051022,   47,    0
105113,19051023,   74,    0
105113,19051024,    0,    0
105113,19051025,    0,    0
105113,19051026,   34,    0
105113,19051027,   76,    0
105113,19051028,   86,    0
105113,19051029,   73,    0
105113,19051030,    4,    0
105113,19051031,   52,    0
105113,19051101,   55,    0
105113,19051102,    4,    0
105113,19051103,   83,    0
105113,19051104,    0,    0
105113,19051105,    3,    0
105113,19051106,   80,    0
105113,19051107,    0,    0
105113,19051108,   11,    0
105113,19051109,   27,    0
105113,19051110,   61,    0
105113,19051111,    0,    0
105113,19051112,   10,    0
105113,19051113,   46,    0
105113,19051114,    0,    0
105113,19051115,    0,    0
105113,19051116,    0,    0
105113,19051117,   65,    0
105113,19051118,    0,    0
105113,19051119,    0,    0
105113,19051120,    0,    0
105113,19051121,    3,    0
105113,19051122,    0,    0
105113,19051123,   16,    0
105113,19051124,   13,    0
105113,19051125,   30,    0
105113,19051126,   46,    0
105113,19051127,    0,    0
105113,19051128,   36,    0
105113,19051129,    0,    0
105113,19051130,    0,    0
105113,19051201,   29,    0
105113,19051202,    0,    0
105113,19051203,    0,    0
105113,19051204,    0,    0
105113,19051205,    0,    0
105113,19051206,    3,    0
105113,19051207,    0,    0
105113,19051208,   42,    0
105113,19051209,    0,    0
105113,19051210,    0,    0
105113,19051211,    0,    0
105113,19051212,   41,    0
105113,19051213,   36,    0
105113,19051214,   28,    0
105113,19051215,    0,    0
105113,19051216,    0,    0
105113,19051217,    0,    0
105113,19051218,    0,    0
105113,19051219,    0,    0
105113,19051220,    0,    0
105113,19051221,   18,    0
105113,19051222,    0,    0
105113,19051223,    0,    0
105113,19051224,    0,    0
105113,19051225,    0,    0
105113,19051226,    0,    0
105113,19051227,    0,    0
105113,19051228,    0,    0
105113,19051229,    0,    0
105113,19051230,    0,    0
105113,19051231,    0,    0
105113,19060101,    0,    0
105113,19060102,    0,    0
105113,19060103,    0,    0
105113,19060104,    3,    0
105113,19060105,    0,    0
105113,19060106,    0,    0
105113,19060107,   10,    0
105113,19060108,    0,    0
105113,19060109,    5,    0
105113,19060110,    0,    0
105113,19060111,   30,    0
105113,19060112,    3,    0
105113,19060113,   50,    0
105113,19060114,   70,    0
105113,19060115,   63,    0
105113,19060116,   12,    0
105113,19060117,   21,    0
105113,19060118,   45,    0
105113,19060119,   22,    0
105113,19060120,   13,    0
105113,19060121,   36,    0
105113,19060122,   73,    0
105113,19060123,   40,    0
105113,19060124,    5,    0
105113,19060125,   30,    0
105113,19060126,   19,    0
105113,19060127,    0,    0
105113,19060128,    0,    0
105113,19060129,    0,    0
105113,19060130,    0,    0
105113,19060131,   43,    0
105113,19060201,   87,    0
105113,19060202,   28,    0
105113,19060203,    6,    0
105113,19060204,   64,    0
105113,19060205,   67,    0
105113,19060206,    0,    0
105113,19060207,    0,    0
105113,19060208,   44,    0
105113,19060209,    7,    0
105113,19060210,   71,    0
105113,19060211,    0,    0
105113,19060212,    0,    0
105113,19060213,    0,    0
105113,19060214,    0,    0
105113,19060215,   65,    0
105113,19060216,   60,    0
105113,19060217,    0,    0
105113,19060218,   65,    0
105113,19060219,   63,    0
105113,19060220,   43,    0
105113,19060221,   45,    0
105113,19060222,   63,    0
105113,19060223,    0,    0
105113,19060224,   19,    0
105113,19060225,    0,    0
105113,19060226,    0,    0
105113,19060227,   26,    0
105113,19060228,   28,    0
105113,19060301,    0,    0
105113,19060302,    0,    0
105113,19060303,   39,    0
105113,19060304,   67,    0
105113,19060305,   86,    0
105113,19060306,   88,    0
105113,19060307,   96,    0
105113,19060308,   74,    0
105113,19060309,   15,    0
105113,19060310,   63,    0
105113,19060311,   72,    0
105113,19060312,    0,    0
105113,19060313,   78,    0
105113,19060314,   45,    0
105113,19060315,    9,    0
105113,19060316,   49,    0
105113,19060317,   98,    0
105113,19060318,  104,    0
105113,19060319,    5,    0
105113,19060320,   20,    0
105113,19060321,    0,    0
105113,19060322,    0,    0
105113,19060323,    0,    0
105113,19060324,    0,    0
105113,19060325,   83,    0
105113,19060326,   13,    0
105113,19060327,   82,    0
105113,19060328,   28,    0
105113,19060329,   89,    0
105113,19060330,  100,    0
105113,19060331,  105,    0
105113,19060401,  103,    0
105113,19060402,  101,    0
105113,19060403,  104,    0
105113,19060404,   10,    0
105113,19060405,   25,    0
105113,19060406,   51,    0
105113,19060407,   82,    0
105113,19060408,   95,    0
105113,19060409,   70,    0
105113,19060410,   96,    0
105113,19060411,   52,    0
105113,19060412,   61,    0
105113,19060413,   50,    0
105113,19060414,   50,    0
105113,19060415,   97,    0
105113,19060416,   54,    0
105113,19060417,    0,    0
105113,19060418,   21,    0
105113,19060419,    0,    0
105113,19060420,    5,    0
105113,19060421,  100,    0
105113,19060422,    0,    0
105113,19060423,   29,    0
105113,19060424,   45,    0
105113,19060425,  103,    0
105113,19060426,    0,    0
105113,19060427,    0,    0
105113,19060428,  101,    0
105113,19060429,   28,    0
105113,19060430,   84,    0
105113,19060501,   76,    0
105113,19060502,   50,    0
105113,19060503,  121,    0
105113,19060504,  100,    0
105113,19060505,   31,    0
105113,19060506,   83,    0
105113,19060507,  120,    0
105113,19060508,   99,    0
105113,19060509,   44,    0
105113,19060510,  128,    0
105113,19060511,  111,    0
105113,19060512,   91,    0
105113,19060513,   94,    0
105113,19060514,  106,    0
105113,19060515,   92,    0
105113,19060516,   32,    0
105113,19060517,    0,    0
105113,19060518,    0,    0
105113,19060519,    0,    0
105113,19060520,    0,    0
105113,19060521,    0,    0
105113,19060522,  120,    0
105113,19060523,   85,    0
105113,19060524,    0,    0
105113,19060525,   15,    0
105113,19060526,   86,    0
105113,19060527,   21,    0
105113,19060528,  127,    0
105113,19060529,  121,    0
105113,19060530,   69,    0
105113,19060531,   96,    0
105113,19060601,   11,    0
105113,19060602,   94,    0
105113,19060603,    0,    0
105113,19060604,   87,    0
105113,19060605,  118,    0
105113,19060606,  113,    0
105113,19060607,  130,    0
105113,19060608,  106,    0
105113,19060609,  122,    0
105113,19060610,  113,    0
105113,19060611,   73,    0
105113,19060612,   90,    0
105113,19060613,  130,    0
105113,19060614,   82,    0
105113,19060615,   60,    0
105113,19060616,   93,    0
105113,19060617,  109,    0
105113,19060618,  107,    0
105113,19060619,   83,    0
105113,19060620,   95,    0
105113,19060621,   82,    0
105113,19060622,  115,    0
105113,19060623,  107,    0
105113,19060624,   34,    0
105113,19060625,  132,    0
105113,19060626,  132,    0
105113,19060627,  128,    0
105113,19060628,   93,    0
105113,19060629,   43,    0
105113,19060630,  130,    0
105113,19060701,  119,    0
105113,19060702,  105,    0
105113,19060703,    4,    0
105113,19060704,   65,    0
105113,19060705,    3,    0
105113,19060706,  109,    0
105113,19060707,   98,    0
105113,19060708,   70,    0
105113,19060709,   91,    0
105113,19060710,  114,    0
105113,19060711,   54,    0
105113,19060712,   81,    0
105113,19060713,    0,    0
105113,19060714,  120,    0
105113,19060715,  130,    0
105113,19060716,  130,    0
105113,19060717,  132,    0
105113,19060718,  129,    0
105113,19060719,  109,    0
105113,19060720,   54,    0
105113,19060721,   55,    0
105113,19060722,  131,    0
105113,19060723,   96,    0
105113,19060724,   12,    0
105113,19060725,   97,    0
105113,19060726,   26,    0
105113,19060727,   20,    0
105113,19060728,  117,    0
105113,19060729,  125,    0
105113,19060730,  125,    0
105113,19060731,   95,    0
105113,19060801,  126,    0
105113,19060802,  127,    0
105113,19060803,  105,    0
105113,19060804,   97,    0
105113,19060805,  130,    0
105113,19060806,  130,    0
105113,19060807,  129,    0
105113,19060808,  122,    0
105113,19060809,   53,    0
105113,19060810,  105,    0
105113,19060811,   25,    0
105113,19060812,   84,    0
105113,19060813,  114,    0
105113,19060814,   72,    0
105113,19060815,   87,    0
105113,19060816,   46,    0
105113,19060817,   34,    0
105113,19060818,   49,    0
105113,19060819,   58,    0
105113,19060820,  122,    0
105113,19060821,  126,    0
105113,19060822,  118,    0
105113,19060823,  127,    0
105113,19060824,   82,    0
105113,19060825,   71,    0
105113,19060826,  100,    0
105113,19060827,  122,    0
105113,19060828,  100,    0
105113,19060829,  120,    0
105113,19060830,  115,    0
105113,19060831,  116,    0
105113,19060901,  111,    0
105113,19060902,  109,    0
105113,19060903,  114,    0
105113,19060904,  115,    0
105113,19060905,  105,    0
105113,19060906,   67,    0
105113,19060907,  102,    0
105113,19060908,   99,    0
105113,19060909,   59,    0
105113,19060910,    0,    0
105113,19060911,  102,    0
105113,19060912,  108,    0
105113,19060913,  110,    0
105113,19060914,   46,    0
105113,19060915,  110,    0
105113,19060916,   46,    0
105113,19060917,   22,    0
105113,19060918,   23,    0
105113,19060919,   11,    0
105113,19060920,   54,    0
105113,19060921,   18,    0
105113,19060922,   92,    0
105113,19060923,   49,    0
105113,19060924,   78,    0
105113,19060925,   52,    0
105113,19060926,   95,    0
105113,19060927,   97,    0
105113,19060928,   98,    0
105113,19060929,   69,    0
105113,19060930,   59,    0
105113,19061001,   82,    0
105113,19061002,    6,    0
105113,19061003,   53,    0
105113,19061004,   61,    0
105113,19061005,    0,    0
105113,19061006,   67,    0
105113,19061007,   85,    0
105113,19061008,   74,    0
105113,19061009,   81,    0
105113,19061010,   85,    0
105113,19061011,    0,    0
105113,19061012,   82,    0
105113,19061013,   65,    0
105113,19061014,    0,    0
105113,19061015,    0,    0
105113,19061016,   17,    0
105113,19061017,   82,    0
105113,19061018,   57,    0
105113,19061019,   20,    0
105113,19061020,   78,    0
105113,19061021,   85,    0
105113,19061022,   83,    0
105113,19061023,   86,    0
105113,19061024,   74,    0
105113,19061025,   45,    0
105113,19061026,    0,    0
105113,19061027,   20,    0
105113,19061028,   25,    0
105113,19061029,   45,    0
105113,19061030,   42,    0
105113,19061031,   19,    0
105113,19061101,   19,    0
105113,19061102,   40,    0
105113,19061103,   16,    0
105113,19061104,    0,    0
105113,19061105,    0,    0
105113,19061106,    0,    0
105113,19061107,    0,    0
105113,19061108,   40,    0
105113,19061109,    0,    0
105113,19061110,   39,    0
105113,19061111,   26,    0
105113,19061112,   27,    0
105113,19061113,    0,    0
105113,19061114,    0,    0
105113,19061115,   22,    0
105113,19061116,    0,    0
105113,19061117,    4,    0
105113,19061118,    0,    0
105113,19061119,   22,    0
105113,19061120,    4,    0
105113,19061121,   23,    0
105113,19061122,   58,    0
105113,19061123,   54,    0
105113,19061124,    0,    0
105113,19061125,    0,    0
105113,19061126,    0,    0
105113,19061127,    0,    0
105113,19061128,   70,    0
105113,19061129,   67,    0
105113,19061130,   66,    0
105113,19061201,    0,    0
105113,19061202,   18,    0
105113,19061203,    0,    0
105113,19061204,    0,    0
105113,19061205,    0,    0
105113,19061206,   26,    0
105113,19061207,   18,    0
105113,19061208,   69,    0
105113,19061209,    0,    0
105113,19061210,    0,    0
105113,19061211,    0,    0
105113,19061212,    0,    0
105113,19061213,    0,    0
105113,19061214,    0,    0
105113,19061215,    0,    0
105113,19061216,   62,    0
105113,19061217,   62,    0
105113,19061218,    0,    0
105113,19061219,    0,    0
105113,19061220,    0,    0
105113,19061221,    0,    0
105113,19061222,    0,    0
105113,19061223,    0,    0
105113,19061224,    0,    0
105113,19061225,    0,    0
105113,19061226,    0,    0
105113,19061227,    2,    0
105113,19061228,   23,    0
105113,19061229,   21,    0
105113,19061230,   27,    0
105113,19061231,   51,    0
105113,19070101,    0,    0
105113,19070102,    0,    0
105113,19070103,    9,    0
105113,19070104,    0,    0
105113,19070105,   19,    0
105113,19070106,   13,    0
105113,19070107,    0,    0
105113,19070108,   58,    0
105113,19070109,    0,    0
105113,19070110,    0,    0
105113,19070111,    0,    0
105113,19070112,   40,    0
105113,19070113,   19,    0
105113,19070114,   57,    0
105113,19070115,   51,    0
105113,19070116,    0,    0
105113,19070117,    0,    0
105113,19070118,    0,    0
105113,19070119,    0,    0
105113,19070120,    0,    0
105113,19070121,   57,    0
105113,19070122,    0,    0
105113,19070123,    0,    0
105113,19070124,    0,    0
105113,19070125,    0,    0
105113,19070126,   10,    0
105113,19070127,   70,    0
105113,19070128,    0,    0
105113,19070129,    0,    0
105113,19070130,    0,    0
105113,19070131,    3,    0
105113,19070201,   49,    0
105113,19070202,    0,    0
105113,19070203,   25,    0
105113,19070204,    0,    0
105113,19070205,    0,    0
105113,19070206,    0,    0
105113,19070207,    0,    0
105113,19070208,    0,    0
105113,19070209,    0,    0
105113,19070210,   44,    0
105113,19070211,   35,    0
105113,19070212,   21,    0
105113,19070213,    0,    0
105113,19070214,   37,    0
105113,19070215,    0,    0
105113,19070216,    0,    0
105113,19070217,    7,    0
105113,19070218,   16,    0
105113,19070219,   47,    0
105113,19070220,    0,    0
105113,19070221,   21,    0
105113,19070222,   52,    0
105113,19070223,    0,    0
105113,19070224,   22,    0
105113,19070225,   34,    0
105113,19070226,   56,    0
105113,19070227,   87,    0
105113,19070228,   30,    0
105113,19070301,   89,    0
105113,19070302,   92,    0
105113,19070303,   30,    0
105113,19070304,    0,    0
105113,19070305,    0,    0
105113,19070306,    0,    0
105113,19070307,   30,    0
105113,19070308,    0,    0
105113,19070309,    0,    0
105113,19070310,    0,    0
105113,19070311,    8,    0
105113,19070312,   96,    0
105113,19070313,   34,    0
105113,19070314,   33,    0
105113,19070315,   32,    0
105113,19070316,   36,    0
105113,19070317,    0,    0
105113,19070318,    0,    0
105113,19070319,   45,    0
105113,19070320,   91,    0
105113,19070321,  101,    0
105113,19070322,   91,    0
105113,19070323,   75,    0
105113,19070324,  100,    0
105113,19070325,   91,    0
105113,19070326,   97,    0
105113,19070327,   98,    0
105113,19070328,   92,    0
105113,19070329,  105,    0
105113,19070330,  105,    0
105113,19070331,  106,    0
105113,19070401,   92,    0
105113,19070402,   43,    0
105113,19070403,   35,    0
105113,19070404,    0,    0
105113,19070405,   77,    0
105113,19070406,   49,    0
105113,19070407,   35,    0
105113,19070408,   72,    0
105113,19070409,   24,    0
105113,19070410,   11,    0
105113,19070411,   74,    0
105113,19070412,    0,    0
105113,19070413,    0,    0
105113,19070414,   19,    0
105113,19070415,    8,    0
105113,19070416,    0,    0
105113,19070417,    0,    0
105113,19070418,   64,    0
105113,19070419,   87,    0
105113,19070420,  108,    0
105113,19070421,  123,    0
105113,19070422,   72,    0
105113,19070423,  111,    0
105113,19070424,  108,    0
105113,19070425,  126,    0
105113,19070426,  115,    0
105113,19070427,    0,    0
105113,19070428,  108,    0
105113,19070429,   63,    0
105113,19070430,    0,    0
105113,19070501,   24,    0
105113,19070502,   46,    0
105113,19070503,    9,    0
105113,19070504,  106,    0
105113,19070505,    7,    0
105113,19070506,    3,    0
105113,19070507,   82,    0
105113,19070508,   16,    0
105113,19070509,   92,    0
105113,19070510,  124,    0
105113,19070511,  115,    0
105113,19070512,  124,    0
105113,19070513,   32,    0
105113,19070514,  118,    0
105113,19070515,    6,    0
105113,19070516,   52,    0
105113,19070517,   11,    0
105113,19070518,    0,    0
105113,19070519,    0,    0
105113,19070520,   42,    0
105113,19070521,   36,    0
105113,19070522,   20,    0
105113,19070523,   29,    0
105113,19070524,    0,    0
105113,19070525,   88,    0
105113,19070526,  106,    0
105113,19070527,   84,    0
105113,19070528,   97,    0
105113,19070529,    0,    0
105113,19070530,   83,    0
105113,19070531,   66,    0
105113,19070601,   23,    0
105113,19070602,   41,    0
105113,19070603,   78,    0
105113,19070604,   95,    0
105113,19070605,  110,    0
105113,19070606,  122,    0
105113,19070607,    0,    0
105113,19070608,  130,    0
105113,19070609,  131,    0
105113,19070610,  109,    0
105113,19070611,   68,    0
105113,19070612,   68,    0
105113,19070613,    0,    0
105113,19070614,    0,    0
105113,19070615,   84,    0
105113,19070616,  108,    0
105113,19070617,  120,    0
105113,19070618,  112,    0
105113,19070619,  111,    0
105113,19070620,  131,    0
105113,19070621,    0,    0
105113,19070622,   38,    0
105113,19070623,   18,    0
105113,19070624,   72,    0
105113,19070625,   29,    0
105113,19070626,  111,    0
105113,19070627,  123,    0
105113,19070628,  105,    0
105113,19070629,   75,    0
105113,19070630,    0,    0
105113,19070701,    0,    0
105113,19070702,    0,    0
105113,19070703,   82,    0
105113,19070704,  108,    0
105113,19070705,  112,    0
105113,19070706,   37,    0
105113,19070707,   89,    0
105113,19070708,   17,    0
105113,19070709,  110,    0
105113,19070710,   84,    0
105113,19070711,  117,    0
105113,19070712,  126,    0
105113,19070713,   87,    0
105113,19070714,  120,    0
105113,19070715,  113,    0
105113,19070716,  116,    0
105113,19070717,  118,    0
105113,19070718,  109,    0
105113,19070719,  122,    0
105113,19070720,  117,    0
105113,19070721,   68,    0
105113,19070722,   85,    0
105113,19070723,   93,    0
105113,19070724,   18,    0
105113,19070725,   27,    0
105113,19070726,   58,    0
105113,19070727,  122,    0
105113,19070728,  124,    0
105113,19070729,  129,    0
105113,19070730,   22,    0
105113,19070731,   95,    0
105113,19070801,  114,    0
105113,19070802,  127,    0
105113,19070803,  124,    0
105113,19070804,  118,    0
105113,19070805,  110,    0
105113,19070806,  119,    0
105113,19070807,   17,    0
105113,19070808,  119,    0
105113,19070809,   79,    0
105113,19070810,   47,    0
105113,19070811,   86,    0
105113,19070812,  116,    0
105113,19070813,  113,    0
105113,19070814,  115,    0
105113,19070815,   89,    0
105113,19070816,   54,    0
105113,19070817,   46,    0
105113,19070818,  124,    0
105113,19070819,  110,    0
105113,19070820,   20,    0
105113,19070821,  118,    0
105113,19070822,  120,    0
105113,19070823,   82,    0
105113,19070824,   56,    0
105113,19070825,  120,    0
105113,19070826,  119,    0
105113,19070827,   90,    0
105113,19070828,   92,    0
105113,19070829,    0,    0
105113,19070830,  116,    0
105113,19070831,  104,    0
105113,19070901,   40,    0
105113,19070902,   65,    0
105113,19070903,   11,    0
105113,19070904,  105,    0
105113,19070905,  101,    0
105113,19070906,  112,    0
105113,19070907,  111,    0
105113,19070908,  109,    0
105113,19070909,  103,    0
105113,19070910,   89,    0
105113,19070911,   85,    0
105113,19070912,   74,    0
105113,19070913,    0,    0
105113,19070914,   72,    0
105113,19070915,   74,    0
105113,19070916,   76,    0
105113,19070917,   56,    0
105113,19070918,   75,    0
105113,19070919,    0,    0
105113,19070920,   68,    0
105113,19070921,   43,    0
105113,19070922,    0,    0
105113,19070923,   89,    0
105113,19070924,   50,    0
105113,19070925,   24,    0
105113,19070926,   66,    0
105113,19070927,   23,    0
105113,19070928,   35,    0
105113,19070929,   78,    0
105113,19070930,    0,    0
105113,19071001,   50,    0
105113,19071002,   57,    0
105113,19071003,    0,    0
105113,19071004,   92,    0
105113,19071005,   45,    0
105113,19071006,   54,    0
105113,19071007,    0,    0
105113,19071008,    0,    0
105113,19071009,    0,    0
105113,19071010,   91,    0
105113,19071011,   69,    0
105113,19071012,   55,    0
105113,19071013,   13,    0
105113,19071014,   29,    0
105113,19071015,   14,    0
105113,19071016,    4,    0
105113,19071017,    3,    0
105113,19071018,   67,    0
105113,19071019,   11,    0
105113,19071020,   69,    0
105113,19071021,   14,    0
105113,19071022,   67,    0
105113,19071023,   14,    0
105113,19071024,    0,    0
105113,19071025,    0,    0
105113,19071026,    0,    0
105113,19071027,   20,    0
105113,19071028,    0,    0
105113,19071029,   36,    0
105113,19071030,   10,    0
105113,19071031,   76,    0
105113,19071101,   50,    0
105113,19071102,    0,    0
105113,19071103,   18,    0
105113,19071104,    0,    0
105113,19071105,    0,    0
105113,19071106,    0,    0
105113,19071107,   40,    0
105113,19071108,    0,    0
105113,19071109,    6,    0
105113,19071110,   69,    0
105113,19071111,    0,    0
105113,19071112,   23,    0
105113,19071113,   22,    0
105113,19071114,   56,    0
105113,19071115,   57,    0
105113,19071116,   34,    0
105113,19071117,    0,    0
105113,19071118,    0,    0
105113,19071119,   30,    0
105113,19071120,    0,    0
105113,19071121,    0,    0
105113,19071122,    0,    0
105113,19071123,   11,    0
105113,19071124,   14,    0
105113,19071125,   55,    0
105113,19071126,    0,    0
105113,19071127,   20,    0
105113,19071128,    0,    0
105113,19071129,    0,    0
105113,19071130,    0,    0
105113,19071201,    0,    0
105113,19071202,   14,    0
105113,19071203,    0,    0
105113,19071204,   67,    0
105113,19071205,    0,    0
105113,19071206,    0,    0
105113,19071207,   44,    0
105113,19071208,    0,    0
105113,19071209,    5,    0
105113,19071210,   49,    0
105113,19071211,    6,    0
105113,19071212,    0,    0
105113,19071213,    0,    0
105113,19071214,    0,    0
105113,19071215,    0,    0
105113,19071216,   53,    0
105113,19071217,   32,    0
105113,19071218,   14,    0
105113,19071219,   36,    0
105113,19071220,   54,    0
105113,19071221,   18,    0
105113,19071222,   34,    0
105113,19071223,   50,    0
105113,19071224,   34,    0
105113,19071225,    0,    0
105113,19071226,    0,    0
105113,19071227,    0,    0
105113,19071228,    0,    0
105113,19071229,    0,    0
105113,19071230,    0,    0
105113,19071231,    0,    0
105113,19080101,    0,    0
105113,19080102,    0,    0
105113,19080103,    0,    0
105113,19080104,    0,    0
105113,19080105,    0,    0
105113,19080106,    0,    0
105113,19080107,   13,    0
105113,19080108,    4,    0
105113,19080109,    0,    0
105113,19080110,    0,    0
105113,19080111,    0,    0
105113,19080112,    0,    0
105113,19080113,    0,    0
105113,19080114,    0,    0
105113,19080115,    0,    0
105113,19080116,   16,    0
105113,19080117,    0,    0
105113,19080118,    0,    0
105113,19080119,    0,    0
105113,19080120,    0,    0
105113,19080121,    0,    0
105113,19080122,    0,    0
105113,19080123,    0,    0
105113,19080124,    0,    0
105113,19080125,    0,    0
105113,19080126,    0,    0
105113,19080127,    0,    0
105113,19080128,   36,    0
105113,19080129,   26,    0
105113,19080130,   40,    0
105113,19080131,   26,    0
105113,19080201,   28,    0
105113,19080202,   60,    0
105113,19080203,   80,    0
105113,19080204,   50,    0
105113,19080205,   45,    0
105113,19080206,   57,    0
105113,19080207,   49,    0
105113,19080208,   33,    0
105113,19080209,   70,    0
105113,19080210,   74,    0
105113,19080211,   71,    0
105113,19080212,   58,    0
105113,19080213,   76,    0
105113,19080214,   41,    0
105113,19080215,   37,    0
105113,19080216,   25,    0
105113,19080217,    0,    0
105113,19080218,    0,    0
105113,19080219,    0,    0
105113,19080220,    0,    0
105113,19080221,   11,    0
105113,19080222,   28,    0
105113,19080223,    0,    0
105113,19080224,    0,    0
105113,19080225,    0,    0
105113,19080226,    3,    0
105113,19080227,    0,    0
105113,19080228,    0,    0
105113,19080229,    0,    0
105113,19080301,   44,    0
105113,19080302,   32,    0
105113,19080303,   26,    0
105113,19080304,    9,    0
105113,19080305,   45,    0
105113,19080306,   69,    0
105113,19080307,    6,    0
105113,19080308,    0,    0
105113,19080309,   51,    0
105113,19080310,    8,    0
105113,19080311,   14,    0
105113,19080312,   29,    0
105113,19080313,   43,    0
105113,19080314,   75,    0
105113,19080315,   62,    0
105113,19080316,    4,    0
105113,19080317,   24,    0
105113,19080318,    5,    0
105113,19080319,   53,    0
105113,19080320,   50,    0
105113,19080321,    0,    0
105113,19080322,   58,    0
105113,19080323,    3,    0
105113,19080324,   84,    0
105113,19080325,   30,    0
105113,19080326,    1,    0
105113,19080327,   31,    0
105113,19080328,   55,    0
105113,19080329,   87,    0
105113,19080330,   15,    0
105113,19080331,    0,    0
105113,19080401,    0,    0
105113,19080402,   52,    0
105113,19080403,   33,    0
105113,19080404,    0,    0
105113,19080405,   43,    0
105113,19080406,    2,    0
105113,19080407,    0,    0
105113,19080408,   42,    0
105113,19080409,   72,    0
105113,19080410,   93,    0
105113,19080411,   65,    0
105113,19080412,   48,    0
105113,19080413,  101,    0
105113,19080414,   76,    0
105113,19080415,   76,    0
105113,19080416,   29,    0
105113,19080417,   82,    0
105113,19080418,    0,    0
105113,19080419,   15,    0
105113,19080420,   35,    0
105113,19080421,   72,    0
105113,19080422,  101,    0
105113,19080423,   81,    0
105113,19080424,    0,    0
105113,19080425,    0,    0
105113,19080426,  105,    0
105113,19080427,   38,    0
105113,19080428,   33,    0
105113,19080429,  117,    0
105113,19080430,  125,    0
105113,19080501,  121,    0
105113,19080502,  126,    0
105113,19080503,   94,    0
105113,19080504,   62,    0
105113,19080505,   87,    0
105113,19080506,   25,    0
105113,19080507,   10,    0
105113,19080508,  108,    0
105113,19080509,  111,    0
105113,19080510,  109,    0
105113,19080511,   51,    0
105113,19080512,   74,    0
105113,19080513,    0,    0
105113,19080514,   30,    0
105113,19080515,   41,    0
105113,19080516,   99,    0
105113,19080517,  127,    0
105113,19080518,  123,    0
105113,19080519,  114,    0
105113,19080520,  101,    0
105113,19080521,   94,    0
105113,19080522,   20,    0
105113,19080523,    0,    0
105113,19080524,    0,    0
105113,19080525,   59,    0
105113,19080526,   22,    0
105113,19080527,  122,    0
105113,19080528,  116,    0
105113,19080529,    0,    0
105113,19080530,   65,    0
105113,19080531,   44,    0
105113,19080601,  104,    0
105113,19080602,   69,    0
105113,19080603,   66,    0
105113,19080604,  124,    0
105113,19080605,   39,    0
105113,19080606,   61,    0
105113,19080607,    9,    0
105113,19080608,   30,    0
105113,19080609,   74,    0
105113,19080610,  120,    0
105113,19080611,  105,    0
105113,19080612,  107,    0
105113,19080613,   78,    0
105113,19080614,   90,    0
105113,19080615,  116,    0
105113,19080616,  107,    0
105113,19080617,   69,    0
105113,19080618,  105,    0
105113,19080619,   69,    0
105113,19080620,   60,    0
105113,19080621,   86,    0
105113,19080622,   25,    0
105113,19080623,    0,    0
105113,19080624,   52,    0
105113,19080625,   91,    0
105113,19080626,  109,    0
105113,19080627,  125,    0
105113,19080628,  120,    0
105113,19080629,  108,    0
105113,19080630,   96,    0
105113,19080701,   67,    0
105113,19080702,   39,    0
105113,19080703,  106,    0
105113,19080704,   64,    0
105113,19080705,   33,    0
105113,19080706,   44,    0
105113,19080707,   61,    0
105113,19080708,  113,    0
105113,19080709,   55,    0
105113,19080710,  132,    0
105113,19080711,  133,    0
105113,19080712,  130,    0
105113,19080713,   81,    0
105113,19080714,   88,    0
105113,19080715,   95,    0
105113,19080716,   85,    0
105113,19080717,   11,    0
105113,19080718,   53,    0
105113,19080719,    0,    0
105113,19080720,    0,    0
105113,19080721,   41,    0
105113,19080722,   65,    0
105113,19080723,  112,    0
105113,19080724,  128,    0
