EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 05-10-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 PP   : daily Sea level pressure in 0.1 hPa
23-27 Q_PP : quality code for PP (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station SWITZERLAND, GENEVE COINTRIN (STAID: 240).
Blended and updated with sources: 105115 906700 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   PP, Q_PP
105115,19850710,10163,    0
105115,19850711,10172,    0
105115,19850712,10194,    0
105115,19850713,10197,    0
105115,19850714,10170,    0
105115,19850715,10194,    0
105115,19850716,10196,    0
105115,19850717,10193,    0
105115,19850718,10136,    0
105115,19850719,10128,    0
105115,19850720,10162,    0
105115,19850721,10243,    0
105115,19850722,10252,    0
105115,19850723,10223,    0
105115,19850724,10197,    0
105115,19850725,10166,    0
105115,19850726,10117,    0
105115,19850727,10127,    0
105115,19850728,10085,    0
105115,19850729,10095,    0
105115,19850730,10123,    0
105115,19850731,10148,    0
105115,19850801,10163,    0
105115,19850802,10187,    0
105115,19850803,10165,    0
105115,19850804,10158,    0
105115,19850805,10082,    0
105115,19850806,10110,    0
105115,19850807,10188,    0
105115,19850808,10173,    0
105115,19850809,10125,    0
105115,19850810,10144,    0
105115,19850811,10153,    0
105115,19850812,10160,    0
105115,19850813,10170,    0
105115,19850814,10167,    0
105115,19850815,10177,    0
105115,19850816,10176,    0
105115,19850817,10187,    0
105115,19850818,10179,    0
105115,19850819,10148,    0
105115,19850820,10188,    0
105115,19850821,10200,    0
105115,19850822,10192,    0
105115,19850823,10179,    0
105115,19850824,10106,    0
105115,19850825,10151,    0
105115,19850826,10207,    0
105115,19850827,10252,    0
105115,19850828,10229,    0
105115,19850829,10213,    0
105115,19850830,10211,    0
105115,19850831,10191,    0
105115,19850901,10177,    0
105115,19850902,10168,    0
105115,19850903,10165,    0
105115,19850904,10243,    0
105115,19850905,10226,    0
105115,19850906,10224,    0
105115,19850907,10241,    0
105115,19850908,10201,    0
105115,19850909,10181,    0
105115,19850910,10224,    0
105115,19850911,10246,    0
105115,19850912,10218,    0
105115,19850913,10188,    0
105115,19850914,10193,    0
105115,19850915,10187,    0
105115,19850916,10229,    0
105115,19850917,10268,    0
105115,19850918,10245,    0
105115,19850919,10212,    0
105115,19850920,10202,    0
105115,19850921,10201,    0
105115,19850922,10201,    0
105115,19850923,10195,    0
105115,19850924,10183,    0
105115,19850925,10196,    0
105115,19850926,10228,    0
105115,19850927,10252,    0
105115,19850928,10236,    0
105115,19850929,10244,    0
105115,19850930,10255,    0
105115,19851001,10242,    0
105115,19851002,10222,    0
105115,19851003,10191,    0
105115,19851004,10165,    0
105115,19851005,10173,    0
105115,19851006,10196,    0
105115,19851007,10222,    0
105115,19851008,10204,    0
105115,19851009,10196,    0
105115,19851010,10271,    0
105115,19851011,10312,    0
105115,19851012,10302,    0
105115,19851013,10303,    0
105115,19851014,10311,    0
105115,19851015,10269,    0
105115,19851016,10258,    0
105115,19851017,10285,    0
105115,19851018,10240,    0
105115,19851019,10202,    0
105115,19851020,10233,    0
105115,19851021,10266,    0
105115,19851022,10264,    0
105115,19851023,10283,    0
105115,19851024,10265,    0
105115,19851025,10282,    0
105115,19851026,10273,    0
105115,19851027,10253,    0
105115,19851028,10237,    0
105115,19851029,10196,    0
105115,19851030,10172,    0
105115,19851031,10111,    0
105115,19851101,10120,    0
105115,19851102,10106,    0
105115,19851103,10099,    0
105115,19851104,10105,    0
105115,19851105,10019,    0
105115,19851106,10115,    0
105115,19851107,10162,    0
105115,19851108,10164,    0
105115,19851109,10109,    0
105115,19851110,10123,    0
105115,19851111,10168,    0
105115,19851112,10123,    0
105115,19851113,10188,    0
105115,19851114,10300,    0
105115,19851115,10318,    0
105115,19851116,10297,    0
105115,19851117,10291,    0
105115,19851118,10221,    0
105115,19851119,10160,    0
105115,19851120,10134,    0
105115,19851121,10168,    0
105115,19851122,10202,    0
105115,19851123,10218,    0
105115,19851124,10177,    0
105115,19851125,10119,    0
105115,19851126,10089,    0
105115,19851127,10114,    0
105115,19851128,10177,    0
105115,19851129,10199,    0
105115,19851130,10223,    0
105115,19851201,10283,    0
105115,19851202,10312,    0
105115,19851203,10292,    0
105115,19851204,10261,    0
105115,19851205,10158,    0
105115,19851206,10205,    0
105115,19851207,10179,    0
105115,19851208,10159,    0
105115,19851209,10170,    0
105115,19851210,10213,    0
105115,19851211,10254,    0
105115,19851212,10331,    0
105115,19851213,10340,    0
105115,19851214,10342,    0
105115,19851215,10346,    0
105115,19851216,10342,    0
105115,19851217,10298,    0
105115,19851218,10268,    0
105115,19851219,10296,    0
105115,19851220,10306,    0
105115,19851221,10280,    0
105115,19851222,10223,    0
105115,19851223,10199,    0
105115,19851224,10155,    0
105115,19851225,10086,    0
105115,19851226,10086,    0
105115,19851227,10099,    0
105115,19851228,10008,    0
105115,19851229,10070,    0
105115,19851230,10142,    0
105115,19851231,10077,    0
105115,19860101,10072,    0
105115,19860102,10010,    0
105115,19860103,10030,    0
105115,19860104,10170,    0
105115,19860105,10090,    0
105115,19860106,10101,    0
105115,19860107,10150,    0
105115,19860108,10123,    0
105115,19860109,10217,    0
105115,19860110,10320,    0
105115,19860111,10239,    0
105115,19860112,10248,    0
105115,19860113,10277,    0
105115,19860114,10191,    0
105115,19860115,10160,    0
105115,19860116,10204,    0
105115,19860117,10269,    0
105115,19860118,10319,    0
105115,19860119,10237,    0
105115,19860120,10269,    0
105115,19860121,10222,    0
105115,19860122,10179,    0
105115,19860123,10044,    0
105115,19860124,10074,    0
105115,19860125,10238,    0
105115,19860126,10260,    0
105115,19860127,10209,    0
105115,19860128,10171,    0
105115,19860129,10026,    0
105115,19860130, 9951,    0
105115,19860131, 9928,    0
105115,19860201, 9954,    0
105115,19860202,10027,    0
105115,19860203,10087,    0
105115,19860204,10122,    0
105115,19860205,10094,    0
105115,19860206,10119,    0
105115,19860207,10123,    0
105115,19860208,10098,    0
105115,19860209,10173,    0
105115,19860210,10225,    0
105115,19860211,10263,    0
105115,19860212,10279,    0
105115,19860213,10206,    0
105115,19860214,10118,    0
105115,19860215,10097,    0
105115,19860216,10062,    0
105115,19860217, 9957,    0
105115,19860218, 9979,    0
105115,19860219,10050,    0
105115,19860220,10137,    0
105115,19860221,10087,    0
105115,19860222,10133,    0
105115,19860223,10063,    0
105115,19860224,10105,    0
105115,19860225,10171,    0
105115,19860226,10244,    0
105115,19860227,10255,    0
105115,19860228,10197,    0
105115,19860301,10105,    0
105115,19860302,10102,    0
105115,19860303,10150,    0
105115,19860304,10182,    0
105115,19860305,10145,    0
105115,19860306,10119,    0
105115,19860307,10203,    0
105115,19860308,10201,    0
105115,19860309,10198,    0
105115,19860310,10201,    0
105115,19860311,10204,    0
105115,19860312,10175,    0
105115,19860313,10174,    0
105115,19860314,10264,    0
105115,19860315,10261,    0
105115,19860316,10227,    0
105115,19860317,10241,    0
105115,19860318,10206,    0
105115,19860319,10223,    0
105115,19860320,10236,    0
105115,19860321,10279,    0
105115,19860322,10282,    0
105115,19860323,10195,    0
105115,19860324,10033,    0
105115,19860325,10051,    0
105115,19860326,10150,    0
105115,19860327,10199,    0
105115,19860328,10200,    0
105115,19860329,10193,    0
105115,19860330,10190,    0
105115,19860331,10149,    0
105115,19860401,10184,    0
105115,19860402,10125,    0
105115,19860403,10086,    0
105115,19860404,10153,    0
105115,19860405,10177,    0
105115,19860406,10143,    0
105115,19860407,10089,    0
105115,19860408,10066,    0
105115,19860409,10030,    0
105115,19860410,10081,    0
105115,19860411,10129,    0
105115,19860412,10118,    0
105115,19860413,10121,    0
105115,19860414,10072,    0
105115,19860415,10039,    0
105115,19860416,10075,    0
105115,19860417,10076,    0
105115,19860418,10084,    0
105115,19860419,10115,    0
105115,19860420,10161,    0
105115,19860421,10074,    0
105115,19860422,10102,    0
105115,19860423,10128,    0
105115,19860424,10156,    0
105115,19860425,10137,    0
105115,19860426,10087,    0
105115,19860427,10107,    0
105115,19860428,10095,    0
105115,19860429,10155,    0
105115,19860430,10201,    0
105115,19860501,10188,    0
105115,19860502,10135,    0
105115,19860503,10105,    0
105115,19860504,10097,    0
105115,19860505,10096,    0
105115,19860506,10100,    0
105115,19860507,10137,    0
105115,19860508,10215,    0
105115,19860509,10243,    0
105115,19860510,10238,    0
105115,19860511,10210,    0
105115,19860512,10162,    0
105115,19860513,10139,    0
105115,19860514,10153,    0
105115,19860515,10149,    0
105115,19860516,10168,    0
105115,19860517,10199,    0
105115,19860518,10219,    0
105115,19860519,10210,    0
105115,19860520,10155,    0
105115,19860521,10172,    0
105115,19860522,10226,    0
105115,19860523,10211,    0
105115,19860524,10248,    0
105115,19860525,10251,    0
105115,19860526,10216,    0
105115,19860527,10196,    0
105115,19860528,10181,    0
105115,19860529,10206,    0
105115,19860530,10234,    0
105115,19860531,10215,    0
105115,19860601,10183,    0
105115,19860602,10178,    0
105115,19860603,10161,    0
105115,19860604,10116,    0
105115,19860605,10083,    0
105115,19860606,10114,    0
105115,19860607,10162,    0
105115,19860608,10204,    0
105115,19860609,10209,    0
105115,19860610,10161,    0
105115,19860611,10176,    0
105115,19860612,10203,    0
105115,19860613,10215,    0
105115,19860614,10198,    0
105115,19860615,10166,    0
105115,19860616,10150,    0
105115,19860617,10153,    0
105115,19860618,10166,    0
105115,19860619,10142,    0
105115,19860620,10145,    0
105115,19860621,10142,    0
105115,19860622,10130,    0
105115,19860623,10111,    0
105115,19860624,10168,    0
105115,19860625,10192,    0
105115,19860626,10206,    0
105115,19860627,10203,    0
105115,19860628,10190,    0
105115,19860629,10140,    0
105115,19860630,10146,    0
105115,19860701,10189,    0
105115,19860702,10180,    0
105115,19860703,10185,    0
105115,19860704,10202,    0
105115,19860705,10146,    0
105115,19860706,10103,    0
105115,19860707,10169,    0
105115,19860708,10186,    0
105115,19860709,10196,    0
105115,19860710,10208,    0
105115,19860711,10192,    0
105115,19860712,10161,    0
105115,19860713,10176,    0
105115,19860714,10192,    0
105115,19860715,10210,    0
105115,19860716,10206,    0
105115,19860717,10182,    0
105115,19860718,10183,    0
105115,19860719,10198,    0
105115,19860720,10188,    0
105115,19860721,10166,    0
105115,19860722,10126,    0
105115,19860723,10087,    0
105115,19860724,10180,    0
105115,19860725,10183,    0
105115,19860726,10165,    0
105115,19860727,10184,    0
105115,19860728,10194,    0
105115,19860729,10174,    0
105115,19860730,10133,    0
105115,19860731,10119,    0
105115,19860801,10178,    0
105115,19860802,10188,    0
105115,19860803,10136,    0
105115,19860804,10147,    0
105115,19860805,10220,    0
105115,19860806,10199,    0
105115,19860807,10165,    0
105115,19860808,10146,    0
105115,19860809,10162,    0
105115,19860810,10184,    0
105115,19860811,10161,    0
105115,19860812,10174,    0
105115,19860813,10158,    0
105115,19860814,10167,    0
105115,19860815,10169,    0
105115,19860816,10159,    0
105115,19860817,10109,    0
105115,19860818,10088,    0
105115,19860819,10133,    0
105115,19860820,10200,    0
105115,19860821,10176,    0
105115,19860822,10097,    0
105115,19860823,10104,    0
105115,19860824,10152,    0
105115,19860825,10172,    0
105115,19860826,10084,    0
105115,19860827,10117,    0
105115,19860828,10128,    0
105115,19860829,10195,    0
105115,19860830,10234,    0
105115,19860831,10228,    0
105115,19860901,10240,    0
105115,19860902,10230,    0
105115,19860903,10185,    0
105115,19860904,10249,    0
105115,19860905,10250,    0
105115,19860906,10200,    0
105115,19860907,10176,    0
105115,19860908,10152,    0
105115,19860909,10140,    0
105115,19860910,10154,    0
105115,19860911,10157,    0
105115,19860912,10135,    0
105115,19860913,10149,    0
105115,19860914,10149,    0
105115,19860915,10113,    0
105115,19860916,10097,    0
105115,19860917,10153,    0
105115,19860918,10216,    0
105115,19860919,10297,    0
105115,19860920,10295,    0
105115,19860921,10264,    0
105115,19860922,10240,    0
105115,19860923,10216,    0
105115,19860924,10172,    0
105115,19860925,10135,    0
105115,19860926,10155,    0
105115,19860927,10219,    0
105115,19860928,10274,    0
105115,19860929,10307,    0
105115,19860930,10280,    0
105115,19861001,10250,    0
105115,19861002,10240,    0
105115,19861003,10239,    0
105115,19861004,10233,    0
105115,19861005,10243,    0
105115,19861006,10255,    0
105115,19861007,10249,    0
105115,19861008,10224,    0
105115,19861009,10208,    0
105115,19861010,10196,    0
105115,19861011,10229,    0
105115,19861012,10234,    0
105115,19861013,10238,    0
105115,19861014,10231,    0
105115,19861015,10216,    0
105115,19861016,10228,    0
105115,19861017,10229,    0
105115,19861018,10160,    0
105115,19861019,10112,    0
105115,19861020,10130,    0
105115,19861021,10201,    0
105115,19861022,10116,    0
105115,19861023,10134,    0
105115,19861024,10181,    0
105115,19861025,10147,    0
105115,19861026,10265,    0
105115,19861027,10316,    0
105115,19861028,10284,    0
105115,19861029,10259,    0
105115,19861030,10235,    0
105115,19861031,10243,    0
105115,19861101,10179,    0
105115,19861102,10182,    0
105115,19861103,10268,    0
105115,19861104,10309,    0
105115,19861105,10313,    0
105115,19861106,10331,    0
105115,19861107,10285,    0
105115,19861108,10216,    0
105115,19861109,10236,    0
105115,19861110,10259,    0
105115,19861111,10271,    0
105115,19861112,10295,    0
105115,19861113,10223,    0
105115,19861114,10159,    0
105115,19861115,10216,    0
105115,19861116,10286,    0
105115,19861117,10278,    0
105115,19861118,10308,    0
105115,19861119,10262,    0
105115,19861120,10209,    0
105115,19861121,10166,    0
105115,19861122,10105,    0
105115,19861123,10089,    0
105115,19861124,10227,    0
105115,19861125,10286,    0
105115,19861126,10294,    0
105115,19861127,10358,    0
105115,19861128,10348,    0
105115,19861129,10329,    0
105115,19861130,10350,    0
105115,19861201,10337,    0
105115,19861202,10355,    0
105115,19861203,10379,    0
105115,19861204,10389,    0
105115,19861205,10345,    0
105115,19861206,10262,    0
105115,19861207,10239,    0
105115,19861208,10211,    0
105115,19861209,10242,    0
105115,19861210,10321,    0
105115,19861211,10313,    0
105115,19861212,10269,    0
105115,19861213,10179,    0
105115,19861214,10177,    0
105115,19861215,10193,    0
105115,19861216,10211,    0
105115,19861217,10263,    0
105115,19861218,10208,    0
105115,19861219,10151,    0
105115,19861220,10195,    0
105115,19861221,10142,    0
105115,19861222,10188,    0
105115,19861223,10255,    0
105115,19861224,10310,    0
105115,19861225,10302,    0
105115,19861226,10179,    0
105115,19861227,10249,    0
105115,19861228,10311,    0
105115,19861229,10288,    0
105115,19861230,10234,    0
105115,19861231,10218,    0
105115,19870101,10205,    0
105115,19870102,10142,    0
105115,19870103,10194,    0
105115,19870104,10306,    0
105115,19870105,10241,    0
105115,19870106,10167,    0
105115,19870107,10214,    0
105115,19870108,10280,    0
105115,19870109,10185,    0
105115,19870110,10034,    0
105115,19870111,10109,    0
105115,19870112,10179,    0
105115,19870113,10090,    0
105115,19870114,10008,    0
105115,19870115,10045,    0
105115,19870116,10201,    0
105115,19870117,10307,    0
105115,19870118,10282,    0
105115,19870119,10285,    0
105115,19870120,10325,    0
105115,19870121,10354,    0
105115,19870122,10359,    0
105115,19870123,10345,    0
105115,19870124,10333,    0
105115,19870125,10319,    0
105115,19870126,10178,    0
105115,19870127,10096,    0
105115,19870128,10069,    0
105115,19870129,10093,    0
105115,19870130,10163,    0
105115,19870131,10227,    0
105115,19870201,10252,    0
105115,19870202,10211,    0
105115,19870203,10225,    0
105115,19870204,10265,    0
105115,19870205,10279,    0
105115,19870206,10293,    0
105115,19870207,10282,    0
105115,19870208,10301,    0
105115,19870209,10204,    0
105115,19870210,10087,    0
105115,19870211, 9984,    0
105115,19870212, 9997,    0
105115,19870213,10082,    0
105115,19870214,10075,    0
105115,19870215,10100,    0
105115,19870216,10107,    0
105115,19870217,10109,    0
105115,19870218,10110,    0
105115,19870219,10084,    0
105115,19870220,10059,    0
105115,19870221,10119,    0
105115,19870222,10185,    0
105115,19870223,10214,    0
105115,19870224,10188,    0
105115,19870225,10182,    0
105115,19870226,10241,    0
105115,19870227,10238,    0
105115,19870228,10226,    0
105115,19870301,10252,    0
105115,19870302,10156,    0
105115,19870303,10206,    0
105115,19870304,10225,    0
105115,19870305,10250,    0
105115,19870306,10295,    0
105115,19870307,10251,    0
105115,19870308,10219,    0
105115,19870309,10208,    0
105115,19870310,10248,    0
105115,19870311,10256,    0
105115,19870312,10263,    0
105115,19870313,10206,    0
105115,19870314,10206,    0
105115,19870315,10236,    0
105115,19870316,10192,    0
105115,19870317,10181,    0
105115,19870318,10106,    0
105115,19870319,10056,    0
105115,19870320,10121,    0
105115,19870321,10144,    0
105115,19870322,10200,    0
105115,19870323,10218,    0
105115,19870324,10143,    0
105115,19870325,10115,    0
105115,19870326,10178,    0
105115,19870327,10145,    0
105115,19870328,10068,    0
105115,19870329,10111,    0
105115,19870330,10255,    0
105115,19870331,10242,    0
105115,19870401,10144,    0
105115,19870402,10017,    0
105115,19870403, 9959,    0
105115,19870404, 9998,    0
105115,19870405,10126,    0
105115,19870406,10179,    0
105115,19870407,10151,    0
105115,19870408,10118,    0
105115,19870409,10088,    0
105115,19870410,10152,    0
105115,19870411,10175,    0
105115,19870412,10191,    0
105115,19870413,10260,    0
105115,19870414,10288,    0
105115,19870415,10283,    0
105115,19870416,10269,    0
105115,19870417,10252,    0
105115,19870418,10235,    0
105115,19870419,10220,    0
105115,19870420,10215,    0
105115,19870421,10227,    0
105115,19870422,10249,    0
105115,19870423,10259,    0
105115,19870424,10206,    0
105115,19870425,10199,    0
105115,19870426,10191,    0
105115,19870427,10207,    0
105115,19870428,10249,    0
105115,19870429,10239,    0
105115,19870430,10210,    0
105115,19870501,10170,    0
105115,19870502,10131,    0
105115,19870503,10148,    0
105115,19870504,10140,    0
105115,19870505,10175,    0
105115,19870506,10195,    0
105115,19870507,10199,    0
105115,19870508,10212,    0
105115,19870509,10182,    0
105115,19870510,10146,    0
105115,19870511,10136,    0
105115,19870512,10105,    0
105115,19870513,10108,    0
105115,19870514,10134,    0
105115,19870515,10096,    0
105115,19870516,10146,    0
105115,19870517,10156,    0
105115,19870518,10125,    0
105115,19870519,10160,    0
105115,19870520,10211,    0
105115,19870521,10219,    0
105115,19870522,10154,    0
105115,19870523,10140,    0
105115,19870524,10134,    0
105115,19870525,10173,    0
105115,19870526,10157,    0
105115,19870527,10166,    0
105115,19870528,10186,    0
105115,19870529,10230,    0
105115,19870530,10230,    0
105115,19870531,10198,    0
105115,19870601,10213,    0
105115,19870602,10197,    0
105115,19870603,10142,    0
105115,19870604,10125,    0
105115,19870605,10159,    0
105115,19870606,10184,    0
105115,19870607,10141,    0
105115,19870608,10112,    0
105115,19870609,10102,    0
105115,19870610,10132,    0
105115,19870611,10179,    0
105115,19870612,10175,    0
105115,19870613,10117,    0
105115,19870614,10105,    0
105115,19870615,10091,    0
105115,19870616,10200,    0
105115,19870617,10227,    0
105115,19870618,10182,    0
105115,19870619,10092,    0
105115,19870620,10120,    0
105115,19870621,10198,    0
105115,19870622,10237,    0
105115,19870623,10243,    0
105115,19870624,10212,    0
105115,19870625,10182,    0
105115,19870626,10177,    0
105115,19870627,10217,    0
105115,19870628,10233,    0
105115,19870629,10229,    0
105115,19870630,10200,    0
105115,19870701,10179,    0
105115,19870702,10180,    0
105115,19870703,10184,    0
105115,19870704,10178,    0
105115,19870705,10181,    0
105115,19870706,10182,    0
105115,19870707,10181,    0
105115,19870708,10174,    0
105115,19870709,10188,    0
105115,19870710,10203,    0
105115,19870711,10175,    0
105115,19870712,10156,    0
105115,19870713,10152,    0
105115,19870714,10148,    0
105115,19870715,10152,    0
105115,19870716,10081,    0
105115,19870717,10048,    0
105115,19870718,10087,    0
105115,19870719,10120,    0
105115,19870720,10132,    0
105115,19870721,10153,    0
105115,19870722,10160,    0
105115,19870723,10177,    0
105115,19870724,10166,    0
105115,19870725,10156,    0
105115,19870726,10187,    0
105115,19870727,10214,    0
105115,19870728,10183,    0
105115,19870729,10143,    0
105115,19870730,10142,    0
105115,19870731,10178,    0
105115,19870801,10196,    0
105115,19870802,10179,    0
105115,19870803,10153,    0
105115,19870804,10154,    0
105115,19870805,10181,    0
105115,19870806,10139,    0
105115,19870807,10135,    0
105115,19870808,10170,    0
105115,19870809,10177,    0
105115,19870810,10182,    0
105115,19870811,10173,    0
105115,19870812,10166,    0
105115,19870813,10163,    0
105115,19870814,10145,    0
105115,19870815,10165,    0
105115,19870816,10184,    0
105115,19870817,10147,    0
105115,19870818,10180,    0
105115,19870819,10201,    0
105115,19870820,10191,    0
105115,19870821,10162,    0
105115,19870822,10117,    0
105115,19870823,10121,    0
105115,19870824,10071,    0
105115,19870825,10126,    0
105115,19870826,10139,    0
105115,19870827,10166,    0
105115,19870828,10231,    0
105115,19870829,10232,    0
105115,19870830,10200,    0
105115,19870831,10165,    0
105115,19870901,10155,    0
105115,19870902,10166,    0
105115,19870903,10156,    0
105115,19870904,10167,    0
105115,19870905,10168,    0
105115,19870906,10225,    0
105115,19870907,10229,    0
105115,19870908,10203,    0
105115,19870909,10203,    0
105115,19870910,10207,    0
105115,19870911,10216,    0
105115,19870912,10207,    0
105115,19870913,10207,    0
105115,19870914,10212,    0
105115,19870915,10221,    0
105115,19870916,10225,    0
105115,19870917,10240,    0
105115,19870918,10241,    0
105115,19870919,10216,    0
105115,19870920,10184,    0
105115,19870921,10172,    0
105115,19870922,10174,    0
105115,19870923,10146,    0
105115,19870924,10123,    0
105115,19870925,10089,    0
105115,19870926,10047,    0
105115,19870927,10158,    0
105115,19870928,10211,    0
105115,19870929,10216,    0
105115,19870930,10220,    0
105115,19871001,10251,    0
105115,19871002,10253,    0
105115,19871003,10235,    0
105115,19871004,10189,    0
105115,19871005,10102,    0
105115,19871006,10111,    0
105115,19871007,10122,    0
105115,19871008,10102,    0
105115,19871009,10148,    0
105115,19871010,10021,    0
105115,19871011,10036,    0
105115,19871012,10114,    0
105115,19871013,10130,    0
105115,19871014,10105,    0
105115,19871015,10031,    0
105115,19871016,10074,    0
105115,19871017,10225,    0
105115,19871018,10229,    0
105115,19871019,10199,    0
105115,19871020,10167,    0
105115,19871021,10176,    0
105115,19871022,10191,    0
105115,19871023,10182,    0
105115,19871024,10234,    0
105115,19871025,10259,    0
105115,19871026,10237,    0
105115,19871027,10205,    0
105115,19871028,10205,    0
105115,19871029,10182,    0
105115,19871030,10188,    0
105115,19871031,10208,    0
105115,19871101,10225,    0
105115,19871102,10218,    0
105115,19871103,10254,    0
105115,19871104,10312,    0
105115,19871105,10353,    0
105115,19871106,10349,    0
105115,19871107,10281,    0
105115,19871108,10212,    0
105115,19871109,10133,    0
105115,19871110,10124,    0
105115,19871111,10180,    0
105115,19871112,10101,    0
105115,19871113,10042,    0
105115,19871114,10122,    0
105115,19871115,10213,    0
105115,19871116,10231,    0
105115,19871117,10319,    0
105115,19871118,10359,    0
105115,19871119,10322,    0
105115,19871120,10232,    0
105115,19871121,10224,    0
105115,19871122,10120,    0
105115,19871123, 9970,    0
105115,19871124, 9905,    0
105115,19871125, 9961,    0
105115,19871126,10052,    0
105115,19871127,10126,    0
105115,19871128,10200,    0
105115,19871129,10227,    0
105115,19871130,10234,    0
105115,19871201,10238,    0
105115,19871202,10259,    0
105115,19871203,10258,    0
105115,19871204,10206,    0
105115,19871205,10126,    0
105115,19871206,10105,    0
105115,19871207,10144,    0
105115,19871208,10155,    0
105115,19871209,10161,    0
105115,19871210,10199,    0
105115,19871211,10200,    0
105115,19871212,10194,    0
105115,19871213,10157,    0
105115,19871214,10098,    0
105115,19871215,10131,    0
105115,19871216,10170,    0
105115,19871217,10232,    0
105115,19871218,10211,    0
105115,19871219,10243,    0
105115,19871220,10316,    0
105115,19871221,10316,    0
105115,19871222,10313,    0
105115,19871223,10291,    0
105115,19871224,10279,    0
105115,19871225,10265,    0
105115,19871226,10342,    0
105115,19871227,10375,    0
105115,19871228,10382,    0
105115,19871229,10379,    0
105115,19871230,10310,    0
105115,19871231,10172,    0
105115,19880101,10182,    0
105115,19880102,10130,    0
105115,19880103,10084,    0
105115,19880104,10152,    0
105115,19880105,10142,    0
105115,19880106,10119,    0
105115,19880107,10214,    0
105115,19880108,10311,    0
105115,19880109,10329,    0
105115,19880110,10280,    0
105115,19880111,10257,    0
105115,19880112,10233,    0
105115,19880113,10179,    0
105115,19880114,10161,    0
105115,19880115,10189,    0
105115,19880116,10267,    0
105115,19880117,10271,    0
105115,19880118,10236,    0
105115,19880119,10173,    0
105115,19880120,10158,    0
105115,19880121,10170,    0
105115,19880122,10154,    0
105115,19880123,10212,    0
105115,19880124,10108,    0
105115,19880125,10022,    0
105115,19880126,10088,    0
105115,19880127,10128,    0
105115,19880128,10085,    0
105115,19880129, 9948,    0
105115,19880130, 9990,    0
105115,19880131,10140,    0
105115,19880201,10114,    0
105115,19880202,10148,    0
105115,19880203,10177,    0
105115,19880204,10128,    0
105115,19880205,10104,    0
105115,19880206,10071,    0
105115,19880207,10139,    0
105115,19880208,10139,    0
105115,19880209,10139,    0
105115,19880210,10171,    0
105115,19880211,10142,    0
105115,19880212,10144,    0
105115,19880213,10297,    0
105115,19880214,10324,    0
105115,19880215,10302,    0
105115,19880216,10281,    0
105115,19880217,10251,    0
105115,19880218,10255,    0
105115,19880219,10271,    0
105115,19880220,10261,    0
105115,19880221,10309,    0
105115,19880222,10300,    0
105115,19880223,10166,    0
105115,19880224,10089,    0
105115,19880225,10111,    0
105115,19880226,10162,    0
105115,19880227,10153,    0
105115,19880228,10170,    0
105115,19880229,10070,    0
105115,19880301,10086,    0
105115,19880302,10176,    0
105115,19880303,10151,    0
105115,19880304,10067,    0
105115,19880305,10101,    0
105115,19880306,10197,    0
105115,19880307,10164,    0
105115,19880308,10221,    0
105115,19880309,10283,    0
105115,19880310,10304,    0
105115,19880311,10296,    0
105115,19880312,10240,    0
105115,19880313,10178,    0
105115,19880314,10149,    0
105115,19880315,10143,    0
105115,19880316,10032,    0
105115,19880317,10109,    0
105115,19880318,10137,    0
105115,19880319,10217,    0
105115,19880320,10183,    0
105115,19880321,10125,    0
105115,19880322,10194,    0
105115,19880323,10222,    0
105115,19880324,10232,    0
105115,19880325,10174,    0
105115,19880326,10183,    0
105115,19880327,10234,    0
105115,19880328,10240,    0
105115,19880329,10133,    0
105115,19880330,10055,    0
105115,19880331,10100,    0
105115,19880401,10171,    0
105115,19880402,10175,    0
105115,19880403,10158,    0
105115,19880404,10152,    0
105115,19880405,10137,    0
105115,19880406,10131,    0
105115,19880407,10117,    0
105115,19880408,10152,    0
105115,19880409,10150,    0
105115,19880410,10201,    0
105115,19880411,10193,    0
105115,19880412,10132,    0
105115,19880413,10180,    0
105115,19880414,10227,    0
105115,19880415,10178,    0
105115,19880416,10127,    0
105115,19880417,10123,    0
105115,19880418,10146,    0
105115,19880419,10110,    0
105115,19880420,10173,    0
105115,19880421,10183,    0
105115,19880422,10154,    0
105115,19880423,10114,    0
105115,19880424,10097,    0
105115,19880425,10103,    0
105115,19880426,10132,    0
105115,19880427,10159,    0
105115,19880428,10159,    0
105115,19880429,10121,    0
105115,19880430,10118,    0
105115,19880501,10075,    0
105115,19880502,10067,    0
105115,19880503,10109,    0
105115,19880504,10125,    0
105115,19880505,10147,    0
105115,19880506,10174,    0
105115,19880507,10173,    0
105115,19880508,10152,    0
105115,19880509,10183,    0
105115,19880510,10149,    0
105115,19880511,10095,    0
105115,19880512,10049,    0
105115,19880513,10058,    0
105115,19880514,10076,    0
105115,19880515,10096,    0
105115,19880516,10109,    0
105115,19880517,10107,    0
