EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 05-10-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 TN   : daily Minimum temperature in 0.1 &#176;C
23-27 Q_TN : quality code for TN (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station SWITZERLAND, GENEVE COINTRIN (STAID: 240).
Blended and updated with sources: 100740 100744 119280 906700 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   TN, Q_TN
100744,19010101,   29,    0
100744,19010102,   -6,    0
100744,19010103,  -36,    0
100744,19010104,  -60,    0
100744,19010105,  -92,    0
100744,19010106,  -93,    0
100744,19010107,  -90,    0
100744,19010108,  -54,    0
100744,19010109,  -61,    0
100744,19010110,  -22,    0
100744,19010111,  -37,    0
100744,19010112,   -7,    0
100744,19010113,   -7,    0
100744,19010114,  -18,    0
100744,19010115,  -34,    0
100744,19010116,  -49,    0
100744,19010117,  -45,    0
100744,19010118,  -59,    0
100744,19010119,  -61,    0
100744,19010120,  -42,    0
100744,19010121,    8,    0
100744,19010122,  -16,    0
100744,19010123,  -17,    0
100744,19010124,    0,    0
100744,19010125,    5,    0
100744,19010126,   20,    0
100744,19010127,   22,    0
100744,19010128,   27,    0
100744,19010129,   -1,    0
100744,19010130,  -35,    0
100744,19010131,  -51,    0
100744,19010201,  -33,    0
100744,19010202,  -17,    0
100744,19010203,  -22,    0
100744,19010204,  -20,    0
100744,19010205,    0,    0
100744,19010206,   -9,    0
100744,19010207,  -33,    0
100744,19010208,  -10,    0
100744,19010209,  -27,    0
100744,19010210,  -35,    0
100744,19010211,  -65,    0
100744,19010212,  -70,    0
100744,19010213,  -95,    0
100744,19010214,  -80,    0
100744,19010215,  -97,    0
100744,19010216, -101,    0
100744,19010217,  -54,    0
100744,19010218,  -45,    0
100744,19010219,  -90,    0
100744,19010220, -138,    0
100744,19010221, -103,    0
100744,19010222, -130,    0
100744,19010223, -140,    0
100744,19010224, -111,    0
100744,19010225,  -69,    0
100744,19010226,  -71,    0
100744,19010227,  -39,    0
100744,19010228,   36,    0
100744,19010301,   41,    0
100744,19010302,   45,    0
100744,19010303,   19,    0
100744,19010304,   12,    0
100744,19010305,   16,    0
100744,19010306,   16,    0
100744,19010307,    9,    0
100744,19010308,  -17,    0
100744,19010309,  -12,    0
100744,19010310,    8,    0
100744,19010311,    1,    0
100744,19010312,    5,    0
100744,19010313,  -10,    0
100744,19010314,   -7,    0
100744,19010315,    7,    0
100744,19010316,   50,    0
100744,19010317,   30,    0
100744,19010318,   27,    0
100744,19010319,   40,    0
100744,19010320,   17,    0
100744,19010321,   14,    0
100744,19010322,   -9,    0
100744,19010323,  -24,    0
100744,19010324,  -23,    0
100744,19010325,  -28,    0
100744,19010326,  -26,    0
100744,19010327,  -48,    0
100744,19010328,  -34,    0
100744,19010329,  -61,    0
100744,19010330,  -52,    0
100744,19010331,   50,    0
100744,19010401,   75,    0
100744,19010402,   57,    0
100744,19010403,   69,    0
100744,19010404,   67,    0
100744,19010405,   97,    0
100744,19010406,  117,    0
100744,19010407,   80,    0
100744,19010408,   83,    0
100744,19010409,   93,    0
100744,19010410,   66,    0
100744,19010411,   60,    0
100744,19010412,   40,    0
100744,19010413,   40,    0
100744,19010414,   20,    0
100744,19010415,   91,    0
100744,19010416,   45,    0
100744,19010417,   -1,    0
100744,19010418,  -15,    0
100744,19010419,  -10,    0
100744,19010420,    4,    0
100744,19010421,   29,    0
100744,19010422,   50,    0
100744,19010423,   87,    0
100744,19010424,   81,    0
100744,19010425,   75,    0
100744,19010426,   92,    0
100744,19010427,   63,    0
100744,19010428,   59,    0
100744,19010429,   38,    0
100744,19010430,   39,    0
100744,19010501,   30,    0
100744,19010502,   20,    0
100744,19010503,   48,    0
100744,19010504,   50,    0
100744,19010505,   49,    0
100744,19010506,   73,    0
100744,19010507,   60,    0
100744,19010508,   56,    0
100744,19010509,   58,    0
100744,19010510,   58,    0
100744,19010511,   49,    0
100744,19010512,   90,    0
100744,19010513,   77,    0
100744,19010514,  107,    0
100744,19010515,   75,    0
100744,19010516,   72,    0
100744,19010517,   53,    0
100744,19010518,   53,    0
100744,19010519,   98,    0
100744,19010520,   77,    0
100744,19010521,   79,    0
100744,19010522,  110,    0
100744,19010523,  119,    0
100744,19010524,  117,    0
100744,19010525,  103,    0
100744,19010526,  108,    0
100744,19010527,  113,    0
100744,19010528,  115,    0
100744,19010529,  118,    0
100744,19010530,  147,    0
100744,19010531,  139,    0
100744,19010601,  172,    0
100744,19010602,  172,    0
100744,19010603,  168,    0
100744,19010604,  160,    0
100744,19010605,  128,    0
100744,19010606,  125,    0
100744,19010607,  148,    0
100744,19010608,  131,    0
100744,19010609,  147,    0
100744,19010610,  147,    0
100744,19010611,  140,    0
100744,19010612,  110,    0
100744,19010613,  125,    0
100744,19010614,  125,    0
100744,19010615,   95,    0
100744,19010616,   80,    0
100744,19010617,   87,    0
100744,19010618,   64,    0
100744,19010619,   60,    0
100744,19010620,   90,    0
100744,19010621,   92,    0
100744,19010622,  118,    0
100744,19010623,  128,    0
100744,19010624,  164,    0
100744,19010625,  120,    0
100744,19010626,  102,    0
100744,19010627,  107,    0
100744,19010628,  127,    0
100744,19010629,  131,    0
100744,19010630,  172,    0
100744,19010701,  143,    0
100744,19010702,  105,    0
100744,19010703,   96,    0
100744,19010704,  119,    0
100744,19010705,  129,    0
100744,19010706,  127,    0
100744,19010707,  119,    0
100744,19010708,  121,    0
100744,19010709,  127,    0
100744,19010710,  145,    0
100744,19010711,  149,    0
100744,19010712,  135,    0
100744,19010713,  128,    0
100744,19010714,  155,    0
100744,19010715,  160,    0
100744,19010716,  142,    0
100744,19010717,  137,    0
100744,19010718,  131,    0
100744,19010719,  140,    0
100744,19010720,  152,    0
100744,19010721,  137,    0
100744,19010722,  172,    0
100744,19010723,  138,    0
100744,19010724,  119,    0
100744,19010725,  144,    0
100744,19010726,  132,    0
100744,19010727,  137,    0
100744,19010728,  128,    0
100744,19010729,  137,    0
100744,19010730,  143,    0
100744,19010731,  155,    0
100744,19010801,  153,    0
100744,19010802,  130,    0
100744,19010803,  120,    0
100744,19010804,  143,    0
100744,19010805,  139,    0
100744,19010806,  127,    0
100744,19010807,  146,    0
100744,19010808,  113,    0
100744,19010809,  127,    0
100744,19010810,  163,    0
100744,19010811,  156,    0
100744,19010812,  144,    0
100744,19010813,  110,    0
100744,19010814,  132,    0
100744,19010815,  128,    0
100744,19010816,  117,    0
100744,19010817,  118,    0
100744,19010818,  107,    0
100744,19010819,  119,    0
100744,19010820,  138,    0
100744,19010821,  167,    0
100744,19010822,  142,    0
100744,19010823,  124,    0
100744,19010824,  150,    0
100744,19010825,  159,    0
100744,19010826,  131,    0
100744,19010827,  108,    0
100744,19010828,  107,    0
100744,19010829,   88,    0
100744,19010830,   68,    0
100744,19010831,   85,    0
100744,19010901,  158,    0
100744,19010902,  147,    0
100744,19010903,  154,    0
100744,19010904,  148,    0
100744,19010905,  108,    0
100744,19010906,  117,    0
100744,19010907,  112,    0
100744,19010908,  112,    0
100744,19010909,  122,    0
100744,19010910,  130,    0
100744,19010911,  112,    0
100744,19010912,   95,    0
100744,19010913,   84,    0
100744,19010914,  104,    0
100744,19010915,   90,    0
100744,19010916,   83,    0
100744,19010917,   53,    0
100744,19010918,  126,    0
100744,19010919,   80,    0
100744,19010920,   90,    0
100744,19010921,  114,    0
100744,19010922,  129,    0
100744,19010923,  103,    0
100744,19010924,  124,    0
100744,19010925,  119,    0
100744,19010926,  121,    0
100744,19010927,  120,    0
100744,19010928,  111,    0
100744,19010929,   81,    0
100744,19010930,  100,    0
100744,19011001,   89,    0
100744,19011002,  120,    0
100744,19011003,  103,    0
100744,19011004,  100,    0
100744,19011005,  101,    0
100744,19011006,  102,    0
100744,19011007,   58,    0
100744,19011008,   50,    0
100744,19011009,   72,    0
100744,19011010,   42,    0
100744,19011011,   18,    0
100744,19011012,   19,    0
100744,19011013,   28,    0
100744,19011014,   69,    0
100744,19011015,   70,    0
100744,19011016,   65,    0
100744,19011017,   68,    0
100744,19011018,   88,    0
100744,19011019,   79,    0
100744,19011020,  100,    0
100744,19011021,   48,    0
100744,19011022,   47,    0
100744,19011023,   64,    0
100744,19011024,   25,    0
100744,19011025,   10,    0
100744,19011026,   25,    0
100744,19011027,   69,    0
100744,19011028,   34,    0
100744,19011029,    8,    0
100744,19011030,   62,    0
100744,19011031,   69,    0
100744,19011101,   50,    0
100744,19011102,   32,    0
100744,19011103,   14,    0
100744,19011104,   19,    0
100744,19011105,   17,    0
100744,19011106,   17,    0
100744,19011107,   -3,    0
100744,19011108,  -16,    0
100744,19011109,  -37,    0
100744,19011110,    8,    0
100744,19011111,  -24,    0
100744,19011112,   14,    0
100744,19011113,   40,    0
100744,19011114,   60,    0
100744,19011115,   45,    0
100744,19011116,   25,    0
100744,19011117,   22,    0
100744,19011118,   10,    0
100744,19011119,  -38,    0
100744,19011120,  -30,    0
100744,19011121,  -20,    0
100744,19011122,    7,    0
100744,19011123,    4,    0
100744,19011124,  -14,    0
100744,19011125,  -10,    0
100744,19011126,  -17,    0
100744,19011127,  -20,    0
100744,19011128,  -20,    0
100744,19011129,  -20,    0
100744,19011130,  -35,    0
100744,19011201,  -55,    0
100744,19011202,  -47,    0
100744,19011203,  -35,    0
100744,19011204,    2,    0
100744,19011205,  -45,    0
100744,19011206,  -78,    0
100744,19011207,  -44,    0
100744,19011208,  -59,    0
100744,19011209,   45,    0
100744,19011210,    6,    0
100744,19011211,   -7,    0
100744,19011212,  -57,    0
100744,19011213,  -30,    0
100744,19011214,   -5,    0
100744,19011215,    0,    0
100744,19011216,  -17,    0
100744,19011217,  -25,    0
100744,19011218,  -33,    0
100744,19011219,    3,    0
100744,19011220,    7,    0
100744,19011221,    3,    0
100744,19011222,    3,    0
100744,19011223,    0,    0
100744,19011224,  -13,    0
100744,19011225,   29,    0
100744,19011226,   22,    0
100744,19011227,    1,    0
100744,19011228,  -25,    0
100744,19011229,  -10,    0
100744,19011230,   39,    0
100744,19011231,  -10,    0
100744,19020101,  -22,    0
100744,19020102,   45,    0
100744,19020103,   20,    0
100744,19020104,   -4,    0
100744,19020105,    8,    0
100744,19020106,  -10,    0
100744,19020107,  -30,    0
100744,19020108,  -43,    0
100744,19020109,  -52,    0
100744,19020110,  -70,    0
100744,19020111,  -77,    0
100744,19020112,  -57,    0
100744,19020113,  -55,    0
100744,19020114,  -45,    0
100744,19020115,  -22,    0
100744,19020116,  -55,    0
100744,19020117,  -29,    0
100744,19020118,  -38,    0
100744,19020119,    0,    0
100744,19020120,   -3,    0
100744,19020121,  -28,    0
100744,19020122,  -37,    0
100744,19020123,  -22,    0
100744,19020124,  -51,    0
100744,19020125,   16,    0
100744,19020126,  -10,    0
100744,19020127,  -19,    0
100744,19020128,   29,    0
100744,19020129,   20,    0
100744,19020130,   -2,    0
100744,19020131,    4,    0
100744,19020201,  -40,    0
100744,19020202,  -42,    0
100744,19020203,  -48,    0
100744,19020204,  -17,    0
100744,19020205,  -24,    0
100744,19020206,  -22,    0
100744,19020207,   57,    0
100744,19020208,   50,    0
100744,19020209,   31,    0
100744,19020210,   34,    0
100744,19020211,   -9,    0
100744,19020212,  -10,    0
100744,19020213,   -2,    0
100744,19020214,   -5,    0
100744,19020215,  -32,    0
100744,19020216,  -40,    0
100744,19020217,  -42,    0
100744,19020218,  -33,    0
100744,19020219,    3,    0
100744,19020220,  -12,    0
100744,19020221,  -26,    0
100744,19020222,  -42,    0
100744,19020223,  -48,    0
100744,19020224,  -18,    0
100744,19020225,   16,    0
100744,19020226,   29,    0
100744,19020227,   13,    0
100744,19020228,   13,    0
100744,19020301,    3,    0
100744,19020302,   48,    0
100744,19020303,   36,    0
100744,19020304,   27,    0
100744,19020305,   10,    0
100744,19020306,  -20,    0
100744,19020307,  -19,    0
100744,19020308,  -14,    0
100744,19020309,   37,    0
100744,19020310,   15,    0
100744,19020311,    2,    0
100744,19020312,  -27,    0
100744,19020313,  -20,    0
100744,19020314,   -3,    0
100744,19020315,   63,    0
100744,19020316,   24,    0
100744,19020317,  -14,    0
100744,19020318,    2,    0
100744,19020319,  -17,    0
100744,19020320,   39,    0
100744,19020321,   70,    0
100744,19020322,   19,    0
100744,19020323,    5,    0
100744,19020324,   10,    0
100744,19020325,   20,    0
100744,19020326,   43,    0
100744,19020327,   12,    0
100744,19020328,   60,    0
100744,19020329,   70,    0
100744,19020330,   48,    0
100744,19020331,   52,    0
100744,19020401,   30,    0
100744,19020402,   90,    0
100744,19020403,   90,    0
100744,19020404,   79,    0
100744,19020405,   29,    0
100744,19020406,   55,    0
100744,19020407,   23,    0
100744,19020408,   21,    0
100744,19020409,   33,    0
100744,19020410,   61,    0
100744,19020411,   72,    0
100744,19020412,   82,    0
100744,19020413,   89,    0
100744,19020414,   69,    0
100744,19020415,   97,    0
100744,19020416,  100,    0
100744,19020417,   98,    0
100744,19020418,   87,    0
100744,19020419,   73,    0
100744,19020420,   97,    0
100744,19020421,  102,    0
100744,19020422,   68,    0
100744,19020423,  103,    0
100744,19020424,  107,    0
100744,19020425,   83,    0
100744,19020426,  104,    0
100744,19020427,   99,    0
100744,19020428,   59,    0
100744,19020429,   54,    0
100744,19020430,   32,    0
100744,19020501,   41,    0
100744,19020502,   62,    0
100744,19020503,   88,    0
100744,19020504,   60,    0
100744,19020505,   40,    0
100744,19020506,   28,    0
100744,19020507,   -3,    0
100744,19020508,   31,    0
100744,19020509,   35,    0
100744,19020510,   49,    0
100744,19020511,   29,    0
100744,19020512,   36,    0
100744,19020513,   53,    0
100744,19020514,   48,    0
100744,19020515,   39,    0
100744,19020516,   75,    0
100744,19020517,   84,    0
100744,19020518,   48,    0
100744,19020519,   45,    0
100744,19020520,   33,    0
100744,19020521,    6,    0
100744,19020522,   30,    0
100744,19020523,   29,    0
100744,19020524,   50,    0
100744,19020525,   90,    0
100744,19020526,   77,    0
100744,19020527,   71,    0
100744,19020528,   80,    0
100744,19020529,  120,    0
100744,19020530,  114,    0
100744,19020531,  106,    0
100744,19020601,   97,    0
100744,19020602,  144,    0
100744,19020603,  149,    0
100744,19020604,  142,    0
100744,19020605,  138,    0
100744,19020606,  100,    0
100744,19020607,   98,    0
100744,19020608,  100,    0
100744,19020609,   95,    0
100744,19020610,  108,    0
100744,19020611,  100,    0
100744,19020612,   65,    0
100744,19020613,   94,    0
100744,19020614,   75,    0
100744,19020615,   78,    0
100744,19020616,   81,    0
100744,19020617,   75,    0
100744,19020618,   61,    0
100744,19020619,   71,    0
100744,19020620,  100,    0
100744,19020621,  100,    0
100744,19020622,   82,    0
100744,19020623,   99,    0
100744,19020624,  119,    0
100744,19020625,  153,    0
100744,19020626,  117,    0
100744,19020627,  130,    0
100744,19020628,  137,    0
100744,19020629,  156,    0
100744,19020630,  153,    0
100744,19020701,  189,    0
100744,19020702,  128,    0
100744,19020703,  108,    0
100744,19020704,  110,    0
100744,19020705,  133,    0
100744,19020706,  149,    0
100744,19020707,  155,    0
100744,19020708,  179,    0
100744,19020709,  173,    0
100744,19020710,  170,    0
100744,19020711,  131,    0
100744,19020712,  103,    0
100744,19020713,   97,    0
100744,19020714,  125,    0
100744,19020715,  157,    0
100744,19020716,  177,    0
100744,19020717,  161,    0
100744,19020718,  138,    0
100744,19020719,  160,    0
100744,19020720,  150,    0
100744,19020721,  105,    0
100744,19020722,   78,    0
100744,19020723,   81,    0
100744,19020724,   88,    0
100744,19020725,  137,    0
100744,19020726,  128,    0
100744,19020727,  153,    0
100744,19020728,  137,    0
100744,19020729,   91,    0
100744,19020730,  106,    0
100744,19020731,  107,    0
100744,19020801,  161,    0
100744,19020802,  136,    0
100744,19020803,  120,    0
100744,19020804,   88,    0
100744,19020805,  147,    0
100744,19020806,  148,    0
100744,19020807,  162,    0
100744,19020808,  160,    0
100744,19020809,  130,    0
100744,19020810,   97,    0
100744,19020811,  118,    0
100744,19020812,  103,    0
100744,19020813,   95,    0
100744,19020814,   92,    0
100744,19020815,   93,    0
100744,19020816,  103,    0
100744,19020817,  158,    0
100744,19020818,  132,    0
100744,19020819,  128,    0
100744,19020820,  139,    0
100744,19020821,  130,    0
100744,19020822,  101,    0
100744,19020823,   99,    0
100744,19020824,  111,    0
100744,19020825,  138,    0
100744,19020826,  133,    0
100744,19020827,  128,    0
100744,19020828,  138,    0
100744,19020829,  128,    0
100744,19020830,  137,    0
100744,19020831,  145,    0
100744,19020901,  140,    0
100744,19020902,  116,    0
100744,19020903,  123,    0
100744,19020904,  139,    0
100744,19020905,  140,    0
100744,19020906,  106,    0
100744,19020907,   90,    0
100744,19020908,   94,    0
100744,19020909,  130,    0
100744,19020910,  134,    0
100744,19020911,  144,    0
100744,19020912,  137,    0
100744,19020913,  100,    0
100744,19020914,   46,    0
100744,19020915,   50,    0
100744,19020916,   80,    0
100744,19020917,  106,    0
100744,19020918,  102,    0
100744,19020919,   57,    0
100744,19020920,   52,    0
100744,19020921,   73,    0
100744,19020922,   75,    0
100744,19020923,  100,    0
100744,19020924,  143,    0
100744,19020925,  119,    0
100744,19020926,  114,    0
100744,19020927,   90,    0
100744,19020928,   87,    0
100744,19020929,   50,    0
100744,19020930,   48,    0
100744,19021001,   19,    0
100744,19021002,   69,    0
100744,19021003,   64,    0
100744,19021004,   54,    0
100744,19021005,   80,    0
100744,19021006,   69,    0
100744,19021007,   43,    0
100744,19021008,   36,    0
100744,19021009,   78,    0
100744,19021010,   91,    0
100744,19021011,  110,    0
100744,19021012,  109,    0
100744,19021013,   99,    0
100744,19021014,   57,    0
100744,19021015,   93,    0
100744,19021016,   82,    0
100744,19021017,   54,    0
100744,19021018,   34,    0
100744,19021019,   50,    0
100744,19021020,   40,    0
100744,19021021,  107,    0
100744,19021022,   62,    0
100744,19021023,   57,    0
100744,19021024,   60,    0
100744,19021025,   40,    0
100744,19021026,   48,    0
100744,19021027,   39,    0
100744,19021028,   38,    0
100744,19021029,   72,    0
100744,19021030,   61,    0
100744,19021031,   58,    0
100744,19021101,   30,    0
100744,19021102,   21,    0
100744,19021103,  -12,    0
100744,19021104,    3,    0
100744,19021105,   17,    0
100744,19021106,   50,    0
100744,19021107,   39,    0
100744,19021108,   40,    0
100744,19021109,   52,    0
100744,19021110,   18,    0
100744,19021111,    0,    0
100744,19021112,   12,    0
100744,19021113,   35,    0
100744,19021114,   27,    0
100744,19021115,   22,    0
100744,19021116,   21,    0
100744,19021117,    7,    0
100744,19021118,  -28,    0
100744,19021119,  -30,    0
100744,19021120,  -53,    0
100744,19021121,  -52,    0
100744,19021122,  -55,    0
100744,19021123,  -67,    0
100744,19021124,   -2,    0
100744,19021125,   28,    0
100744,19021126,   33,    0
100744,19021127,   43,    0
100744,19021128,    0,    0
100744,19021129,   50,    0
100744,19021130,   38,    0
100744,19021201,   26,    0
100744,19021202,   28,    0
100744,19021203,   12,    0
100744,19021204,  -54,    0
100744,19021205,  -71,    0
100744,19021206,  -53,    0
100744,19021207,  -51,    0
100744,19021208,  -47,    0
100744,19021209,  -35,    0
100744,19021210,  -47,    0
100744,19021211,  -45,    0
100744,19021212,  -42,    0
100744,19021213,  -19,    0
100744,19021214,  -19,    0
100744,19021215,  -40,    0
100744,19021216,  -13,    0
100744,19021217,   17,    0
100744,19021218,   65,    0
100744,19021219,   25,    0
100744,19021220,    8,    0
100744,19021221,   30,    0
100744,19021222,   22,    0
100744,19021223,   -3,    0
100744,19021224,  -38,    0
100744,19021225,  -32,    0
100744,19021226,  -37,    0
100744,19021227,   10,    0
100744,19021228,    5,    0
100744,19021229,    5,    0
100744,19021230,    0,    0
100744,19021231,  -20,    0
100744,19030101,  -27,    0
100744,19030102,  -39,    0
100744,19030103,   44,    0
100744,19030104,   58,    0
100744,19030105,   25,    0
100744,19030106,  -12,    0
100744,19030107,   40,    0
100744,19030108,   10,    0
100744,19030109,   -2,    0
100744,19030110,   13,    0
100744,19030111,   18,    0
100744,19030112,  -20,    0
100744,19030113,  -37,    0
100744,19030114,  -50,    0
100744,19030115,  -54,    0
100744,19030116,  -62,    0
100744,19030117,  -64,    0
100744,19030118,  -41,    0
100744,19030119,  -15,    0
100744,19030120,  -13,    0
100744,19030121,  -20,    0
100744,19030122,  -38,    0
100744,19030123,  -50,    0
100744,19030124,  -45,    0
100744,19030125,  -60,    0
100744,19030126,  -47,    0
100744,19030127,  -36,    0
100744,19030128,  -30,    0
100744,19030129,  -12,    0
100744,19030130,  -50,    0
100744,19030131,  -62,    0
100744,19030201,  -20,    0
100744,19030202,    5,    0
100744,19030203,    3,    0
100744,19030204,  -27,    0
100744,19030205,  -50,    0
100744,19030206,  -40,    0
100744,19030207,  -40,    0
100744,19030208,  -60,    0
100744,19030209,  -20,    0
100744,19030210,   -1,    0
100744,19030211,  -22,    0
100744,19030212,  -26,    0
100744,19030213,  -37,    0
100744,19030214,  -23,    0
100744,19030215,  -13,    0
100744,19030216,    5,    0
100744,19030217,  -35,    0
100744,19030218,  -69,    0
100744,19030219,  -53,    0
100744,19030220,  -42,    0
100744,19030221,  -18,    0
100744,19030222,   40,    0
100744,19030223,   60,    0
100744,19030224,    0,    0
100744,19030225,  -30,    0
100744,19030226,    9,    0
100744,19030227,    0,    0
100744,19030228,   65,    0
100744,19030301,   20,    0
100744,19030302,   28,    0
100744,19030303,   38,    0
100744,19030304,   28,    0
100744,19030305,    8,    0
100744,19030306,   23,    0
100744,19030307,  -10,    0
100744,19030308,   -9,    0
100744,19030309,   12,    0
100744,19030310,  -29,    0
100744,19030311,  -31,    0
100744,19030312,   12,    0
100744,19030313,  -19,    0
100744,19030314,  -20,    0
100744,19030315,  -10,    0
100744,19030316,   53,    0
100744,19030317,   20,    0
100744,19030318,    0,    0
100744,19030319,    8,    0
100744,19030320,  -10,    0
100744,19030321,   -6,    0
100744,19030322,   19,    0
100744,19030323,   18,    0
100744,19030324,   53,    0
100744,19030325,   49,    0
100744,19030326,   63,    0
100744,19030327,   50,    0
100744,19030328,   24,    0
100744,19030329,   55,    0
100744,19030330,    9,    0
100744,19030331,   40,    0
100744,19030401,   -1,    0
100744,19030402,   36,    0
100744,19030403,   30,    0
100744,19030404,   44,    0
100744,19030405,   42,    0
100744,19030406,   12,    0
100744,19030407,    2,    0
100744,19030408,   29,    0
100744,19030409,   18,    0
100744,19030410,   20,    0
100744,19030411,   40,    0
100744,19030412,    8,    0
100744,19030413,   30,    0
100744,19030414,   20,    0
100744,19030415,  -20,    0
100744,19030416,    0,    0
100744,19030417,   -1,    0
100744,19030418,    2,    0
100744,19030419,  -17,    0
100744,19030420,  -45,    0
100744,19030421,  -11,    0
100744,19030422,   60,    0
100744,19030423,   30,    0
100744,19030424,   38,    0
100744,19030425,   38,    0
100744,19030426,   -5,    0
100744,19030427,   59,    0
100744,19030428,   60,    0
100744,19030429,   51,    0
100744,19030430,   40,    0
100744,19030501,   46,    0
100744,19030502,   58,    0
100744,19030503,   33,    0
100744,19030504,   85,    0
100744,19030505,   85,    0
100744,19030506,   58,    0
100744,19030507,   75,    0
100744,19030508,   72,    0
100744,19030509,   50,    0
100744,19030510,   40,    0
100744,19030511,   69,    0
100744,19030512,   52,    0
100744,19030513,   33,    0
100744,19030514,   39,    0
100744,19030515,   49,    0
100744,19030516,   68,    0
100744,19030517,   91,    0
100744,19030518,   75,    0
100744,19030519,   39,    0
100744,19030520,   56,    0
100744,19030521,   75,    0
100744,19030522,   90,    0
100744,19030523,  107,    0
100744,19030524,  111,    0
100744,19030525,  120,    0
100744,19030526,  130,    0
100744,19030527,  114,    0
100744,19030528,  122,    0
100744,19030529,  112,    0
100744,19030530,  135,    0
100744,19030531,  135,    0
100744,19030601,  124,    0
100744,19030602,  120,    0
100744,19030603,  113,    0
100744,19030604,  128,    0
100744,19030605,  127,    0
100744,19030606,   93,    0
100744,19030607,  124,    0
100744,19030608,  102,    0
100744,19030609,   93,    0
100744,19030610,  116,    0
100744,19030611,  104,    0
100744,19030612,   79,    0
100744,19030613,  114,    0
100744,19030614,  100,    0
100744,19030615,   87,    0
100744,19030616,  100,    0
100744,19030617,  112,    0
100744,19030618,   82,    0
100744,19030619,  122,    0
100744,19030620,   97,    0
100744,19030621,  105,    0
100744,19030622,  100,    0
100744,19030623,   97,    0
100744,19030624,   78,    0
100744,19030625,  100,    0
100744,19030626,  108,    0
100744,19030627,  120,    0
100744,19030628,  125,    0
100744,19030629,  138,    0
100744,19030630,  140,    0
100744,19030701,  138,    0
100744,19030702,  132,    0
100744,19030703,  169,    0
100744,19030704,  178,    0
100744,19030705,  157,    0
100744,19030706,  150,    0
100744,19030707,  127,    0
100744,19030708,   89,    0
100744,19030709,   97,    0
100744,19030710,  107,    0
100744,19030711,  124,    0
100744,19030712,  128,    0
100744,19030713,  160,    0
100744,19030714,  162,    0
100744,19030715,  107,    0
100744,19030716,  150,    0
100744,19030717,  169,    0
100744,19030718,  147,    0
100744,19030719,  138,    0
100744,19030720,  137,    0
100744,19030721,  122,    0
100744,19030722,  104,    0
100744,19030723,  130,    0
100744,19030724,  110,    0
100744,19030725,   78,    0
100744,19030726,   90,    0
100744,19030727,  124,    0
100744,19030728,  135,    0
100744,19030729,  152,    0
100744,19030730,  130,    0
100744,19030731,  117,    0
100744,19030801,  110,    0
100744,19030802,   99,    0
100744,19030803,  138,    0
100744,19030804,  128,    0
100744,19030805,  125,    0
100744,19030806,  150,    0
100744,19030807,  138,    0
100744,19030808,  130,    0
100744,19030809,  177,    0
100744,19030810,  124,    0
100744,19030811,   89,    0
100744,19030812,  132,    0
100744,19030813,  158,    0
100744,19030814,  135,    0
100744,19030815,  120,    0
100744,19030816,  109,    0
100744,19030817,   90,    0
100744,19030818,  139,    0
100744,19030819,   99,    0
100744,19030820,   90,    0
100744,19030821,   92,    0
100744,19030822,  169,    0
100744,19030823,  130,    0
100744,19030824,   97,    0
100744,19030825,  136,    0
100744,19030826,  109,    0
100744,19030827,   87,    0
100744,19030828,   92,    0
100744,19030829,  106,    0
100744,19030830,  140,    0
100744,19030831,  103,    0
100744,19030901,  125,    0
100744,19030902,  147,    0
100744,19030903,  149,    0
100744,19030904,  141,    0
100744,19030905,  147,    0
100744,19030906,  128,    0
100744,19030907,  159,    0
100744,19030908,  125,    0
100744,19030909,  156,    0
100744,19030910,  108,    0
100744,19030911,   90,    0
100744,19030912,   95,    0
100744,19030913,   72,    0
100744,19030914,   70,    0
100744,19030915,   83,    0
100744,19030916,   72,    0
100744,19030917,   40,    0
100744,19030918,   71,    0
100744,19030919,   85,    0
100744,19030920,   60,    0
100744,19030921,  120,    0
100744,19030922,  109,    0
100744,19030923,  131,    0
100744,19030924,  108,    0
100744,19030925,  120,    0
100744,19030926,   82,    0
100744,19030927,   87,    0
100744,19030928,  114,    0
100744,19030929,   96,    0
100744,19030930,   90,    0
100744,19031001,  113,    0
100744,19031002,  100,    0
100744,19031003,   80,    0
100744,19031004,  128,    0
100744,19031005,  137,    0
100744,19031006,  147,    0
100744,19031007,  107,    0
100744,19031008,   78,    0
100744,19031009,   92,    0
100744,19031010,   37,    0
100744,19031011,   15,    0
100744,19031012,   85,    0
100744,19031013,  119,    0
100744,19031014,   69,    0
100744,19031015,   61,    0
100744,19031016,  107,    0
100744,19031017,   52,    0
100744,19031018,   49,    0
100744,19031019,   13,    0
100744,19031020,    0,    0
100744,19031021,   15,    0
100744,19031022,  100,    0
100744,19031023,   64,    0
