EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 05-10-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 CC   : daily Cloud cover in oktas
23-27 Q_CC : quality code for CC (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station SWITZERLAND, GENEVE COINTRIN (STAID: 240).
Blended and updated with sources: 105109 105114 906700 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   CC, Q_CC
105109,19260913,    5,    0
105109,19260914,    0,    0
105109,19260915,    0,    0
105109,19260916,    1,    0
105109,19260917,    1,    0
105109,19260918,    0,    0
105109,19260919,    0,    0
105109,19260920,    0,    0
105109,19260921,    0,    0
105109,19260922,    1,    0
105109,19260923,    0,    0
105109,19260924,    6,    0
105109,19260925,    6,    0
105109,19260926,    7,    0
105109,19260927,    5,    0
105109,19260928,    1,    0
105109,19260929,    0,    0
105109,19260930,    3,    0
105109,19261001,    2,    0
105109,19261002,    8,    0
105109,19261003,    8,    0
105109,19261004,    6,    0
105109,19261005,    3,    0
105109,19261006,    3,    0
105109,19261007,    3,    0
105109,19261008,    5,    0
105109,19261009,    7,    0
105109,19261010,    7,    0
105109,19261011,    2,    0
105109,19261012,    7,    0
105109,19261013,    5,    0
105109,19261014,    3,    0
105109,19261015,    0,    0
105109,19261016,    0,    0
105109,19261017,    0,    0
105109,19261018,    6,    0
105109,19261019,    3,    0
105109,19261020,    7,    0
105109,19261021,    8,    0
105109,19261022,    8,    0
105109,19261023,    8,    0
105109,19261024,    6,    0
105109,19261025,    6,    0
105109,19261026,    6,    0
105109,19261027,    1,    0
105109,19261028,    8,    0
105109,19261029,    8,    0
105109,19261030,    8,    0
105109,19261031,    5,    0
105109,19261101,    7,    0
105109,19261102,    8,    0
105109,19261103,    8,    0
105109,19261104,    8,    0
105109,19261105,    8,    0
105109,19261106,    8,    0
105109,19261107,    6,    0
105109,19261108,    5,    0
105109,19261109,    3,    0
105109,19261110,    0,    0
105109,19261111,    5,    0
105109,19261112,    8,    0
105109,19261113,    3,    0
105109,19261114,    2,    0
105109,19261115,    5,    0
105109,19261116,    7,    0
105109,19261117,    8,    0
105109,19261118,    8,    0
105109,19261119,    8,    0
105109,19261120,    7,    0
105109,19261121,    6,    0
105109,19261122,    8,    0
105109,19261123,    1,    0
105109,19261124,    6,    0
105109,19261125,    3,    0
105109,19261126,    5,    0
105109,19261127,    1,    0
105109,19261128,    3,    0
105109,19261129,    5,    0
105109,19261130,    8,    0
105109,19261201,    8,    0
105109,19261202,    8,    0
105109,19261203,    8,    0
105109,19261204,    8,    0
105109,19261205,    7,    0
105109,19261206,    5,    0
105109,19261207,    8,    0
105109,19261208,    8,    0
105109,19261209,    5,    0
105109,19261210,    0,    0
105109,19261211,    8,    0
105109,19261212,    8,    0
105109,19261213,    8,    0
105109,19261214,    8,    0
105109,19261215,    6,    0
105109,19261216,    7,    0
105109,19261217,    2,    0
105109,19261218,    8,    0
105109,19261219,    7,    0
105109,19261220,    8,    0
105109,19261221,    8,    0
105109,19261222,    7,    0
105109,19261223,    6,    0
105109,19261224,    8,    0
105109,19261225,    8,    0
105109,19261226,    8,    0
105109,19261227,    8,    0
105109,19261228,    8,    0
105109,19261229,    6,    0
105109,19261230,    8,    0
105109,19261231,    8,    0
105109,19270101,    8,    0
105109,19270102,    8,    0
105109,19270103,    8,    0
105109,19270104,    8,    0
105109,19270105,    7,    0
105109,19270106,    8,    0
105109,19270107,    8,    0
105109,19270108,    5,    0
105109,19270109,    7,    0
105109,19270110,    6,    0
105109,19270111,    2,    0
105109,19270112,    5,    0
105109,19270113,    7,    0
105109,19270114,    7,    0
105109,19270115,    5,    0
105109,19270116,    8,    0
105109,19270117,    7,    0
105109,19270118,    7,    0
105109,19270119,    8,    0
105109,19270120,    8,    0
105109,19270121,    8,    0
105109,19270122,    7,    0
105109,19270123,    8,    0
105109,19270124,    2,    0
105109,19270125,    5,    0
105109,19270126,    8,    0
105109,19270127,    7,    0
105109,19270128,    8,    0
105109,19270129,    6,    0
105109,19270130,    2,    0
105109,19270131,    5,    0
105109,19270201,    8,    0
105109,19270202,    1,    0
105109,19270203,    3,    0
105109,19270204,    3,    0
105109,19270205,    2,    0
105109,19270206,    8,    0
105109,19270207,    2,    0
105109,19270208,    8,    0
105109,19270209,    3,    0
105109,19270210,    0,    0
105109,19270211,    2,    0
105109,19270212,    3,    0
105109,19270213,    0,    0
105109,19270214,    3,    0
105109,19270215,    3,    0
105109,19270216,    5,    0
105109,19270217,    1,    0
105109,19270218,    8,    0
105109,19270219,    6,    0
105109,19270220,    4,    0
105109,19270221,    8,    0
105109,19270222,    5,    0
105109,19270223,    5,    0
105109,19270224,    3,    0
105109,19270225,    8,    0
105109,19270226,    7,    0
105109,19270227,    5,    0
105109,19270228,    1,    0
105109,19270301,    8,    0
105109,19270302,    4,    0
105109,19270303,    8,    0
105109,19270304,    7,    0
105109,19270305,    7,    0
105109,19270306,    8,    0
105109,19270307,    8,    0
105109,19270308,    8,    0
105109,19270309,    8,    0
105109,19270310,    6,    0
105109,19270311,    5,    0
105109,19270312,    8,    0
105109,19270313,    7,    0
105109,19270314,    8,    0
105109,19270315,    6,    0
105109,19270316,    3,    0
105109,19270317,    1,    0
105109,19270318,    3,    0
105109,19270319,    0,    0
105109,19270320,    0,    0
105109,19270321,    0,    0
105109,19270322,    3,    0
105109,19270323,    8,    0
105109,19270324,    6,    0
105109,19270325,    8,    0
105109,19270326,    6,    0
105109,19270327,    8,    0
105109,19270328,    8,    0
105109,19270329,    6,    0
105109,19270330,    7,    0
105109,19270331,    7,    0
105109,19270401,    6,    0
105109,19270402,    4,    0
105109,19270403,    6,    0
105109,19270404,    6,    0
105109,19270405,    6,    0
105109,19270406,    8,    0
105109,19270407,    7,    0
105109,19270408,    6,    0
105109,19270409,    5,    0
105109,19270410,    5,    0
105109,19270411,    5,    0
105109,19270412,    3,    0
105109,19270413,    3,    0
105109,19270414,    3,    0
105109,19270415,    8,    0
105109,19270416,    5,    0
105109,19270417,    3,    0
105109,19270418,    0,    0
105109,19270419,    0,    0
105109,19270420,    2,    0
105109,19270421,    1,    0
105109,19270422,    0,    0
105109,19270423,    3,    0
105109,19270424,    7,    0
105109,19270425,    7,    0
105109,19270426,    5,    0
105109,19270427,    6,    0
105109,19270428,    2,    0
105109,19270429,    7,    0
105109,19270430,    3,    0
105109,19270501,    3,    0
105109,19270502,    5,    0
105109,19270503,    0,    0
105109,19270504,    5,    0
105109,19270505,    6,    0
105109,19270506,    3,    0
105109,19270507,    8,    0
105109,19270508,    3,    0
105109,19270509,    5,    0
105109,19270510,    6,    0
105109,19270511,    6,    0
105109,19270512,    3,    0
105109,19270513,    1,    0
105109,19270514,    0,    0
105109,19270515,    1,    0
105109,19270516,    0,    0
105109,19270517,    0,    0
105109,19270518,    8,    0
105109,19270519,    7,    0
105109,19270520,    4,    0
105109,19270521,    5,    0
105109,19270522,    6,    0
105109,19270523,    5,    0
105109,19270524,    0,    0
105109,19270525,    0,    0
105109,19270526,    3,    0
105109,19270527,    0,    0
105109,19270528,    6,    0
105109,19270529,    3,    0
105109,19270530,    5,    0
105109,19270531,    7,    0
105109,19270601,    3,    0
105109,19270602,    4,    0
105109,19270603,    7,    0
105109,19270604,    8,    0
105109,19270605,    2,    0
105109,19270606,    5,    0
105109,19270607,    0,    0
105109,19270608,    4,    0
105109,19270609,    2,    0
105109,19270610,    8,    0
105109,19270611,    8,    0
105109,19270612,    8,    0
105109,19270613,    3,    0
105109,19270614,    7,    0
105109,19270615,    7,    0
105109,19270616,    4,    0
105109,19270617,    4,    0
105109,19270618,    5,    0
105109,19270619,    5,    0
105109,19270620,    1,    0
105109,19270621,    0,    0
105109,19270622,    3,    0
105109,19270623,    3,    0
105109,19270624,    0,    0
105109,19270625,    5,    0
105109,19270626,    3,    0
105109,19270627,    7,    0
105109,19270628,    5,    0
105109,19270629,    2,    0
105109,19270630,    6,    0
105109,19270701,    7,    0
105109,19270702,    7,    0
105109,19270703,    7,    0
105109,19270704,    0,    0
105109,19270705,    0,    0
105109,19270706,    3,    0
105109,19270707,    3,    0
105109,19270708,    8,    0
105109,19270709,    7,    0
105109,19270710,    8,    0
105109,19270711,    1,    0
105109,19270712,    7,    0
105109,19270713,    1,    0
105109,19270714,    2,    0
105109,19270715,    1,    0
105109,19270716,    7,    0
105109,19270717,    5,    0
105109,19270718,    1,    0
105109,19270719,    0,    0
105109,19270720,    7,    0
105109,19270721,    1,    0
105109,19270722,    3,    0
105109,19270723,    5,    0
105109,19270724,    1,    0
105109,19270725,    0,    0
105109,19270726,    0,    0
105109,19270727,    3,    0
105109,19270728,    7,    0
105109,19270729,    7,    0
105109,19270730,    5,    0
105109,19270731,    2,    0
105109,19270801,    2,    0
105109,19270802,    7,    0
105109,19270803,    3,    0
105109,19270804,    3,    0
105109,19270805,    3,    0
105109,19270806,    7,    0
105109,19270807,    0,    0
105109,19270808,    7,    0
105109,19270809,    3,    0
105109,19270810,    1,    0
105109,19270811,    6,    0
105109,19270812,    3,    0
105109,19270813,    3,    0
105109,19270814,    7,    0
105109,19270815,    8,    0
105109,19270816,    7,    0
105109,19270817,    5,    0
105109,19270818,    8,    0
105109,19270819,    6,    0
105109,19270820,    4,    0
105109,19270821,    6,    0
105109,19270822,    7,    0
105109,19270823,    8,    0
105109,19270824,    8,    0
105109,19270825,    5,    0
105109,19270826,    7,    0
105109,19270827,    5,    0
105109,19270828,    2,    0
105109,19270829,    0,    0
105109,19270830,    0,    0
105109,19270831,    0,    0
105109,19270901,    1,    0
105109,19270902,    3,    0
105109,19270903,    7,    0
105109,19270904,    6,    0
105109,19270905,    0,    0
105109,19270906,    6,    0
105109,19270907,    8,    0
105109,19270908,    5,    0
105109,19270909,    5,    0
105109,19270910,    5,    0
105109,19270911,    7,    0
105109,19270912,    6,    0
105109,19270913,    1,    0
105109,19270914,    1,    0
105109,19270915,    5,    0
105109,19270916,    5,    0
105109,19270917,    8,    0
105109,19270918,    8,    0
105109,19270919,    8,    0
105109,19270920,    2,    0
105109,19270921,    0,    0
105109,19270922,    8,    0
105109,19270923,    4,    0
105109,19270924,    8,    0
105109,19270925,    7,    0
105109,19270926,    6,    0
105109,19270927,    3,    0
105109,19270928,    3,    0
105109,19270929,    4,    0
105109,19270930,    5,    0
105109,19271001,    1,    0
105109,19271002,    2,    0
105109,19271003,    5,    0
105109,19271004,    8,    0
105109,19271005,    0,    0
105109,19271006,    1,    0
105109,19271007,    3,    0
105109,19271008,    8,    0
105109,19271009,    3,    0
105109,19271010,    6,    0
105109,19271011,    4,    0
105109,19271012,    6,    0
105109,19271013,    6,    0
105109,19271014,    6,    0
105109,19271015,    5,    0
105109,19271016,    8,    0
105109,19271017,    3,    0
105109,19271018,    3,    0
105109,19271019,    8,    0
105109,19271020,    2,    0
105109,19271021,    4,    0
105109,19271022,    8,    0
105109,19271023,    8,    0
105109,19271024,    3,    0
105109,19271025,    0,    0
105109,19271026,    0,    0
105109,19271027,    0,    0
105109,19271028,    0,    0
105109,19271029,    1,    0
105109,19271030,    0,    0
105109,19271031,    4,    0
105109,19271101,    3,    0
105109,19271102,    3,    0
105109,19271103,    3,    0
105109,19271104,    0,    0
105109,19271105,    5,    0
105109,19271106,    5,    0
105109,19271107,    8,    0
105109,19271108,    8,    0
105109,19271109,    8,    0
105109,19271110,    8,    0
105109,19271111,    8,    0
105109,19271112,    7,    0
105109,19271113,    3,    0
105109,19271114,    3,    0
105109,19271115,    3,    0
105109,19271116,    5,    0
105109,19271117,    0,    0
105109,19271118,    8,    0
105109,19271119,    8,    0
105109,19271120,    8,    0
105109,19271121,    8,    0
105109,19271122,    8,    0
105109,19271123,    8,    0
105109,19271124,    8,    0
105109,19271125,    6,    0
105109,19271126,    8,    0
105109,19271127,    8,    0
105109,19271128,    8,    0
105109,19271129,    8,    0
105109,19271130,    8,    0
105109,19271201,    8,    0
105109,19271202,    8,    0
105109,19271203,    8,    0
105109,19271204,    8,    0
105109,19271205,    8,    0
105109,19271206,    8,    0
105109,19271207,    8,    0
105109,19271208,    8,    0
105109,19271209,    8,    0
105109,19271210,    8,    0
105109,19271211,    8,    0
105109,19271212,    8,    0
105109,19271213,    8,    0
105109,19271214,    3,    0
105109,19271215,    8,    0
105109,19271216,    7,    0
105109,19271217,    5,    0
105109,19271218,    3,    0
105109,19271219,    8,    0
105109,19271220,    8,    0
105109,19271221,    8,    0
105109,19271222,    6,    0
105109,19271223,    8,    0
105109,19271224,    8,    0
105109,19271225,    5,    0
105109,19271226,    8,    0
105109,19271227,    8,    0
105109,19271228,    8,    0
105109,19271229,    8,    0
105109,19271230,    8,    0
105109,19271231,    8,    0
105109,19280101,    8,    0
105109,19280102,    3,    0
105109,19280103,    8,    0
105109,19280104,    4,    0
105109,19280105,    8,    0
105109,19280106,    5,    0
105109,19280107,    1,    0
105109,19280108,    2,    0
105109,19280109,    8,    0
105109,19280110,    3,    0
105109,19280111,    8,    0
105109,19280112,    3,    0
105109,19280113,    5,    0
105109,19280114,    3,    0
105109,19280115,    8,    0
105109,19280116,    5,    0
105109,19280117,    1,    0
105109,19280118,    7,    0
105109,19280119,    8,    0
105109,19280120,    7,    0
105109,19280121,    4,    0
105109,19280122,    5,    0
105109,19280123,    3,    0
105109,19280124,    5,    0
105109,19280125,    3,    0
105109,19280126,    0,    0
105109,19280127,    8,    0
105109,19280128,    6,    0
105109,19280129,    1,    0
105109,19280130,    8,    0
105109,19280131,    8,    0
105109,19280201,    8,    0
105109,19280202,    3,    0
105109,19280203,    5,    0
105109,19280204,    3,    0
105109,19280205,    5,    0
105109,19280206,    3,    0
105109,19280207,    0,    0
105109,19280208,    0,    0
105109,19280209,    1,    0
105109,19280210,    8,    0
105109,19280211,    8,    0
105109,19280212,    8,    0
105109,19280213,    8,    0
105109,19280214,    8,    0
105109,19280215,    8,    0
105109,19280216,    1,    0
105109,19280217,    5,    0
105109,19280218,    0,    0
105109,19280219,    0,    0
105109,19280220,    0,    0
105109,19280221,    3,    0
105109,19280222,    5,    0
105109,19280223,    3,    0
105109,19280224,    0,    0
105109,19280225,    0,    0
105109,19280226,    0,    0
105109,19280227,    1,    0
105109,19280228,    7,    0
105109,19280229,    6,    0
105109,19280301,    8,    0
105109,19280302,    8,    0
105109,19280303,    5,    0
105109,19280304,    2,    0
105109,19280305,    5,    0
105109,19280306,    1,    0
105109,19280307,    5,    0
105109,19280308,    7,    0
105109,19280309,    8,    0
105109,19280310,    8,    0
105109,19280311,    8,    0
105109,19280312,    4,    0
105109,19280313,    8,    0
105109,19280314,    8,    0
105109,19280315,    8,    0
105109,19280316,    3,    0
105109,19280317,    3,    0
105109,19280318,    1,    0
105109,19280319,    2,    0
105109,19280320,    8,    0
105109,19280321,    8,    0
105109,19280322,    7,    0
105109,19280323,    8,    0
105109,19280324,    6,    0
105109,19280325,    6,    0
105109,19280326,    8,    0
105109,19280327,    8,    0
105109,19280328,    7,    0
105109,19280329,    6,    0
105109,19280330,    6,    0
105109,19280331,    8,    0
105109,19280401,    6,    0
105109,19280402,    8,    0
105109,19280403,    8,    0
105109,19280404,    7,    0
105109,19280405,    8,    0
105109,19280406,    3,    0
105109,19280407,    6,    0
105109,19280408,    5,    0
105109,19280409,    5,    0
105109,19280410,    7,    0
105109,19280411,    5,    0
105109,19280412,    8,    0
105109,19280413,    5,    0
105109,19280414,    8,    0
105109,19280415,    6,    0
105109,19280416,    8,    0
105109,19280417,    7,    0
105109,19280418,    1,    0
105109,19280419,    3,    0
105109,19280420,    1,    0
105109,19280421,    5,    0
105109,19280422,    8,    0
105109,19280423,    0,    0
105109,19280424,    1,    0
105109,19280425,    0,    0
105109,19280426,    7,    0
105109,19280427,    5,    0
105109,19280428,    6,    0
105109,19280429,    7,    0
105109,19280430,    5,    0
105109,19280501,    3,    0
105109,19280502,    0,    0
105109,19280503,    6,    0
105109,19280504,    6,    0
105109,19280505,    6,    0
105109,19280506,    7,    0
105109,19280507,    7,    0
105109,19280508,    8,    0
105109,19280509,    4,    0
105109,19280510,    1,    0
105109,19280511,    7,    0
105109,19280512,    0,    0
105109,19280513,    1,    0
105109,19280514,    2,    0
105109,19280515,    8,    0
105109,19280516,    8,    0
105109,19280517,    5,    0
105109,19280518,    5,    0
105109,19280519,    7,    0
105109,19280520,    6,    0
105109,19280521,    6,    0
105109,19280522,    6,    0
105109,19280523,    7,    0
105109,19280524,    8,    0
105109,19280525,    5,    0
105109,19280526,    0,    0
105109,19280527,    1,    0
105109,19280528,    0,    0
105109,19280529,    1,    0
105109,19280530,    4,    0
105109,19280531,    4,    0
105109,19280601,    7,    0
105109,19280602,    3,    0
105109,19280603,    1,    0
105109,19280604,    6,    0
105109,19280605,    6,    0
105109,19280606,    8,    0
105109,19280607,    5,    0
105109,19280608,    7,    0
105109,19280609,    5,    0
105109,19280610,    8,    0
105109,19280611,    5,    0
105109,19280612,    0,    0
105109,19280613,    1,    0
105109,19280614,    5,    0
105109,19280615,    4,    0
105109,19280616,    3,    0
105109,19280617,    2,    0
105109,19280618,    2,    0
105109,19280619,    6,    0
105109,19280620,    7,    0
105109,19280621,    3,    0
105109,19280622,    0,    0
105109,19280623,    2,    0
105109,19280624,    1,    0
105109,19280625,    1,    0
105109,19280626,    5,    0
105109,19280627,    4,    0
105109,19280628,    0,    0
105109,19280629,    0,    0
105109,19280630,    6,    0
105109,19280701,    3,    0
105109,19280702,    0,    0
105109,19280703,    1,    0
105109,19280704,    4,    0
105109,19280705,    0,    0
105109,19280706,    5,    0
105109,19280707,    1,    0
105109,19280708,    0,    0
105109,19280709,    2,    0
105109,19280710,    1,    0
105109,19280711,    0,    0
105109,19280712,    1,    0
105109,19280713,    1,    0
105109,19280714,    0,    0
105109,19280715,    3,    0
105109,19280716,    2,    0
105109,19280717,    1,    0
105109,19280718,    1,    0
105109,19280719,    0,    0
105109,19280720,    0,    0
105109,19280721,    0,    0
105109,19280722,    0,    0
105109,19280723,    0,    0
105109,19280724,    3,    0
105109,19280725,    0,    0
105109,19280726,    0,    0
105109,19280727,    5,    0
105109,19280728,    5,    0
105109,19280729,    2,    0
105109,19280730,    2,    0
105109,19280731,    2,    0
105109,19280801,    4,    0
105109,19280802,    1,    0
105109,19280803,    4,    0
105109,19280804,    2,    0
105109,19280805,    4,    0
105109,19280806,    0,    0
105109,19280807,    1,    0
105109,19280808,    0,    0
105109,19280809,    2,    0
105109,19280810,    0,    0
105109,19280811,    0,    0
105109,19280812,    3,    0
105109,19280813,    6,    0
105109,19280814,    4,    0
105109,19280815,    8,    0
105109,19280816,    4,    0
105109,19280817,    0,    0
105109,19280818,    0,    0
105109,19280819,    1,    0
105109,19280820,    7,    0
105109,19280821,    7,    0
105109,19280822,    4,    0
105109,19280823,    0,    0
105109,19280824,    3,    0
105109,19280825,    7,    0
105109,19280826,    4,    0
105109,19280827,    3,    0
105109,19280828,    5,    0
105109,19280829,    8,    0
105109,19280830,    5,    0
105109,19280831,    0,    0
105109,19280901,    4,    0
105109,19280902,    7,    0
105109,19280903,    3,    0
105109,19280904,    1,    0
105109,19280905,    0,    0
105109,19280906,    5,    0
105109,19280907,    5,    0
105109,19280908,    6,    0
105109,19280909,    5,    0
105109,19280910,    7,    0
105109,19280911,    5,    0
105109,19280912,    3,    0
105109,19280913,    5,    0
105109,19280914,    5,    0
105109,19280915,    4,    0
105109,19280916,    1,    0
105109,19280917,    7,    0
105109,19280918,    5,    0
105109,19280919,    3,    0
105109,19280920,    3,    0
105109,19280921,    3,    0
105109,19280922,    5,    0
105109,19280923,    0,    0
105109,19280924,    3,    0
105109,19280925,    5,    0
105109,19280926,    8,    0
105109,19280927,    7,    0
105109,19280928,    5,    0
105109,19280929,    7,    0
105109,19280930,    6,    0
105109,19281001,    3,    0
105109,19281002,    0,    0
105109,19281003,    5,    0
105109,19281004,    3,    0
105109,19281005,    5,    0
105109,19281006,    5,    0
105109,19281007,    3,    0
105109,19281008,    5,    0
105109,19281009,    8,    0
105109,19281010,    8,    0
105109,19281011,    5,    0
105109,19281012,    8,    0
105109,19281013,    6,    0
105109,19281014,    2,    0
105109,19281015,    8,    0
105109,19281016,    5,    0
105109,19281017,    0,    0
105109,19281018,    3,    0
105109,19281019,    5,    0
105109,19281020,    1,    0
105109,19281021,    8,    0
105109,19281022,    6,    0
105109,19281023,    3,    0
105109,19281024,    1,    0
105109,19281025,    1,    0
105109,19281026,    8,    0
105109,19281027,    8,    0
105109,19281028,    5,    0
105109,19281029,    5,    0
105109,19281030,    8,    0
105109,19281031,    8,    0
105109,19281101,    5,    0
105109,19281102,    5,    0
105109,19281103,    1,    0
105109,19281104,    1,    0
105109,19281105,    1,    0
105109,19281106,    0,    0
105109,19281107,    7,    0
105109,19281108,    7,    0
105109,19281109,    8,    0
105109,19281110,    8,    0
105109,19281111,    8,    0
105109,19281112,    7,    0
105109,19281113,    8,    0
105109,19281114,    7,    0
105109,19281115,    7,    0
105109,19281116,    8,    0
105109,19281117,    6,    0
105109,19281118,    4,    0
105109,19281119,    1,    0
105109,19281120,    3,    0
105109,19281121,    1,    0
105109,19281122,    7,    0
105109,19281123,    8,    0
105109,19281124,    8,    0
105109,19281125,    8,    0
105109,19281126,    6,    0
105109,19281127,    8,    0
105109,19281128,    8,    0
105109,19281129,    7,    0
105109,19281130,    8,    0
105109,19281201,    8,    0
105109,19281202,    6,    0
105109,19281203,    5,    0
105109,19281204,    6,    0
105109,19281205,    8,    0
105109,19281206,    5,    0
105109,19281207,    0,    0
105109,19281208,    8,    0
105109,19281209,    8,    0
105109,19281210,    8,    0
105109,19281211,    8,    0
105109,19281212,    8,    0
105109,19281213,    6,    0
105109,19281214,    7,    0
105109,19281215,    3,    0
105109,19281216,    5,    0
105109,19281217,    8,    0
105109,19281218,    3,    0
105109,19281219,    8,    0
105109,19281220,    8,    0
105109,19281221,    6,    0
105109,19281222,    8,    0
105109,19281223,    8,    0
105109,19281224,    8,    0
105109,19281225,    6,    0
105109,19281226,    7,    0
105109,19281227,    8,    0
105109,19281228,    8,    0
105109,19281229,    4,    0
105109,19281230,    5,    0
105109,19281231,    8,    0
105109,19290101,    8,    0
105109,19290102,    8,    0
105109,19290103,    8,    0
105109,19290104,    8,    0
105109,19290105,    8,    0
105109,19290106,    8,    0
105109,19290107,    8,    0
105109,19290108,    3,    0
105109,19290109,    8,    0
105109,19290110,    8,    0
105109,19290111,    8,    0
105109,19290112,    6,    0
105109,19290113,    8,    0
105109,19290114,    7,    0
105109,19290115,    6,    0
105109,19290116,    3,    0
105109,19290117,    4,    0
105109,19290118,    3,    0
105109,19290119,    0,    0
105109,19290120,    0,    0
105109,19290121,    8,    0
105109,19290122,    8,    0
105109,19290123,    6,    0
105109,19290124,    8,    0
105109,19290125,    7,    0
105109,19290126,    7,    0
105109,19290127,    4,    0
105109,19290128,    3,    0
105109,19290129,    3,    0
105109,19290130,    5,    0
105109,19290131,    1,    0
105109,19290201,    8,    0
105109,19290202,    5,    0
105109,19290203,    7,    0
105109,19290204,    8,    0
105109,19290205,    5,    0
105109,19290206,    5,    0
105109,19290207,    6,    0
105109,19290208,    3,    0
105109,19290209,    0,    0
105109,19290210,    7,    0
105109,19290211,    8,    0
105109,19290212,    8,    0
105109,19290213,    3,    0
105109,19290214,    6,    0
105109,19290215,    0,    0
105109,19290216,    7,    0
105109,19290217,    3,    0
105109,19290218,    2,    0
105109,19290219,    0,    0
105109,19290220,    3,    0
105109,19290221,    3,    0
105109,19290222,    0,    0
105109,19290223,    2,    0
105109,19290224,    7,    0
105109,19290225,    5,    0
105109,19290226,    8,    0
105109,19290227,    8,    0
105109,19290228,    5,    0
105109,19290301,    7,    0
105109,19290302,    3,    0
105109,19290303,    3,    0
105109,19290304,    7,    0
105109,19290305,    3,    0
105109,19290306,    0,    0
105109,19290307,    0,    0
105109,19290308,    1,    0
105109,19290309,    0,    0
105109,19290310,    0,    0
105109,19290311,    0,    0
105109,19290312,    0,    0
105109,19290313,    0,    0
105109,19290314,    0,    0
105109,19290315,    0,    0
105109,19290316,    8,    0
105109,19290317,    4,    0
105109,19290318,    0,    0
105109,19290319,    0,    0
105109,19290320,    0,    0
105109,19290321,    1,    0
105109,19290322,    7,    0
105109,19290323,    8,    0
105109,19290324,    8,    0
105109,19290325,    5,    0
105109,19290326,    0,    0
105109,19290327,    0,    0
105109,19290328,    0,    0
105109,19290329,    7,    0
105109,19290330,    0,    0
105109,19290331,    1,    0
105109,19290401,    6,    0
105109,19290402,    6,    0
105109,19290403,    7,    0
105109,19290404,    4,    0
105109,19290405,    8,    0
105109,19290406,    3,    0
105109,19290407,    1,    0
105109,19290408,    0,    0
105109,19290409,    4,    0
105109,19290410,    1,    0
105109,19290411,    8,    0
105109,19290412,    8,    0
105109,19290413,    6,    0
105109,19290414,    6,    0
105109,19290415,    7,    0
105109,19290416,    7,    0
105109,19290417,    1,    0
105109,19290418,    0,    0
105109,19290419,    0,    0
105109,19290420,    4,    0
105109,19290421,    7,    0
105109,19290422,    6,    0
105109,19290423,    3,    0
105109,19290424,    7,    0
105109,19290425,    5,    0
105109,19290426,    5,    0
105109,19290427,    0,    0
105109,19290428,    6,    0
105109,19290429,    4,    0
105109,19290430,    6,    0
105109,19290501,    7,    0
105109,19290502,    5,    0
105109,19290503,    8,    0
105109,19290504,    3,    0
105109,19290505,    1,    0
105109,19290506,    5,    0
105109,19290507,    4,    0
105109,19290508,    4,    0
105109,19290509,    5,    0
105109,19290510,    0,    0
105109,19290511,    0,    0
105109,19290512,    5,    0
105109,19290513,    1,    0
105109,19290514,    0,    0
105109,19290515,    5,    0
105109,19290516,    5,    0
105109,19290517,    1,    0
105109,19290518,    5,    0
105109,19290519,    3,    0
105109,19290520,    3,    0
105109,19290521,    0,    0
105109,19290522,    0,    0
105109,19290523,    3,    0
105109,19290524,    6,    0
105109,19290525,    1,    0
105109,19290526,    4,    0
105109,19290527,    3,    0
105109,19290528,    7,    0
105109,19290529,    0,    0
105109,19290530,    1,    0
105109,19290531,    6,    0
105109,19290601,    3,    0
105109,19290602,    2,    0
105109,19290603,    3,    0
105109,19290604,    8,    0
105109,19290605,    8,    0
105109,19290606,    8,    0
105109,19290607,    6,    0
105109,19290608,    6,    0
105109,19290609,    8,    0
105109,19290610,    4,    0
105109,19290611,    6,    0
105109,19290612,    7,    0
105109,19290613,    3,    0
105109,19290614,    3,    0
105109,19290615,    6,    0
105109,19290616,    0,    0
105109,19290617,    0,    0
105109,19290618,    1,    0
105109,19290619,    1,    0
105109,19290620,    3,    0
105109,19290621,    1,    0
105109,19290622,    3,    0
105109,19290623,    7,    0
105109,19290624,    3,    0
105109,19290625,    2,    0
105109,19290626,    0,    0
105109,19290627,    1,    0
105109,19290628,    0,    0
105109,19290629,    5,    0
105109,19290630,    8,    0
105109,19290701,    3,    0
105109,19290702,    5,    0
105109,19290703,    3,    0
105109,19290704,    4,    0
105109,19290705,    2,    0
105109,19290706,    8,    0
105109,19290707,    7,    0
105109,19290708,    6,    0
105109,19290709,    0,    0
105109,19290710,    0,    0
105109,19290711,    0,    0
105109,19290712,    0,    0
105109,19290713,    3,    0
105109,19290714,    0,    0
105109,19290715,    0,    0
105109,19290716,    0,    0
105109,19290717,    2,    0
105109,19290718,    4,    0
105109,19290719,    3,    0
105109,19290720,    1,    0
105109,19290721,    1,    0
105109,19290722,    0,    0
