EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 05-10-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 CC   : daily Cloud cover in oktas
23-27 Q_CC : quality code for CC (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station SWITZERLAND, GENEVE COINTRIN (STAID: 240).
Blended and updated with sources: 105109 105114 906700 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   CC, Q_CC
105114,19730722,    6,    0
105114,19730723,    6,    0
105114,19730724,    8,    0
105114,19730725,    6,    0
105114,19730726,    7,    0
105114,19730727,    5,    0
105114,19730728,    1,    0
105114,19730729,    2,    0
105114,19730730,    4,    0
105114,19730731,    1,    0
105114,19730801,    5,    0
105114,19730802,    8,    0
105114,19730803,    7,    0
105114,19730804,    6,    0
105114,19730805,    2,    0
105114,19730806,    0,    0
105114,19730807,    7,    0
105114,19730808,    1,    0
105114,19730809,    1,    0
105114,19730810,    0,    0
105114,19730811,    7,    0
105114,19730812,    4,    0
105114,19730813,    2,    0
105114,19730814,    1,    0
105114,19730815,    4,    0
105114,19730816,    5,    0
105114,19730817,    2,    0
105114,19730818,    3,    0
105114,19730819,    2,    0
105114,19730820,    3,    0
105114,19730821,    1,    0
105114,19730822,    4,    0
105114,19730823,    4,    0
105114,19730824,    5,    0
105114,19730825,    7,    0
105114,19730826,    5,    0
105114,19730827,    5,    0
105114,19730828,    8,    0
105114,19730829,    6,    0
105114,19730830,    7,    0
105114,19730831,    7,    0
105114,19730901,    3,    0
105114,19730902,    2,    0
105114,19730903,    1,    0
105114,19730904,    0,    0
105114,19730905,    0,    0
105114,19730906,    1,    0
105114,19730907,    1,    0
105114,19730908,    1,    0
105114,19730909,    6,    0
105114,19730910,    6,    0
105114,19730911,    2,    0
105114,19730912,    3,    0
105114,19730913,    5,    0
105114,19730914,    5,    0
105114,19730915,    6,    0
105114,19730916,    6,    0
105114,19730917,    7,    0
105114,19730918,    8,    0
105114,19730919,    4,    0
105114,19730920,    6,    0
105114,19730921,    6,    0
105114,19730922,    4,    0
105114,19730923,    7,    0
105114,19730924,    4,    0
105114,19730925,    1,    0
105114,19730926,    2,    0
105114,19730927,    4,    0
105114,19730928,    4,    0
105114,19730929,    5,    0
105114,19730930,    3,    0
105114,19731001,    6,    0
105114,19731002,    7,    0
105114,19731003,    6,    0
105114,19731004,    3,    0
105114,19731005,    3,    0
105114,19731006,    6,    0
105114,19731007,    7,    0
105114,19731008,    7,    0
105114,19731009,    4,    0
105114,19731010,    6,    0
105114,19731011,    4,    0
105114,19731012,    6,    0
105114,19731013,    8,    0
105114,19731014,    8,    0
105114,19731015,    6,    0
105114,19731016,    8,    0
105114,19731017,    6,    0
105114,19731018,    4,    0
105114,19731019,    1,    0
105114,19731020,    4,    0
105114,19731021,    6,    0
105114,19731022,    2,    0
105114,19731023,    5,    0
105114,19731024,    2,    0
105114,19731025,    2,    0
105114,19731026,    8,    0
105114,19731027,    5,    0
105114,19731028,    4,    0
105114,19731029,    5,    0
105114,19731030,    8,    0
105114,19731031,    8,    0
105114,19731101,    6,    0
105114,19731102,    8,    0
105114,19731103,    8,    0
105114,19731104,    7,    0
105114,19731105,    8,    0
105114,19731106,    6,    0
105114,19731107,    1,    0
105114,19731108,    3,    0
105114,19731109,    1,    0
105114,19731110,    3,    0
105114,19731111,    7,    0
105114,19731112,    4,    0
105114,19731113,    8,    0
105114,19731114,    8,    0
105114,19731115,    7,    0
105114,19731116,    5,    0
105114,19731117,    1,    0
105114,19731118,    5,    0
105114,19731119,    1,    0
105114,19731120,    0,    0
105114,19731121,    0,    0
105114,19731122,    0,    0
105114,19731123,    8,    0
105114,19731124,    3,    0
105114,19731125,    2,    0
105114,19731126,    7,    0
105114,19731127,    2,    0
105114,19731128,    1,    0
105114,19731129,    6,    0
105114,19731130,    5,    0
105114,19731201,    6,    0
105114,19731202,    2,    0
105114,19731203,    2,    0
105114,19731204,    8,    0
105114,19731205,    5,    0
105114,19731206,    5,    0
105114,19731207,    8,    0
105114,19731208,    8,    0
105114,19731209,    1,    0
105114,19731210,    5,    0
105114,19731211,    3,    0
105114,19731212,    6,    0
105114,19731213,    8,    0
105114,19731214,    8,    0
105114,19731215,    4,    0
105114,19731216,    5,    0
105114,19731217,    6,    0
105114,19731218,    3,    0
105114,19731219,    3,    0
105114,19731220,    8,    0
105114,19731221,    7,    0
105114,19731222,    6,    0
105114,19731223,    7,    0
105114,19731224,    7,    0
105114,19731225,    7,    0
105114,19731226,    8,    0
105114,19731227,    5,    0
105114,19731228,    8,    0
105114,19731229,    8,    0
105114,19731230,    8,    0
105114,19731231,    7,    0
105114,19740101,    8,    0
105114,19740102,    8,    0
105114,19740103,    8,    0
105114,19740104,    7,    0
105114,19740105,    8,    0
105114,19740106,    5,    0
105114,19740107,    8,    0
105114,19740108,    5,    0
105114,19740109,    8,    0
105114,19740110,    6,    0
105114,19740111,    8,    0
105114,19740112,    8,    0
105114,19740113,    7,    0
105114,19740114,    7,    0
105114,19740115,    7,    0
105114,19740116,    6,    0
105114,19740117,    6,    0
105114,19740118,    8,    0
105114,19740119,    7,    0
105114,19740120,    8,    0
105114,19740121,    5,    0
105114,19740122,    4,    0
105114,19740123,    1,    0
105114,19740124,    5,    0
105114,19740125,    8,    0
105114,19740126,    4,    0
105114,19740127,    7,    0
105114,19740128,    4,    0
105114,19740129,    7,    0
105114,19740130,    7,    0
105114,19740131,    8,    0
105114,19740201,    8,    0
105114,19740202,    7,    0
105114,19740203,    8,    0
105114,19740204,    8,    0
105114,19740205,    7,    0
105114,19740206,    7,    0
105114,19740207,    7,    0
105114,19740208,    5,    0
105114,19740209,    7,    0
105114,19740210,    1,    0
105114,19740211,    6,    0
105114,19740212,    7,    0
105114,19740213,    7,    0
105114,19740214,    5,    0
105114,19740215,    5,    0
105114,19740216,    7,    0
105114,19740217,    5,    0
105114,19740218,    7,    0
105114,19740219,    8,    0
105114,19740220,    8,    0
105114,19740221,    8,    0
105114,19740222,    7,    0
105114,19740223,    7,    0
105114,19740224,    4,    0
105114,19740225,    8,    0
105114,19740226,    8,    0
105114,19740227,    8,    0
105114,19740228,    8,    0
105114,19740301,    7,    0
105114,19740302,    6,    0
105114,19740303,    7,    0
105114,19740304,    7,    0
105114,19740305,    7,    0
105114,19740306,    4,    0
105114,19740307,    8,    0
105114,19740308,    6,    0
105114,19740309,    5,    0
105114,19740310,    5,    0
105114,19740311,    6,    0
105114,19740312,    7,    0
105114,19740313,    8,    0
105114,19740314,    7,    0
105114,19740315,    4,    0
105114,19740316,    8,    0
105114,19740317,    7,    0
105114,19740318,    7,    0
105114,19740319,    7,    0
105114,19740320,    5,    0
105114,19740321,    6,    0
105114,19740322,    7,    0
105114,19740323,    8,    0
105114,19740324,    5,    0
105114,19740325,    5,    0
105114,19740326,    7,    0
105114,19740327,    7,    0
105114,19740328,    7,    0
105114,19740329,    5,    0
105114,19740330,    7,    0
105114,19740331,    3,    0
105114,19740401,    3,    0
105114,19740402,    4,    0
105114,19740403,    6,    0
105114,19740404,    6,    0
105114,19740405,    6,    0
105114,19740406,    6,    0
105114,19740407,    2,    0
105114,19740408,    1,    0
105114,19740409,    3,    0
105114,19740410,    5,    0
105114,19740411,    5,    0
105114,19740412,    3,    0
105114,19740413,    4,    0
105114,19740414,    6,    0
105114,19740415,    1,    0
105114,19740416,    4,    0
105114,19740417,    5,    0
105114,19740418,    1,    0
105114,19740419,    0,    0
105114,19740420,    2,    0
105114,19740421,    3,    0
105114,19740422,    1,    0
105114,19740423,    3,    0
105114,19740424,    6,    0
105114,19740425,    6,    0
105114,19740426,    4,    0
105114,19740427,    8,    0
105114,19740428,    8,    0
105114,19740429,    8,    0
105114,19740430,    8,    0
105114,19740501,    8,    0
105114,19740502,    6,    0
105114,19740503,    7,    0
105114,19740504,    6,    0
105114,19740505,    7,    0
105114,19740506,    7,    0
105114,19740507,    8,    0
105114,19740508,    8,    0
105114,19740509,    1,    0
105114,19740510,    8,    0
105114,19740511,    7,    0
105114,19740512,    7,    0
105114,19740513,    5,    0
105114,19740514,    5,    0
105114,19740515,    1,    0
105114,19740516,    4,    0
105114,19740517,    7,    0
105114,19740518,    2,    0
105114,19740519,    1,    0
105114,19740520,    4,    0
105114,19740521,    4,    0
105114,19740522,    6,    0
105114,19740523,    7,    0
105114,19740524,    7,    0
105114,19740525,    2,    0
105114,19740526,    3,    0
105114,19740527,    5,    0
105114,19740528,    6,    0
105114,19740529,    4,    0
105114,19740530,    6,    0
105114,19740531,    7,    0
105114,19740601,    2,    0
105114,19740602,    1,    0
105114,19740603,    1,    0
105114,19740604,    3,    0
105114,19740605,    7,    0
105114,19740606,    6,    0
105114,19740607,    6,    0
105114,19740608,    2,    0
105114,19740609,    7,    0
105114,19740610,    7,    0
105114,19740611,    7,    0
105114,19740612,    6,    0
105114,19740613,    2,    0
105114,19740614,    3,    0
105114,19740615,    4,    0
105114,19740616,    2,    0
105114,19740617,    6,    0
105114,19740618,    6,    0
105114,19740619,    3,    0
105114,19740620,    1,    0
105114,19740621,    1,    0
105114,19740622,    4,    0
105114,19740623,    8,    0
105114,19740624,    3,    0
105114,19740625,    7,    0
105114,19740626,    7,    0
105114,19740627,    7,    0
105114,19740628,    8,    0
105114,19740629,    6,    0
105114,19740630,    6,    0
105114,19740701,    5,    0
105114,19740702,    1,    0
105114,19740703,    7,    0
105114,19740704,    2,    0
105114,19740705,    0,    0
105114,19740706,    7,    0
105114,19740707,    2,    0
105114,19740708,    1,    0
105114,19740709,    2,    0
105114,19740710,    4,    0
105114,19740711,    3,    0
105114,19740712,    1,    0
105114,19740713,    7,    0
105114,19740714,    6,    0
105114,19740715,    4,    0
105114,19740716,    6,    0
105114,19740717,    6,    0
105114,19740718,    7,    0
105114,19740719,    7,    0
105114,19740720,    6,    0
105114,19740721,    5,    0
105114,19740722,    2,    0
105114,19740723,    2,    0
105114,19740724,    6,    0
105114,19740725,    5,    0
105114,19740726,    0,    0
105114,19740727,    1,    0
105114,19740728,    1,    0
105114,19740729,    1,    0
105114,19740730,    7,    0
105114,19740731,    5,    0
105114,19740801,    2,    0
105114,19740802,    2,    0
105114,19740803,    0,    0
105114,19740804,    7,    0
105114,19740805,    2,    0
105114,19740806,    1,    0
105114,19740807,    2,    0
105114,19740808,    6,    0
105114,19740809,    4,    0
105114,19740810,    7,    0
105114,19740811,    6,    0
105114,19740812,    4,    0
105114,19740813,    1,    0
105114,19740814,    4,    0
105114,19740815,    0,    0
105114,19740816,    0,    0
105114,19740817,    2,    0
105114,19740818,    2,    0
105114,19740819,    6,    0
105114,19740820,    5,    0
105114,19740821,    5,    0
105114,19740822,    8,    0
105114,19740823,    7,    0
105114,19740824,    7,    0
105114,19740825,    3,    0
105114,19740826,    3,    0
105114,19740827,    7,    0
105114,19740828,    2,    0
105114,19740829,    3,    0
105114,19740830,    6,    0
105114,19740831,    6,    0
105114,19740901,    5,    0
105114,19740902,    7,    0
105114,19740903,    8,    0
105114,19740904,    5,    0
105114,19740905,    1,    0
105114,19740906,    7,    0
105114,19740907,    4,    0
105114,19740908,    6,    0
105114,19740909,    4,    0
105114,19740910,    4,    0
105114,19740911,    4,    0
105114,19740912,    3,    0
105114,19740913,    1,    0
105114,19740914,    3,    0
105114,19740915,    5,    0
105114,19740916,    4,    0
105114,19740917,    4,    0
105114,19740918,    7,    0
105114,19740919,    7,    0
105114,19740920,    4,    0
105114,19740921,    5,    0
105114,19740922,    5,    0
105114,19740923,    7,    0
105114,19740924,    8,    0
105114,19740925,    8,    0
105114,19740926,    7,    0
105114,19740927,    1,    0
105114,19740928,    8,    0
105114,19740929,    4,    0
105114,19740930,    6,    0
105114,19741001,    5,    0
105114,19741002,    6,    0
105114,19741003,    8,    0
105114,19741004,    5,    0
105114,19741005,    5,    0
105114,19741006,    6,    0
105114,19741007,    7,    0
105114,19741008,    8,    0
105114,19741009,    8,    0
105114,19741010,    5,    0
105114,19741011,    7,    0
105114,19741012,    5,    0
105114,19741013,    4,    0
105114,19741014,    6,    0
105114,19741015,    4,    0
105114,19741016,    5,    0
105114,19741017,    6,    0
105114,19741018,    4,    0
105114,19741019,    8,    0
105114,19741020,    8,    0
105114,19741021,    7,    0
105114,19741022,    5,    0
105114,19741023,    8,    0
105114,19741024,    8,    0
105114,19741025,    7,    0
105114,19741026,    7,    0
105114,19741027,    8,    0
105114,19741028,    6,    0
105114,19741029,    7,    0
105114,19741030,    6,    0
105114,19741031,    6,    0
105114,19741101,    6,    0
105114,19741102,    5,    0
105114,19741103,    5,    0
105114,19741104,    7,    0
105114,19741105,    6,    0
105114,19741106,    8,    0
105114,19741107,    8,    0
105114,19741108,    7,    0
105114,19741109,    4,    0
105114,19741110,    6,    0
105114,19741111,    7,    0
105114,19741112,    5,    0
105114,19741113,    3,    0
105114,19741114,    5,    0
105114,19741115,    6,    0
105114,19741116,    7,    0
105114,19741117,    6,    0
105114,19741118,    8,    0
105114,19741119,    6,    0
105114,19741120,    7,    0
105114,19741121,    5,    0
105114,19741122,    8,    0
105114,19741123,    5,    0
105114,19741124,    8,    0
105114,19741125,    7,    0
105114,19741126,    8,    0
105114,19741127,    8,    0
105114,19741128,    6,    0
105114,19741129,    7,    0
105114,19741130,    8,    0
105114,19741201,    4,    0
105114,19741202,    3,    0
105114,19741203,    8,    0
105114,19741204,    2,    0
105114,19741205,    6,    0
105114,19741206,    7,    0
105114,19741207,    8,    0
105114,19741208,    8,    0
105114,19741209,    7,    0
105114,19741210,    8,    0
105114,19741211,    6,    0
105114,19741212,    7,    0
105114,19741213,    6,    0
105114,19741214,    2,    0
105114,19741215,    7,    0
105114,19741216,    6,    0
105114,19741217,    8,    0
105114,19741218,    7,    0
105114,19741219,    5,    0
105114,19741220,    2,    0
105114,19741221,    0,    0
105114,19741222,    3,    0
105114,19741223,    8,    0
105114,19741224,    8,    0
105114,19741225,    7,    0
105114,19741226,    6,    0
105114,19741227,    6,    0
105114,19741228,    8,    0
105114,19741229,    4,    0
105114,19741230,    4,    0
105114,19741231,    4,    0
105114,19750101,    1,    0
105114,19750102,    8,    0
105114,19750103,    8,    0
105114,19750104,    8,    0
105114,19750105,    8,    0
105114,19750106,    8,    0
105114,19750107,    6,    0
105114,19750108,    8,    0
105114,19750109,    4,    0
105114,19750110,    8,    0
105114,19750111,    8,    0
105114,19750112,    8,    0
105114,19750113,    4,    0
105114,19750114,    6,    0
105114,19750115,    5,    0
105114,19750116,    8,    0
105114,19750117,    6,    0
105114,19750118,    8,    0
105114,19750119,    6,    0
105114,19750120,    4,    0
105114,19750121,    7,    0
105114,19750122,    0,    0
105114,19750123,    8,    0
105114,19750124,    8,    0
105114,19750125,    7,    0
105114,19750126,    4,    0
105114,19750127,    7,    0
105114,19750128,    8,    0
105114,19750129,    7,    0
105114,19750130,    5,    0
105114,19750131,    7,    0
105114,19750201,    2,    0
105114,19750202,    6,    0
105114,19750203,    6,    0
105114,19750204,    2,    0
105114,19750205,    8,    0
105114,19750206,    3,    0
105114,19750207,    1,    0
105114,19750208,    2,    0
105114,19750209,    8,    0
105114,19750210,    8,    0
105114,19750211,    8,    0
105114,19750212,    7,    0
105114,19750213,    7,    0
105114,19750214,    5,    0
105114,19750215,    2,    0
105114,19750216,    5,    0
105114,19750217,    4,    0
105114,19750218,    1,    0
105114,19750219,    6,    0
105114,19750220,    6,    0
105114,19750221,    8,    0
105114,19750222,    3,    0
105114,19750223,    1,    0
105114,19750224,    4,    0
105114,19750225,    3,    0
105114,19750226,    0,    0
105114,19750227,    0,    0
105114,19750228,    5,    0
105114,19750301,    6,    0
105114,19750302,    7,    0
105114,19750303,    8,    0
105114,19750304,    7,    0
105114,19750305,    6,    0
105114,19750306,    5,    0
105114,19750307,    7,    0
105114,19750308,    7,    0
105114,19750309,    8,    0
105114,19750310,    8,    0
105114,19750311,    7,    0
105114,19750312,    7,    0
105114,19750313,    8,    0
105114,19750314,    8,    0
105114,19750315,    7,    0
105114,19750316,    7,    0
105114,19750317,    6,    0
105114,19750318,    5,    0
105114,19750319,    8,    0
105114,19750320,    5,    0
105114,19750321,    7,    0
105114,19750322,    8,    0
105114,19750323,    7,    0
105114,19750324,    7,    0
105114,19750325,    7,    0
105114,19750326,    3,    0
105114,19750327,    8,    0
105114,19750328,    7,    0
105114,19750329,    2,    0
105114,19750330,    5,    0
105114,19750331,    5,    0
105114,19750401,    7,    0
105114,19750402,    7,    0
105114,19750403,    8,    0
105114,19750404,    7,    0
105114,19750405,    7,    0
105114,19750406,    6,    0
105114,19750407,    7,    0
105114,19750408,    8,    0
105114,19750409,    8,    0
105114,19750410,    6,    0
105114,19750411,    5,    0
105114,19750412,    7,    0
105114,19750413,    2,    0
105114,19750414,    3,    0
105114,19750415,    7,    0
105114,19750416,    7,    0
105114,19750417,    7,    0
105114,19750418,    4,    0
105114,19750419,    6,    0
105114,19750420,    6,    0
105114,19750421,    4,    0
105114,19750422,    3,    0
105114,19750423,    3,    0
105114,19750424,    2,    0
105114,19750425,    2,    0
105114,19750426,    0,    0
105114,19750427,    1,    0
105114,19750428,    2,    0
105114,19750429,    0,    0
105114,19750430,    7,    0
105114,19750501,    1,    0
105114,19750502,    3,    0
105114,19750503,    7,    0
105114,19750504,    7,    0
105114,19750505,    6,    0
105114,19750506,    7,    0
105114,19750507,    6,    0
105114,19750508,    6,    0
105114,19750509,    6,    0
105114,19750510,    7,    0
105114,19750511,    8,    0
105114,19750512,    6,    0
105114,19750513,    1,    0
105114,19750514,    5,    0
105114,19750515,    6,    0
105114,19750516,    5,    0
105114,19750517,    4,    0
105114,19750518,    7,    0
105114,19750519,    6,    0
105114,19750520,    6,    0
105114,19750521,    4,    0
105114,19750522,    8,    0
105114,19750523,    5,    0
105114,19750524,    7,    0
105114,19750525,    8,    0
105114,19750526,    8,    0
105114,19750527,    7,    0
105114,19750528,    4,    0
105114,19750529,    7,    0
105114,19750530,    7,    0
105114,19750531,    7,    0
105114,19750601,    8,    0
105114,19750602,    4,    0
105114,19750603,    6,    0
105114,19750604,    6,    0
105114,19750605,    5,    0
105114,19750606,    1,    0
105114,19750607,    1,    0
105114,19750608,    4,    0
105114,19750609,    3,    0
105114,19750610,    3,    0
105114,19750611,    7,    0
105114,19750612,    6,    0
105114,19750613,    2,    0
105114,19750614,    3,    0
105114,19750615,    7,    0
105114,19750616,    7,    0
105114,19750617,    6,    0
105114,19750618,    6,    0
105114,19750619,    7,    0
105114,19750620,    3,    0
105114,19750621,    6,    0
105114,19750622,    3,    0
105114,19750623,    5,    0
105114,19750624,    4,    0
105114,19750625,    5,    0
105114,19750626,    3,    0
105114,19750627,    5,    0
105114,19750628,    4,    0
105114,19750629,    7,    0
105114,19750630,    5,    0
105114,19750701,    3,    0
105114,19750702,    3,    0
105114,19750703,    2,    0
105114,19750704,    7,    0
105114,19750705,    7,    0
105114,19750706,    2,    0
105114,19750707,    1,    0
105114,19750708,    2,    0
105114,19750709,    4,    0
105114,19750710,    3,    0
105114,19750711,    7,    0
105114,19750712,    4,    0
105114,19750713,    1,    0
105114,19750714,    0,    0
105114,19750715,    4,    0
105114,19750716,    3,    0
105114,19750717,    5,    0
105114,19750718,    6,    0
105114,19750719,    5,    0
105114,19750720,    2,    0
105114,19750721,    6,    0
105114,19750722,    3,    0
105114,19750723,    1,    0
105114,19750724,    4,    0
105114,19750725,    3,    0
105114,19750726,    1,    0
105114,19750727,    1,    0
105114,19750728,    6,    0
105114,19750729,    2,    0
105114,19750730,    2,    0
105114,19750731,    3,    0
105114,19750801,    4,    0
105114,19750802,    4,    0
105114,19750803,    1,    0
105114,19750804,    3,    0
105114,19750805,    5,    0
105114,19750806,    2,    0
105114,19750807,    2,    0
105114,19750808,    3,    0
105114,19750809,    7,    0
105114,19750810,    6,    0
105114,19750811,    6,    0
105114,19750812,    7,    0
105114,19750813,    3,    0
105114,19750814,    3,    0
105114,19750815,    6,    0
105114,19750816,    6,    0
105114,19750817,    7,    0
105114,19750818,    6,    0
105114,19750819,    5,    0
105114,19750820,    1,    0
105114,19750821,    3,    0
105114,19750822,    8,    0
105114,19750823,    8,    0
105114,19750824,    7,    0
105114,19750825,    6,    0
105114,19750826,    5,    0
105114,19750827,    7,    0
105114,19750828,    7,    0
105114,19750829,    6,    0
105114,19750830,    7,    0
105114,19750831,    8,    0
105114,19750901,    7,    0
105114,19750902,    6,    0
105114,19750903,    5,    0
105114,19750904,    3,    0
105114,19750905,    1,    0
105114,19750906,    5,    0
105114,19750907,    7,    0
105114,19750908,    5,    0
105114,19750909,    1,    0
105114,19750910,    2,    0
105114,19750911,    7,    0
105114,19750912,    7,    0
105114,19750913,    4,    0
105114,19750914,    8,    0
105114,19750915,    8,    0
105114,19750916,    7,    0
105114,19750917,    3,    0
105114,19750918,    6,    0
105114,19750919,    6,    0
105114,19750920,    7,    0
105114,19750921,    6,    0
105114,19750922,    5,    0
105114,19750923,    4,    0
105114,19750924,    5,    0
105114,19750925,    5,    0
105114,19750926,    7,    0
105114,19750927,    6,    0
105114,19750928,    7,    0
105114,19750929,    4,    0
105114,19750930,    7,    0
105114,19751001,    6,    0
105114,19751002,    1,    0
105114,19751003,    3,    0
105114,19751004,    5,    0
105114,19751005,    6,    0
105114,19751006,    1,    0
105114,19751007,    6,    0
105114,19751008,    6,    0
105114,19751009,    6,    0
105114,19751010,    5,    0
105114,19751011,    7,    0
105114,19751012,    8,    0
105114,19751013,    8,    0
105114,19751014,    7,    0
105114,19751015,    5,    0
105114,19751016,    6,    0
105114,19751017,    8,    0
105114,19751018,    8,    0
105114,19751019,    7,    0
105114,19751020,    8,    0
105114,19751021,    5,    0
105114,19751022,    6,    0
105114,19751023,    6,    0
105114,19751024,    6,    0
105114,19751025,    8,    0
105114,19751026,    5,    0
105114,19751027,    8,    0
105114,19751028,    8,    0
105114,19751029,    8,    0
105114,19751030,    8,    0
105114,19751031,    8,    0
105114,19751101,    8,    0
105114,19751102,    6,    0
105114,19751103,    7,    0
105114,19751104,    8,    0
105114,19751105,    5,    0
105114,19751106,    8,    0
105114,19751107,    7,    0
105114,19751108,    8,    0
105114,19751109,    8,    0
105114,19751110,    8,    0
105114,19751111,    8,    0
105114,19751112,    7,    0
105114,19751113,    6,    0
105114,19751114,    7,    0
105114,19751115,    6,    0
105114,19751116,    8,    0
105114,19751117,    8,    0
105114,19751118,    8,    0
105114,19751119,    8,    0
105114,19751120,    8,    0
105114,19751121,    2,    0
105114,19751122,    5,    0
105114,19751123,    2,    0
105114,19751124,    7,    0
105114,19751125,    4,    0
105114,19751126,    4,    0
105114,19751127,    4,    0
105114,19751128,    7,    0
105114,19751129,    6,    0
105114,19751130,    8,    0
105114,19751201,    4,    0
105114,19751202,    7,    0
105114,19751203,    8,    0
105114,19751204,    7,    0
105114,19751205,    8,    0
105114,19751206,    8,    0
105114,19751207,    6,    0
105114,19751208,    8,    0
105114,19751209,    8,    0
105114,19751210,    8,    0
105114,19751211,    6,    0
105114,19751212,    8,    0
105114,19751213,    8,    0
105114,19751214,    8,    0
105114,19751215,    8,    0
105114,19751216,    8,    0
105114,19751217,    8,    0
105114,19751218,    8,    0
105114,19751219,    8,    0
105114,19751220,    7,    0
105114,19751221,    6,    0
105114,19751222,    8,    0
105114,19751223,    8,    0
105114,19751224,    8,    0
105114,19751225,    6,    0
105114,19751226,    3,    0
105114,19751227,    3,    0
105114,19751228,    5,    0
105114,19751229,    8,    0
105114,19751230,    8,    0
105114,19751231,    8,    0
105114,19760101,    5,    0
105114,19760102,    7,    0
105114,19760103,    7,    0
105114,19760104,    1,    0
105114,19760105,    4,    0
105114,19760106,    2,    0
105114,19760107,    4,    0
105114,19760108,    0,    0
105114,19760109,    8,    0
105114,19760110,    5,    0
105114,19760111,    7,    0
105114,19760112,    6,    0
105114,19760113,    1,    0
105114,19760114,    0,    0
105114,19760115,    3,    0
105114,19760116,    7,    0
105114,19760117,    6,    0
105114,19760118,    1,    0
105114,19760119,    4,    0
105114,19760120,    7,    0
105114,19760121,    7,    0
105114,19760122,    8,    0
105114,19760123,    7,    0
105114,19760124,    7,    0
105114,19760125,    5,    0
105114,19760126,    5,    0
105114,19760127,    5,    0
105114,19760128,    5,    0
105114,19760129,    8,    0
105114,19760130,    8,    0
105114,19760131,    6,    0
105114,19760201,    7,    0
105114,19760202,    8,    0
105114,19760203,    7,    0
105114,19760204,    8,    0
105114,19760205,    8,    0
105114,19760206,    8,    0
105114,19760207,    8,    0
105114,19760208,    8,    0
105114,19760209,    8,    0
105114,19760210,    8,    0
105114,19760211,    7,    0
105114,19760212,    5,    0
105114,19760213,    8,    0
105114,19760214,    8,    0
105114,19760215,    8,    0
105114,19760216,    8,    0
105114,19760217,    5,    0
105114,19760218,    8,    0
105114,19760219,    6,    0
105114,19760220,    5,    0
105114,19760221,    3,    0
105114,19760222,    8,    0
105114,19760223,    4,    0
105114,19760224,    2,    0
105114,19760225,    4,    0
105114,19760226,    0,    0
105114,19760227,    3,    0
105114,19760228,    5,    0
105114,19760229,    1,    0
105114,19760301,    3,    0
105114,19760302,    4,    0
105114,19760303,    1,    0
105114,19760304,    0,    0
105114,19760305,    1,    0
105114,19760306,    7,    0
105114,19760307,    5,    0
105114,19760308,    7,    0
105114,19760309,    1,    0
105114,19760310,    0,    0
105114,19760311,    3,    0
105114,19760312,    7,    0
105114,19760313,    7,    0
105114,19760314,    6,    0
105114,19760315,    6,    0
105114,19760316,    8,    0
105114,19760317,    6,    0
105114,19760318,    7,    0
105114,19760319,    6,    0
105114,19760320,    3,    0
105114,19760321,    4,    0
105114,19760322,    7,    0
105114,19760323,    5,    0
105114,19760324,    3,    0
105114,19760325,    7,    0
105114,19760326,    1,    0
105114,19760327,    3,    0
105114,19760328,    0,    0
105114,19760329,    0,    0
105114,19760330,    1,    0
105114,19760331,    0,    0
105114,19760401,    1,    0
105114,19760402,    1,    0
105114,19760403,    5,    0
105114,19760404,    6,    0
105114,19760405,    4,    0
105114,19760406,    6,    0
105114,19760407,    7,    0
105114,19760408,    2,    0
105114,19760409,    1,    0
105114,19760410,    2,    0
105114,19760411,    2,    0
105114,19760412,    1,    0
105114,19760413,    1,    0
105114,19760414,    6,    0
105114,19760415,    7,    0
105114,19760416,    3,    0
105114,19760417,    2,    0
105114,19760418,    1,    0
105114,19760419,    5,    0
105114,19760420,    4,    0
105114,19760421,    3,    0
105114,19760422,    2,    0
105114,19760423,    8,    0
105114,19760424,    8,    0
105114,19760425,    8,    0
105114,19760426,    7,    0
105114,19760427,    3,    0
105114,19760428,    5,    0
105114,19760429,    2,    0
105114,19760430,    3,    0
105114,19760501,    1,    0
105114,19760502,    2,    0
105114,19760503,    8,    0
105114,19760504,    5,    0
105114,19760505,    1,    0
105114,19760506,    1,    0
105114,19760507,    4,    0
105114,19760508,    5,    0
105114,19760509,    7,    0
105114,19760510,    5,    0
105114,19760511,    8,    0
105114,19760512,    5,    0
105114,19760513,    6,    0
105114,19760514,    1,    0
105114,19760515,    3,    0
105114,19760516,    4,    0
105114,19760517,    3,    0
105114,19760518,    5,    0
105114,19760519,    7,    0
105114,19760520,    7,    0
105114,19760521,    5,    0
105114,19760522,    3,    0
105114,19760523,    1,    0
105114,19760524,    2,    0
105114,19760525,    8,    0
105114,19760526,    7,    0
105114,19760527,    5,    0
105114,19760528,    4,    0
105114,19760529,    5,    0
105114,19760530,    7,    0
