EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 05-10-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 HU   : daily Humidity in 1 %
23-27 Q_HU : quality code for HU (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station SWITZERLAND, GENEVE OBSERVATOIRE (STAID: 241).
Blended and updated with sources: 105111 105116 906700 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   HU, Q_HU
105111,19300711,   80,    0
105111,19300712,   72,    0
105111,19300713,   73,    0
105111,19300714,   64,    0
105111,19300715,   76,    0
105111,19300716,   64,    0
105111,19300717,   73,    0
105111,19300718,   85,    0
105111,19300719,   74,    0
105111,19300720,   74,    0
105111,19300721,   76,    0
105111,19300722,   66,    0
105111,19300723,   80,    0
105111,19300724,   87,    0
105111,19300725,   76,    0
105111,19300726,   71,    0
105111,19300727,   82,    0
105111,19300728,   84,    0
105111,19300729,   72,    0
105111,19300730,   68,    0
105111,19300731,   80,    0
105111,19300801,   75,    0
105111,19300802,   72,    0
105111,19300803,   77,    0
105111,19300804,   77,    0
105111,19300805,   77,    0
105111,19300806,   66,    0
105111,19300807,   67,    0
105111,19300808,   77,    0
105111,19300809,   77,    0
105111,19300810,   69,    0
105111,19300811,   74,    0
105111,19300812,   82,    0
105111,19300813,   82,    0
105111,19300814,   77,    0
105111,19300815,   64,    0
105111,19300816,   62,    0
105111,19300817,   70,    0
105111,19300818,   73,    0
105111,19300819,   75,    0
105111,19300820,   81,    0
105111,19300821,   73,    0
105111,19300822,   81,    0
105111,19300823,   75,    0
105111,19300824,   72,    0
105111,19300825,   82,    0
105111,19300826,   81,    0
105111,19300827,   81,    0
105111,19300828,   81,    0
105111,19300829,   76,    0
105111,19300830,   76,    0
105111,19300831,   77,    0
105111,19300901,   76,    0
105111,19300902,   81,    0
105111,19300903,   83,    0
105111,19300904,   79,    0
105111,19300905,   80,    0
105111,19300906,   67,    0
105111,19300907,   73,    0
105111,19300908,   74,    0
105111,19300909,   84,    0
105111,19300910,   85,    0
105111,19300911,   88,    0
105111,19300912,   88,    0
105111,19300913,   78,    0
105111,19300914,   73,    0
105111,19300915,   79,    0
105111,19300916,   77,    0
105111,19300917,   78,    0
105111,19300918,   74,    0
105111,19300919,   72,    0
105111,19300920,   92,    0
105111,19300921,   80,    0
105111,19300922,   80,    0
105111,19300923,   81,    0
105111,19300924,   82,    0
105111,19300925,   81,    0
105111,19300926,   72,    0
105111,19300927,   73,    0
105111,19300928,   81,    0
105111,19300929,   93,    0
105111,19300930,   87,    0
105111,19301001,   87,    0
105111,19301002,   82,    0
105111,19301003,   84,    0
105111,19301004,   88,    0
105111,19301005,   81,    0
105111,19301006,   72,    0
105111,19301007,   79,    0
105111,19301008,   76,    0
105111,19301009,   83,    0
105111,19301010,   83,    0
105111,19301011,   81,    0
105111,19301012,   88,    0
105111,19301013,   82,    0
105111,19301014,   90,    0
105111,19301015,   94,    0
105111,19301016,   96,    0
105111,19301017,   94,    0
105111,19301018,   96,    0
105111,19301019,   93,    0
105111,19301020,   83,    0
105111,19301021,   74,    0
105111,19301022,   88,    0
105111,19301023,   82,    0
105111,19301024,   86,    0
105111,19301025,   88,    0
105111,19301026,   87,    0
105111,19301027,   68,    0
105111,19301028,   78,    0
105111,19301029,   90,    0
105111,19301030,   84,    0
105111,19301031,   87,    0
105111,19301101,   79,    0
105111,19301102,   80,    0
105111,19301103,   82,    0
105111,19301104,   87,    0
105111,19301105,   69,    0
105111,19301106,   86,    0
105111,19301107,   77,    0
105111,19301108,   83,    0
105111,19301109,   84,    0
105111,19301110,   92,    0
105111,19301111,   83,    0
105111,19301112,   55,    0
105111,19301113,   77,    0
105111,19301114,   77,    0
105111,19301115,   81,    0
105111,19301116,   91,    0
105111,19301117,   88,    0
105111,19301118,   79,    0
105111,19301119,   88,    0
105111,19301120,   86,    0
105111,19301121,   62,    0
105111,19301122,   64,    0
105111,19301123,   57,    0
105111,19301124,   78,    0
105111,19301125,   67,    0
105111,19301126,   68,    0
105111,19301127,   83,    0
105111,19301128,   80,    0
105111,19301129,   74,    0
105111,19301130,   92,    0
105111,19301201,   94,    0
105111,19301202,   88,    0
105111,19301203,   85,    0
105111,19301204,   82,    0
105111,19301205,   88,    0
105111,19301206,   70,    0
105111,19301207,   74,    0
105111,19301208,   90,    0
105111,19301209,   92,    0
105111,19301210,   67,    0
105111,19301211,   79,    0
105111,19301212,   91,    0
105111,19301213,   88,    0
105111,19301214,   83,    0
105111,19301215,   90,    0
105111,19301216,   82,    0
105111,19301217,   86,    0
105111,19301218,   69,    0
105111,19301219,   67,    0
105111,19301220,   89,    0
105111,19301221,   86,    0
105111,19301222,   82,    0
105111,19301223,   86,    0
105111,19301224,   78,    0
105111,19301225,   80,    0
105111,19301226,   66,    0
105111,19301227,   80,    0
105111,19301228,   91,    0
105111,19301229,   92,    0
105111,19301230,   85,    0
105111,19301231,   69,    0
105111,19310101,   77,    0
105111,19310102,   82,    0
105111,19310103,   72,    0
105111,19310104,   82,    0
105111,19310105,   72,    0
105111,19310106,   80,    0
105111,19310107,   82,    0
105111,19310108,   57,    0
105111,19310109,   40,    0
105111,19310110,   48,    0
105111,19310111,   56,    0
105111,19310112,   60,    0
105111,19310113,   73,    0
105111,19310114,   87,    0
105111,19310115,   85,    0
105111,19310116,   78,    0
105111,19310117,   79,    0
105111,19310118,   82,    0
105111,19310119,   78,    0
105111,19310120,   89,    0
105111,19310121,   83,    0
105111,19310122,   84,    0
105111,19310123,   63,    0
105111,19310124,   83,    0
105111,19310125,   70,    0
105111,19310126,   77,    0
105111,19310127,   85,    0
105111,19310128,   78,    0
105111,19310129,   85,    0
105111,19310130,   75,    0
105111,19310131,   80,    0
105111,19310201,   82,    0
105111,19310202,   86,    0
105111,19310203,   81,    0
105111,19310204,   81,    0
105111,19310205,   64,    0
105111,19310206,   64,    0
105111,19310207,   64,    0
105111,19310208,   68,    0
105111,19310209,   71,    0
105111,19310210,   65,    0
105111,19310211,   56,    0
105111,19310212,   75,    0
105111,19310213,   79,    0
105111,19310214,   77,    0
105111,19310215,   69,    0
105111,19310216,   76,    0
105111,19310217,   73,    0
105111,19310218,   78,    0
105111,19310219,   78,    0
105111,19310220,   83,    0
105111,19310221,   83,    0
105111,19310222,   51,    0
105111,19310223,   62,    0
105111,19310224,   66,    0
105111,19310225,   63,    0
105111,19310226,   72,    0
105111,19310227,   82,    0
105111,19310228,   76,    0
105111,19310301,   63,    0
105111,19310302,   71,    0
105111,19310303,   83,    0
105111,19310304,   82,    0
105111,19310305,   85,    0
105111,19310306,   95,    0
105111,19310307,   92,    0
105111,19310308,   98,    0
105111,19310309,   99,    0
105111,19310310,   88,    0
105111,19310311,   48,    0
105111,19310312,   65,    0
105111,19310313,   64,    0
105111,19310314,   75,    0
105111,19310315,   79,    0
105111,19310316,   58,    0
105111,19310317,   67,    0
105111,19310318,   71,    0
105111,19310319,   67,    0
105111,19310320,   64,    0
105111,19310321,   89,    0
105111,19310322,   67,    0
105111,19310323,   71,    0
105111,19310324,   65,    0
105111,19310325,   67,    0
105111,19310326,   69,    0
105111,19310327,   63,    0
105111,19310328,   62,    0
105111,19310329,   60,    0
105111,19310330,   55,    0
105111,19310331,   51,    0
105111,19310401,   53,    0
105111,19310402,   68,    0
105111,19310403,   85,    0
105111,19310404,   79,    0
105111,19310405,   80,    0
105111,19310406,   57,    0
105111,19310407,   73,    0
105111,19310408,   72,    0
105111,19310409,   66,    0
105111,19310410,   64,    0
105111,19310411,   67,    0
105111,19310412,   71,    0
105111,19310413,   58,    0
105111,19310414,   41,    0
105111,19310415,   53,    0
105111,19310416,   67,    0
105111,19310417,   75,    0
105111,19310418,   79,    0
105111,19310419,   70,    0
105111,19310420,   74,    0
105111,19310421,   78,    0
105111,19310422,   68,    0
105111,19310423,   58,    0
105111,19310424,   61,    0
105111,19310425,   65,    0
105111,19310426,   61,    0
105111,19310427,   74,    0
105111,19310428,   70,    0
105111,19310429,   76,    0
105111,19310430,   64,    0
105111,19310501,   65,    0
105111,19310502,   76,    0
105111,19310503,   80,    0
105111,19310504,   67,    0
105111,19310505,   72,    0
105111,19310506,   73,    0
105111,19310507,   72,    0
105111,19310508,   64,    0
105111,19310509,   67,    0
105111,19310510,   68,    0
105111,19310511,   67,    0
105111,19310512,   63,    0
105111,19310513,   62,    0
105111,19310514,   57,    0
105111,19310515,   46,    0
105111,19310516,   60,    0
105111,19310517,   71,    0
105111,19310518,   84,    0
105111,19310519,   80,    0
105111,19310520,   77,    0
105111,19310521,   74,    0
105111,19310522,   66,    0
105111,19310523,   69,    0
105111,19310524,   70,    0
105111,19310525,   49,    0
105111,19310526,   63,    0
105111,19310527,   60,    0
105111,19310528,   59,    0
105111,19310529,   59,    0
105111,19310530,   78,    0
105111,19310531,   88,    0
105111,19310601,   62,    0
105111,19310602,   62,    0
105111,19310603,   68,    0
105111,19310604,   63,    0
105111,19310605,   53,    0
105111,19310606,   74,    0
105111,19310607,   66,    0
105111,19310608,   60,    0
105111,19310609,   64,    0
105111,19310610,   63,    0
105111,19310611,   59,    0
105111,19310612,   56,    0
105111,19310613,   64,    0
105111,19310614,   63,    0
105111,19310615,   52,    0
105111,19310616,   63,    0
105111,19310617,   54,    0
105111,19310618,   63,    0
105111,19310619,   65,    0
105111,19310620,   70,    0
105111,19310621,   72,    0
105111,19310622,   69,    0
105111,19310623,   66,    0
105111,19310624,   68,    0
105111,19310625,   83,    0
105111,19310626,   78,    0
105111,19310627,   79,    0
105111,19310628,   77,    0
105111,19310629,   67,    0
105111,19310630,   67,    0
105111,19310701,   83,    0
105111,19310702,   77,    0
105111,19310703,   70,    0
105111,19310704,   71,    0
105111,19310705,   66,    0
105111,19310706,   81,    0
105111,19310707,   88,    0
105111,19310708,   69,    0
105111,19310709,   68,    0
105111,19310710,   56,    0
105111,19310711,   67,    0
105111,19310712,   65,    0
105111,19310713,   58,    0
105111,19310714,   74,    0
105111,19310715,   76,    0
105111,19310716,   68,    0
105111,19310717,   69,    0
105111,19310718,   57,    0
105111,19310719,   67,    0
105111,19310720,   73,    0
105111,19310721,   84,    0
105111,19310722,   72,    0
105111,19310723,   63,    0
105111,19310724,   73,    0
105111,19310725,   71,    0
105111,19310726,   65,    0
105111,19310727,   84,    0
105111,19310728,   59,    0
105111,19310729,   69,    0
105111,19310730,   60,    0
105111,19310731,   66,    0
105111,19310801,   83,    0
105111,19310802,   80,    0
105111,19310803,   82,    0
105111,19310804,   82,    0
105111,19310805,   77,    0
105111,19310806,   81,    0
105111,19310807,   76,    0
105111,19310808,   66,    0
105111,19310809,   87,    0
105111,19310810,   69,    0
105111,19310811,   72,    0
105111,19310812,   67,    0
105111,19310813,   73,    0
105111,19310814,   80,    0
105111,19310815,   92,    0
105111,19310816,   72,    0
105111,19310817,   69,    0
105111,19310818,   75,    0
105111,19310819,   75,    0
105111,19310820,   79,    0
105111,19310821,   73,    0
105111,19310822,   75,    0
105111,19310823,   90,    0
105111,19310824,   93,    0
105111,19310825,   87,    0
105111,19310826,   71,    0
105111,19310827,   71,    0
105111,19310828,   74,    0
105111,19310829,   80,    0
105111,19310830,   93,    0
105111,19310831,   82,    0
105111,19310901,   82,    0
105111,19310902,   82,    0
105111,19310903,   93,    0
105111,19310904,   80,    0
105111,19310905,   70,    0
105111,19310906,   75,    0
105111,19310907,   84,    0
105111,19310908,   78,    0
105111,19310909,   75,    0
105111,19310910,   92,    0
105111,19310911,   97,    0
105111,19310912,   69,    0
105111,19310913,   74,    0
105111,19310914,   60,    0
105111,19310915,   67,    0
105111,19310916,   81,    0
105111,19310917,   75,    0
105111,19310918,   77,    0
105111,19310919,   83,    0
105111,19310920,   84,    0
105111,19310921,   60,    0
105111,19310922,   63,    0
105111,19310923,   55,    0
105111,19310924,   58,    0
105111,19310925,   59,    0
105111,19310926,   73,    0
105111,19310927,   80,    0
105111,19310928,   81,    0
105111,19310929,   75,    0
105111,19310930,   84,    0
105111,19311001,   85,    0
105111,19311002,   81,    0
105111,19311003,   82,    0
105111,19311004,   79,    0
105111,19311005,   80,    0
105111,19311006,   78,    0
105111,19311007,   76,    0
105111,19311008,   81,    0
105111,19311009,   83,    0
105111,19311010,   88,    0
105111,19311011,   79,    0
105111,19311012,   90,    0
105111,19311013,   83,    0
105111,19311014,   73,    0
105111,19311015,   51,    0
105111,19311016,   64,    0
105111,19311017,   78,    0
105111,19311018,   75,    0
105111,19311019,   83,    0
105111,19311020,   79,    0
105111,19311021,   62,    0
105111,19311022,   73,    0
105111,19311023,   90,    0
105111,19311024,   85,    0
105111,19311025,   92,    0
105111,19311026,   78,    0
105111,19311027,   77,    0
105111,19311028,   80,    0
105111,19311029,   80,    0
105111,19311030,   75,    0
105111,19311031,   68,    0
105111,19311101,   80,    0
105111,19311102,   83,    0
105111,19311103,   94,    0
105111,19311104,   85,    0
105111,19311105,   78,    0
105111,19311106,   85,    0
105111,19311107,   83,    0
105111,19311108,   87,    0
105111,19311109,   74,    0
105111,19311110,   86,    0
105111,19311111,   61,    0
105111,19311112,   67,    0
105111,19311113,   90,    0
105111,19311114,   83,    0
105111,19311115,   87,    0
105111,19311116,   83,    0
105111,19311117,   85,    0
105111,19311118,   79,    0
105111,19311119,   82,    0
105111,19311120,   91,    0
105111,19311121,   90,    0
105111,19311122,   88,    0
105111,19311123,   88,    0
105111,19311124,   70,    0
105111,19311125,   83,    0
105111,19311126,   81,    0
105111,19311127,   84,    0
105111,19311128,   94,    0
105111,19311129,   84,    0
105111,19311130,   81,    0
105111,19311201,   82,    0
105111,19311202,   80,    0
105111,19311203,   78,    0
105111,19311204,   88,    0
105111,19311205,   83,    0
105111,19311206,   85,    0
105111,19311207,   93,    0
105111,19311208,   82,    0
105111,19311209,   80,    0
105111,19311210,   80,    0
105111,19311211,   79,    0
105111,19311212,   67,    0
105111,19311213,   71,    0
105111,19311214,   81,    0
105111,19311215,   83,    0
105111,19311216,   77,    0
105111,19311217,   63,    0
105111,19311218,   55,    0
105111,19311219,   64,    0
105111,19311220,   53,    0
105111,19311221,   55,    0
105111,19311222,   67,    0
105111,19311223,   78,    0
105111,19311224,   91,    0
105111,19311225,   91,    0
105111,19311226,   94,    0
105111,19311227,   91,    0
105111,19311228,   87,    0
105111,19311229,   87,    0
105111,19311230,   86,    0
105111,19311231,   58,    0
105111,19320101,   62,    0
105111,19320102,   81,    0
105111,19320103,   93,    0
105111,19320104,   99,    0
105111,19320105,   90,    0
105111,19320106,   85,    0
105111,19320107,   87,    0
105111,19320108,   77,    0
105111,19320109,   84,    0
105111,19320110,   85,    0
105111,19320111,   85,    0
105111,19320112,   81,    0
105111,19320113,   87,    0
105111,19320114,   81,    0
105111,19320115,   82,    0
105111,19320116,  100,    0
105111,19320117,   97,    0
105111,19320118,   97,    0
105111,19320119,   92,    0
105111,19320120,   91,    0
105111,19320121,   93,    0
105111,19320122,   95,    0
105111,19320123,   69,    0
105111,19320124,   81,    0
105111,19320125,   90,    0
105111,19320126,   89,    0
105111,19320127,   84,    0
105111,19320128,   87,    0
105111,19320129,   97,    0
105111,19320130,   94,    0
105111,19320131,   88,    0
105111,19320201,   81,    0
105111,19320202,   84,    0
105111,19320203,   69,    0
105111,19320204,   89,    0
105111,19320205,   88,    0
105111,19320206,   77,    0
105111,19320207,   92,    0
105111,19320208,   98,    0
105111,19320209,   86,    0
105111,19320210,   88,    0
105111,19320211,   69,    0
105111,19320212,   63,    0
105111,19320213,   74,    0
105111,19320214,   79,    0
105111,19320215,   71,    0
105111,19320216,   68,    0
105111,19320217,   61,    0
105111,19320218,   74,    0
105111,19320219,   64,    0
105111,19320220,   60,    0
105111,19320221,   66,    0
105111,19320222,   62,    0
105111,19320223,   82,    0
105111,19320224,   69,    0
105111,19320225,   68,    0
105111,19320226,   73,    0
105111,19320227,   72,    0
105111,19320228,   62,    0
105111,19320229,   78,    0
105111,19320301,   72,    0
105111,19320302,   73,    0
105111,19320303,   74,    0
105111,19320304,   70,    0
105111,19320305,   66,    0
105111,19320306,   66,    0
105111,19320307,   79,    0
105111,19320308,   67,    0
105111,19320309,   77,    0
105111,19320310,   88,    0
105111,19320311,   78,    0
105111,19320312,   78,    0
105111,19320313,   73,    0
105111,19320314,   79,    0
105111,19320315,   69,    0
105111,19320316,   81,    0
105111,19320317,   97,    0
105111,19320318,   73,    0
105111,19320319,   61,    0
105111,19320320,   55,    0
105111,19320321,   56,    0
105111,19320322,   77,    0
105111,19320323,   69,    0
105111,19320324,   60,    0
105111,19320325,   59,    0
105111,19320326,   71,    0
105111,19320327,   78,    0
105111,19320328,   87,    0
105111,19320329,   74,    0
105111,19320330,   59,    0
105111,19320331,   71,    0
105111,19320401,   82,    0
105111,19320402,   59,    0
105111,19320403,   67,    0
105111,19320404,   70,    0
105111,19320405,   82,    0
105111,19320406,   69,    0
105111,19320407,   61,    0
105111,19320408,   74,    0
105111,19320409,   63,    0
105111,19320410,   64,    0
105111,19320411,   88,    0
105111,19320412,   91,    0
105111,19320413,   76,    0
105111,19320414,   57,    0
105111,19320415,   68,    0
105111,19320416,   73,    0
105111,19320417,   68,    0
105111,19320418,   75,    0
105111,19320419,   76,    0
105111,19320420,   59,    0
105111,19320421,   60,    0
105111,19320422,   66,    0
105111,19320423,   76,    0
105111,19320424,   72,    0
105111,19320425,   58,    0
105111,19320426,   66,    0
105111,19320427,   66,    0
105111,19320428,   69,    0
105111,19320429,   81,    0
105111,19320430,   75,    0
105111,19320501,   90,    0
105111,19320502,   82,    0
105111,19320503,   76,    0
105111,19320504,   84,    0
105111,19320505,   73,    0
105111,19320506,   98,    0
105111,19320507,   91,    0
105111,19320508,   78,    0
105111,19320509,   73,    0
105111,19320510,   62,    0
105111,19320511,   75,    0
105111,19320512,   80,    0
105111,19320513,   66,    0
105111,19320514,   63,    0
105111,19320515,   66,    0
105111,19320516,   64,    0
105111,19320517,   69,    0
105111,19320518,   67,    0
105111,19320519,   60,    0
105111,19320520,   64,    0
105111,19320521,   60,    0
105111,19320522,   72,    0
105111,19320523,   72,    0
105111,19320524,   84,    0
105111,19320525,   65,    0
105111,19320526,   69,    0
105111,19320527,   64,    0
105111,19320528,   83,    0
105111,19320529,   80,    0
105111,19320530,   71,    0
105111,19320531,   63,    0
105111,19320601,   67,    0
105111,19320602,   77,    0
105111,19320603,   66,    0
105111,19320604,   72,    0
105111,19320605,   84,    0
105111,19320606,   77,    0
105111,19320607,   65,    0
105111,19320608,   60,    0
105111,19320609,   62,    0
105111,19320610,   63,    0
105111,19320611,   63,    0
105111,19320612,   72,    0
105111,19320613,   78,    0
105111,19320614,   69,    0
105111,19320615,   68,    0
105111,19320616,   74,    0
105111,19320617,   72,    0
105111,19320618,   65,    0
105111,19320619,   72,    0
105111,19320620,   78,    0
105111,19320621,   88,    0
105111,19320622,   77,    0
105111,19320623,   76,    0
105111,19320624,   77,    0
105111,19320625,   75,    0
105111,19320626,   78,    0
105111,19320627,   72,    0
105111,19320628,   65,    0
105111,19320629,   77,    0
105111,19320630,   78,    0
105111,19320701,   80,    0
105111,19320702,   76,    0
105111,19320703,   78,    0
105111,19320704,   71,    0
105111,19320705,   73,    0
105111,19320706,   84,    0
105111,19320707,   90,    0
105111,19320708,   82,    0
105111,19320709,   88,    0
105111,19320710,   83,    0
105111,19320711,   90,    0
105111,19320712,   77,    0
105111,19320713,   89,    0
105111,19320714,   81,    0
105111,19320715,   87,    0
105111,19320716,   87,    0
105111,19320717,   71,    0
105111,19320718,   79,    0
105111,19320719,   80,    0
105111,19320720,   81,    0
105111,19320721,   74,    0
105111,19320722,   70,    0
105111,19320723,   86,    0
105111,19320724,   76,    0
105111,19320725,   69,    0
105111,19320726,   75,    0
105111,19320727,   69,    0
105111,19320728,   68,    0
105111,19320729,   70,    0
105111,19320730,   72,    0
105111,19320731,   71,    0
105111,19320801,   71,    0
105111,19320802,   85,    0
105111,19320803,   85,    0
105111,19320804,   85,    0
105111,19320805,   85,    0
105111,19320806,   78,    0
105111,19320807,   71,    0
105111,19320808,   75,    0
105111,19320809,   75,    0
105111,19320810,   72,    0
105111,19320811,   75,    0
105111,19320812,   69,    0
105111,19320813,   65,    0
105111,19320814,   83,    0
105111,19320815,   77,    0
105111,19320816,   72,    0
105111,19320817,   79,    0
105111,19320818,   71,    0
105111,19320819,   70,    0
105111,19320820,   75,    0
105111,19320821,   66,    0
105111,19320822,   63,    0
105111,19320823,   82,    0
105111,19320824,   82,    0
105111,19320825,   78,    0
105111,19320826,   82,    0
105111,19320827,   81,    0
105111,19320828,   87,    0
105111,19320829,   79,    0
105111,19320830,   72,    0
105111,19320831,   73,    0
105111,19320901,   71,    0
105111,19320902,   69,    0
105111,19320903,   75,    0
105111,19320904,   73,    0
105111,19320905,   75,    0
105111,19320906,   73,    0
105111,19320907,   67,    0
105111,19320908,   75,    0
105111,19320909,   83,    0
105111,19320910,   89,    0
105111,19320911,   75,    0
105111,19320912,   68,    0
105111,19320913,   75,    0
105111,19320914,   77,    0
105111,19320915,   79,    0
105111,19320916,   83,    0
105111,19320917,   72,    0
105111,19320918,   76,    0
105111,19320919,   79,    0
105111,19320920,   81,    0
105111,19320921,   78,    0
105111,19320922,   81,    0
105111,19320923,   93,    0
105111,19320924,   89,    0
105111,19320925,   80,    0
105111,19320926,   82,    0
105111,19320927,   91,    0
105111,19320928,   80,    0
105111,19320929,   90,    0
105111,19320930,   77,    0
105111,19321001,   79,    0
105111,19321002,   84,    0
105111,19321003,   76,    0
105111,19321004,   70,    0
105111,19321005,   72,    0
105111,19321006,   77,    0
105111,19321007,   85,    0
105111,19321008,   76,    0
105111,19321009,   83,    0
105111,19321010,   63,    0
105111,19321011,   75,    0
105111,19321012,   75,    0
105111,19321013,   76,    0
105111,19321014,   77,    0
105111,19321015,   75,    0
105111,19321016,   78,    0
105111,19321017,   80,    0
105111,19321018,   82,    0
105111,19321019,   77,    0
105111,19321020,   82,    0
105111,19321021,   75,    0
105111,19321022,   79,    0
105111,19321023,   83,    0
105111,19321024,   87,    0
105111,19321025,   84,    0
105111,19321026,   92,    0
105111,19321027,   82,    0
105111,19321028,   64,    0
105111,19321029,   75,    0
105111,19321030,   75,    0
105111,19321031,   79,    0
105111,19321101,   89,    0
105111,19321102,   88,    0
105111,19321103,   85,    0
105111,19321104,   93,    0
105111,19321105,   97,    0
105111,19321106,   92,    0
105111,19321107,   82,    0
105111,19321108,   93,    0
105111,19321109,   92,    0
105111,19321110,   86,    0
105111,19321111,   90,    0
105111,19321112,   93,    0
105111,19321113,   83,    0
105111,19321114,   86,    0
105111,19321115,   95,    0
105111,19321116,   92,    0
105111,19321117,   85,    0
105111,19321118,   87,    0
105111,19321119,   94,    0
105111,19321120,   94,    0
105111,19321121,   96,    0
105111,19321122,   87,    0
105111,19321123,   76,    0
105111,19321124,   75,    0
105111,19321125,   82,    0
105111,19321126,   87,    0
105111,19321127,   81,    0
105111,19321128,   74,    0
105111,19321129,   76,    0
105111,19321130,   91,    0
105111,19321201,   92,    0
105111,19321202,   88,    0
105111,19321203,   87,    0
105111,19321204,   82,    0
105111,19321205,   83,    0
105111,19321206,   84,    0
105111,19321207,   78,    0
105111,19321208,   90,    0
105111,19321209,   94,    0
105111,19321210,   89,    0
105111,19321211,   89,    0
105111,19321212,   93,    0
105111,19321213,  100,    0
105111,19321214,  100,    0
105111,19321215,   91,    0
105111,19321216,   98,    0
105111,19321217,  100,    0
105111,19321218,   99,    0
105111,19321219,  100,    0
105111,19321220,   99,    0
105111,19321221,   98,    0
105111,19321222,   94,    0
105111,19321223,   95,    0
105111,19321224,   93,    0
105111,19321225,   84,    0
105111,19321226,   82,    0
105111,19321227,   93,    0
105111,19321228,   85,    0
105111,19321229,   99,    0
105111,19321230,   98,    0
105111,19321231,   99,    0
105111,19330101,  100,    0
105111,19330102,  100,    0
105111,19330103,   96,    0
105111,19330104,   93,    0
105111,19330105,   98,    0
105111,19330106,   84,    0
105111,19330107,   86,    0
105111,19330108,   90,    0
105111,19330109,   91,    0
105111,19330110,   70,    0
105111,19330111,   73,    0
105111,19330112,   87,    0
105111,19330113,   85,    0
105111,19330114,   71,    0
105111,19330115,   82,    0
105111,19330116,   85,    0
105111,19330117,   90,    0
105111,19330118,   88,    0
105111,19330119,   75,    0
105111,19330120,   80,    0
105111,19330121,   65,    0
105111,19330122,   55,    0
105111,19330123,   50,    0
105111,19330124,   42,    0
105111,19330125,   50,    0
105111,19330126,   54,    0
105111,19330127,   72,    0
105111,19330128,   79,    0
105111,19330129,   83,    0
105111,19330130,   94,    0
105111,19330131,   75,    0
105111,19330201,   79,    0
105111,19330202,   70,    0
105111,19330203,   94,    0
105111,19330204,   90,    0
105111,19330205,   82,    0
105111,19330206,   80,    0
105111,19330207,   85,    0
105111,19330208,   76,    0
105111,19330209,   87,    0
105111,19330210,   87,    0
105111,19330211,   78,    0
105111,19330212,   66,    0
105111,19330213,   68,    0
105111,19330214,   72,    0
105111,19330215,   69,    0
105111,19330216,   62,    0
105111,19330217,   73,    0
105111,19330218,   78,    0
105111,19330219,   73,    0
105111,19330220,   69,    0
105111,19330221,   65,    0
105111,19330222,   78,    0
105111,19330223,   76,    0
105111,19330224,   75,    0
105111,19330225,   76,    0
105111,19330226,   76,    0
105111,19330227,   75,    0
105111,19330228,   89,    0
105111,19330301,   88,    0
105111,19330302,   82,    0
105111,19330303,   87,    0
105111,19330304,   97,    0
105111,19330305,   94,    0
105111,19330306,   88,    0
105111,19330307,   94,    0
105111,19330308,   81,    0
105111,19330309,   80,    0
105111,19330310,   76,    0
105111,19330311,   81,    0
105111,19330312,   86,    0
105111,19330313,   89,    0
105111,19330314,   81,    0
105111,19330315,   72,    0
105111,19330316,   64,    0
105111,19330317,   62,    0
105111,19330318,   78,    0
105111,19330319,   67,    0
105111,19330320,   76,    0
105111,19330321,   54,    0
105111,19330322,   58,    0
105111,19330323,   50,    0
105111,19330324,   63,    0
105111,19330325,   87,    0
105111,19330326,   79,    0
105111,19330327,   74,    0
105111,19330328,   73,    0
105111,19330329,   62,    0
105111,19330330,   70,    0
105111,19330331,   60,    0
105111,19330401,   57,    0
105111,19330402,   68,    0
105111,19330403,   66,    0
105111,19330404,   64,    0
105111,19330405,   58,    0
105111,19330406,   67,    0
105111,19330407,   67,    0
105111,19330408,   66,    0
105111,19330409,   62,    0
105111,19330410,   59,    0
105111,19330411,   61,    0
105111,19330412,   60,    0
105111,19330413,   76,    0
105111,19330414,   76,    0
105111,19330415,   67,    0
105111,19330416,   74,    0
105111,19330417,   59,    0
105111,19330418,   76,    0
105111,19330419,   76,    0
105111,19330420,   71,    0
105111,19330421,   64,    0
105111,19330422,   65,    0
105111,19330423,   63,    0
105111,19330424,   66,    0
105111,19330425,   61,    0
105111,19330426,   68,    0
105111,19330427,   80,    0
105111,19330428,   68,    0
105111,19330429,   86,    0
105111,19330430,   90,    0
105111,19330501,   84,    0
105111,19330502,   87,    0
105111,19330503,   86,    0
105111,19330504,   71,    0
105111,19330505,   77,    0
105111,19330506,   87,    0
105111,19330507,   85,    0
105111,19330508,   75,    0
105111,19330509,   68,    0
105111,19330510,   72,    0
105111,19330511,   83,    0
105111,19330512,   81,    0
105111,19330513,   76,    0
105111,19330514,   83,    0
105111,19330515,   58,    0
105111,19330516,   66,    0
105111,19330517,   78,    0
105111,19330518,   74,    0
105111,19330519,   71,    0
