EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 05-10-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 SD   : daily Snow depth in 1 cm
23-27 Q_SD : quality code for SD (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station SWITZERLAND, GENEVE OBSERVATOIRE (STAID: 241).
Blended and updated with sources: 105112 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   SD, Q_SD
105112,19320412,    0,    0
105112,19320413,    0,    0
105112,19320414,    0,    0
105112,19320415,    0,    0
105112,19320416,    0,    0
105112,19320417,    0,    0
105112,19320418,    0,    0
105112,19320419,    0,    0
105112,19320420,    0,    0
105112,19320421,    0,    0
105112,19320422,    0,    0
105112,19320423,    0,    0
105112,19320424,    0,    0
105112,19320425,    0,    0
105112,19320426,    0,    0
105112,19320427,    0,    0
105112,19320428,    0,    0
105112,19320429,    0,    0
105112,19320430,    0,    0
105112,19320501,    0,    0
105112,19320502,    0,    0
105112,19320503,    0,    0
105112,19320504,    0,    0
105112,19320505,    0,    0
105112,19320506,    0,    0
105112,19320507,    0,    0
105112,19320508,    0,    0
105112,19320509,    0,    0
105112,19320510,    0,    0
105112,19320511,    0,    0
105112,19320512,    0,    0
105112,19320513,    0,    0
105112,19320514,    0,    0
105112,19320515,    0,    0
105112,19320516,    0,    0
105112,19320517,    0,    0
105112,19320518,    0,    0
105112,19320519,    0,    0
105112,19320520,    0,    0
105112,19320521,    0,    0
105112,19320522,    0,    0
105112,19320523,    0,    0
105112,19320524,    0,    0
105112,19320525,    0,    0
105112,19320526,    0,    0
105112,19320527,    0,    0
105112,19320528,    0,    0
105112,19320529,    0,    0
105112,19320530,    0,    0
105112,19320531,    0,    0
105112,19320601,    0,    0
105112,19320602,    0,    0
105112,19320603,    0,    0
105112,19320604,    0,    0
105112,19320605,    0,    0
105112,19320606,    0,    0
105112,19320607,    0,    0
105112,19320608,    0,    0
105112,19320609,    0,    0
105112,19320610,    0,    0
105112,19320611,    0,    0
105112,19320612,    0,    0
105112,19320613,    0,    0
105112,19320614,    0,    0
105112,19320615,    0,    0
105112,19320616,    0,    0
105112,19320617,    0,    0
105112,19320618,    0,    0
105112,19320619,    0,    0
105112,19320620,    0,    0
105112,19320621,    0,    0
105112,19320622,    0,    0
105112,19320623,    0,    0
105112,19320624,    0,    0
105112,19320625,    0,    0
105112,19320626,    0,    0
105112,19320627,    0,    0
105112,19320628,    0,    0
105112,19320629,    0,    0
105112,19320630,    0,    0
105112,19320701,    0,    0
105112,19320702,    0,    0
105112,19320703,    0,    0
105112,19320704,    0,    0
105112,19320705,    0,    0
105112,19320706,    0,    0
105112,19320707,    0,    0
105112,19320708,    0,    0
105112,19320709,    0,    0
105112,19320710,    0,    0
105112,19320711,    0,    0
105112,19320712,    0,    0
105112,19320713,    0,    0
105112,19320714,    0,    0
105112,19320715,    0,    0
105112,19320716,    0,    0
105112,19320717,    0,    0
105112,19320718,    0,    0
105112,19320719,    0,    0
105112,19320720,    0,    0
105112,19320721,    0,    0
105112,19320722,    0,    0
105112,19320723,    0,    0
105112,19320724,    0,    0
105112,19320725,    0,    0
105112,19320726,    0,    0
105112,19320727,    0,    0
105112,19320728,    0,    0
105112,19320729,    0,    0
105112,19320730,    0,    0
105112,19320731,    0,    0
105112,19320801,    0,    0
105112,19320802,    0,    0
105112,19320803,    0,    0
105112,19320804,    0,    0
105112,19320805,    0,    0
105112,19320806,    0,    0
105112,19320807,    0,    0
105112,19320808,    0,    0
105112,19320809,    0,    0
105112,19320810,    0,    0
105112,19320811,    0,    0
105112,19320812,    0,    0
105112,19320813,    0,    0
105112,19320814,    0,    0
105112,19320815,    0,    0
105112,19320816,    0,    0
105112,19320817,    0,    0
105112,19320818,    0,    0
105112,19320819,    0,    0
105112,19320820,    0,    0
105112,19320821,    0,    0
105112,19320822,    0,    0
105112,19320823,    0,    0
105112,19320824,    0,    0
105112,19320825,    0,    0
105112,19320826,    0,    0
105112,19320827,    0,    0
105112,19320828,    0,    0
105112,19320829,    0,    0
105112,19320830,    0,    0
105112,19320831,    0,    0
105112,19320901,    0,    0
105112,19320902,    0,    0
105112,19320903,    0,    0
105112,19320904,    0,    0
105112,19320905,    0,    0
105112,19320906,    0,    0
105112,19320907,    0,    0
105112,19320908,    0,    0
105112,19320909,    0,    0
105112,19320910,    0,    0
105112,19320911,    0,    0
105112,19320912,    0,    0
105112,19320913,    0,    0
105112,19320914,    0,    0
105112,19320915,    0,    0
105112,19320916,    0,    0
105112,19320917,    0,    0
105112,19320918,    0,    0
105112,19320919,    0,    0
105112,19320920,    0,    0
105112,19320921,    0,    0
105112,19320922,    0,    0
105112,19320923,    0,    0
105112,19320924,    0,    0
105112,19320925,    0,    0
105112,19320926,    0,    0
105112,19320927,    0,    0
105112,19320928,    0,    0
105112,19320929,    0,    0
105112,19320930,    0,    0
105112,19321001,    0,    0
105112,19321002,    0,    0
105112,19321003,    0,    0
105112,19321004,    0,    0
105112,19321005,    0,    0
105112,19321006,    0,    0
105112,19321007,    0,    0
105112,19321008,    0,    0
105112,19321009,    0,    0
105112,19321010,    0,    0
105112,19321011,    0,    0
105112,19321012,    0,    0
105112,19321013,    0,    0
105112,19321014,    0,    0
105112,19321015,    0,    0
105112,19321016,    0,    0
105112,19321017,    0,    0
105112,19321018,    0,    0
105112,19321019,    0,    0
105112,19321020,    0,    0
105112,19321021,    0,    0
105112,19321022,    0,    0
105112,19321023,    0,    0
105112,19321024,    0,    0
105112,19321025,    0,    0
105112,19321026,    0,    0
105112,19321027,    0,    0
105112,19321028,    0,    0
105112,19321029,    0,    0
105112,19321030,    0,    0
105112,19321031,    0,    0
105112,19321101,    0,    0
105112,19321102,    0,    0
105112,19321103,    0,    0
105112,19321104,    0,    0
105112,19321105,    0,    0
105112,19321106,    0,    0
105112,19321107,    0,    0
